side	context_surface	eligible_cross_folds	global_events	global_stems	global_folios	global_m	mean_beta_context	min_beta_context	max_beta_context	mean_beta_after_stem	direct_events	cache_rest_events	semantic_export_credit	preexisting_broad_role	preexisting_working_default_de	primary_role_source	core_group	gdt803_disposition	meaning_credit
LEFT	ar	25	51	20	29	16	0.44076034005	0.212998023902	0.613486900708	0.428069294965	1	50	ZERO__OPAQUE_COMPLETE_CONTEXT	QUANTITY_OR_PART	Anteil- oder Mengenfeld	GDT759	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
LEFT	qokeey	25	30	22	18	1	-0.420263811784	-0.551162670728	-0.281789270504	-0.357551287467	4	26	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_VALUE	Heiß-/Gradfeld	GDT730|GDT744	LEFT_QOK4	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
LEFT	qokedy	25	39	21	22	3	-0.393160335614	-0.630981740056	-0.20695366176	-0.351483803921	6	33	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_STATE	Heiß-/Zustandsfeld	GDT730	LEFT_QOK4	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
LEFT	shedy	25	38	20	25	1	-0.399141516339	-0.578919465143	-0.185278485846	-0.351231027427	11	27	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_STATE	Feuchte-/Zustandsfeld	GDT730|GDT744	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
LEFT	qokain	25	47	20	23	4	-0.445118539199	-0.635386765317	-0.211703854663	-0.350571602803	2	45	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_VALUE	Heiß-/Gradfeld	GDT730	LEFT_QOK4	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
LEFT	qokeedy	25	33	20	20	3	-0.375744929391	-0.680478715952	-0.0963990897305	-0.277209574911	5	28	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_STATE	Heiß-/Zustandsfeld	GDT730	LEFT_QOK4	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
LEFT	qokar	25	28	16	23	7	0.237640243087	0.0262197745046	0.502383396204	0.252814302308	3	25	ZERO__OPAQUE_COMPLETE_CONTEXT	QUANTITY_QUALITY_RIVAL	Anteil-/Qualitätskompositum	GDT730|GDT759	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
RIGHT	chor	25	28	15	26	5	0.388892652733	0.0477691468855	0.740374533425	0.437031648936	1	27	ZERO__OPAQUE_COMPLETE_CONTEXT	PART_OR_NOMINAL	Pflanzenteil	GDT759	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
RIGHT	daiin	25	104	32	71	1	-0.567967591754	-0.718045851031	-0.385235917543	-0.426138060831	8	96	ZERO__OPAQUE_COMPLETE_CONTEXT	VALUE_OR_GRADE	Wert oder Grad III	GDT759	RIGHT_RESULT3	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
RIGHT	shedy	25	94	35	37	0	-0.486060269718	-0.593944275755	-0.39822694147	-0.418462831063	18	76	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_STATE	Feuchte-/Zustandsfeld	GDT730|GDT744	RIGHT_RESULT3	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
RIGHT	chedy	25	103	34	46	1	-0.448848791533	-0.636689666234	-0.31312865034	-0.394860380956	15	88	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_STATE	Trocken-/Zustandsfeld	GDT730|GDT744	RIGHT_RESULT3	CORE_L_FAVOURING_CONTEXT	ZERO__PRIOR_ROLE_ONLY
RIGHT	dain	25	27	16	24	0	-0.250113386794	-0.310294703258	-0.157757056333	-0.200994982665	5	22	ZERO__OPAQUE_COMPLETE_CONTEXT	VALUE_OR_GRADE	Wert oder Grad II	GDT759	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
RIGHT	dar	25	41	21	28	1	-0.211983715916	-0.371845509129	-0.0653597968679	-0.190181991919	3	38	ZERO__OPAQUE_COMPLETE_CONTEXT	QUANTITY_OR_PART	Anteil- oder Mengenfeld	GDT730|GDT759	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
RIGHT	kaiin	25	26	14	17	0	-0.174754340536	-0.218317980153	-0.103887416453	-0.123794931446	2	24	ZERO__OPAQUE_COMPLETE_CONTEXT	QUALITY_OR_VALUE	Heiß-/Gradfeld	GDT730|GDT744	NONE	STABLE_SINGLE_CONTEXT_RIVAL	ZERO__PRIOR_ROLE_ONLY
