group_id	side	context_surface	occurrence_id	source_selector	physical_folio	locus	token_index	stem	terminal	masked_target	left_context	right_context	distance_cell	position4	population	page_s	residual_m_minus_position_stem	semantic_export_credit
LEFT_QOK4	LEFT	qokeey	GDT800-O0079	f102v2	f102v	f102v2.20	8	do	l	do{l|m}	qokeey	ol	4	EARLIER	CACHE_REST_3749	0.0283317690923	-0.0283317690923	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeey	GDT800-O0103	f103r	f103r	f103r.15	3	sho	l	sho{l|m}	qokeey	qotey	2	EARLIER	CACHE_REST_3749	0.0349897294339	-0.0349897294339	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokain	GDT800-O0106	f103r	f103r	f103r.19	8	oteo	l	oteo{l|m}	qokain	lkar	4	EARLIER	CACHE_REST_3749	0.0411815286897	-0.0411815286897	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeey	GDT800-O0118	f103r	f103r	f103r.29	5	cha	l	cha{l|m}	qokeey	chedy	1	PENULTIMATE	CACHE_REST_3749	0.178990745447	-0.178990745447	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokedy	GDT800-O0124	f103r	f103r	f103r.32	4	qoka	l	qoka{l|m}	qokedy	shety	4	EARLIER	CACHE_REST_3749	0.0439633345226	-0.0439633345226	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeedy	GDT800-O0133	f103r	f103r	f103r.41	12	qoka	l	qoka{l|m}	qokeedy	dal	1	PENULTIMATE	CACHE_REST_3749	0.0990426627448	-0.0990426627448	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeedy	GDT800-O0142	f103r	f103r	f103r.45	3	sho	l	sho{l|m}	qokeedy	shedar	5	EARLIER	CACHE_REST_3749	0.0151254659172	-0.0151254659172	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeey	GDT800-O0144	f103r	f103r	f103r.46	4	cheo	l	cheo{l|m}	qokeey	chorol	5	EARLIER	CACHE_REST_3749	0.0208206998132	-0.0208206998132	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeey	GDT800-O0145	f103r	f103r	f103r.46	9	o	l	o{l|m}	qokeey	loiin	2	EARLIER	CACHE_REST_3749	0.0195872028457	-0.0195872028457	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeey	GDT800-O0148	f103r	f103r	f103r.49	8	sheo	l	sheo{l|m}	qokeey	qokeedy	5	EARLIER	CACHE_REST_3749	0.0161317950643	-0.0161317950643	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokain	GDT800-O0179	f103v	f103v	f103v.37	3	o	l	o{l|m}	qokain	shey	5	EARLIER	CACHE_REST_3749	0.0113716628432	-0.0113716628432	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeedy	GDT800-O0190	f103v	f103v	f103v.6	4	cheo	l	cheo{l|m}	qokeedy	qoeeor	5	EARLIER	CACHE_REST_3749	0.0265935771744	-0.0265935771744	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokeedy	GDT800-O0237	f104r	f104r	f104r.4	5	cheda	l	cheda{l|m}	qokeedy	qodaiin	3	EARLIER	CACHE_REST_3749	0.0925266771896	-0.0925266771896	ZERO__EXACT_CONTEXT_OCCURRENCE
LEFT_QOK4	LEFT	qokedy	GDT800-O0306	f105r	f105r	f105r.17	5	sho	l	sho{l|m}	qokedy	kol	5	EARLIER	CACHE_REST_3749	0.0178509156054	-0.0178509156054	ZERO__EXACT_CONTEXT_OCCURRENCE
