edition	locus	status	paragraph_id
ZL3b	f103r.7	COMPLETE_PARAGRAPH	f103r|f103r.5-f103r.7
ZL3b	f103v.13	COMPLETE_PARAGRAPH	f103v|f103v.12-f103v.13
ZL3b	f103v.36	COMPLETE_PARAGRAPH	f103v|f103v.33-f103v.36
ZL3b	f107r.21	COMPLETE_PARAGRAPH	f107r|f107r.21-f107r.23
ZL3b	f108r.43	COMPLETE_PARAGRAPH	f108r|f108r.39-f108r.44
ZL3b	f112r.29	COMPLETE_PARAGRAPH	f112r|f112r.27-f112r.30
ZL3b	f113v.22	COMPLETE_PARAGRAPH	f113v|f113v.21-f113v.24
ZL3b	f40r.6	COMPLETE_PARAGRAPH	f40r|f40r.1-f40r.7
ZL3b	f75r.12	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
ZL3b	f75r.13	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
ZL3b	f75r.14	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
ZL3b	f75v.47	COMPLETE_PARAGRAPH	f75v|f75v.43-f75v.49
ZL3b	f76r.44	COMPLETE_PARAGRAPH	f76r|f76r.44-f76r.50
ZL3b	f77r.23	COMPLETE_PARAGRAPH	f77r|f77r.9-f77r.24
ZL3b	f77v.7	COMPLETE_PARAGRAPH	f77v|f77v.6-f77v.15
ZL3b	f78v.2	COMPLETE_PARAGRAPH	f78v|f78v.1-f78v.19
ZL3b	f78v.21	COMPLETE_PARAGRAPH	f78v|f78v.20-f78v.32
ZL3b	f78v.23	COMPLETE_PARAGRAPH	f78v|f78v.20-f78v.32
ZL3b	f79v.6	COMPLETE_PARAGRAPH	f79v|f79v.1-f79v.9
ZL3b	f80v.33	COMPLETE_PARAGRAPH	f80v|f80v.30-f80v.37
ZL3b	f80v.36	COMPLETE_PARAGRAPH	f80v|f80v.30-f80v.37
ZL3b	f82v.5	COMPLETE_PARAGRAPH	f82v|f82v.5-f82v.10
ZL3b	f83v.12	COMPLETE_PARAGRAPH	f83v|f83v.11-f83v.20
ZL3b	f85r1.4	COMPLETE_PARAGRAPH	f85r1|f85r1.1-f85r1.6
ZL3b	f85r1.5	COMPLETE_PARAGRAPH	f85r1|f85r1.1-f85r1.6
ZL3b	f99v.39	COMPLETE_PARAGRAPH	f99v|f99v.37-f99v.43
IT2a	f103r.7	COMPLETE_PARAGRAPH	f103r|f103r.5-f103r.7
IT2a	f103v.13	COMPLETE_PARAGRAPH	f103v|f103v.12-f103v.13
IT2a	f103v.36	COMPLETE_PARAGRAPH	f103v|f103v.33-f103v.36
IT2a	f107r.21	COMPLETE_PARAGRAPH	f107r|f107r.21-f107r.23
IT2a	f108r.43	COMPLETE_PARAGRAPH	f108r|f108r.41-f108r.44
IT2a	f112r.29	COMPLETE_PARAGRAPH	f112r|f112r.27-f112r.30
IT2a	f113v.22	COMPLETE_PARAGRAPH	f113v|f113v.21-f113v.24
IT2a	f40r.6	COMPLETE_PARAGRAPH	f40r|f40r.1-f40r.7
IT2a	f75r.12	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
IT2a	f75r.13	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
IT2a	f75r.14	COMPLETE_PARAGRAPH	f75r|f75r.1-f75r.26
IT2a	f75v.47	COMPLETE_PARAGRAPH	f75v|f75v.43-f75v.49
IT2a	f76r.44	COMPLETE_PARAGRAPH	f76r|f76r.44-f76r.50
IT2a	f77r.23	COMPLETE_PARAGRAPH	f77r|f77r.9-f77r.24
IT2a	f77v.7	COMPLETE_PARAGRAPH	f77v|f77v.6-f77v.15
IT2a	f78v.2	COMPLETE_PARAGRAPH	f78v|f78v.1-f78v.19
IT2a	f78v.21	COMPLETE_PARAGRAPH	f78v|f78v.20-f78v.32
IT2a	f78v.23	COMPLETE_PARAGRAPH	f78v|f78v.20-f78v.32
IT2a	f79v.6	COMPLETE_PARAGRAPH	f79v|f79v.1-f79v.9
IT2a	f80v.33	COMPLETE_PARAGRAPH	f80v|f80v.30-f80v.37
IT2a	f80v.36	COMPLETE_PARAGRAPH	f80v|f80v.30-f80v.37
IT2a	f82v.5	COMPLETE_PARAGRAPH	f82v|f82v.5-f82v.10
IT2a	f83v.12	COMPLETE_PARAGRAPH	f83v|f83v.11-f83v.20
IT2a	f85r1.4	COMPLETE_PARAGRAPH	f85r1|f85r1.1-f85r1.6
IT2a	f85r1.5	COMPLETE_PARAGRAPH	f85r1|f85r1.1-f85r1.6
IT2a	f99v.39	COMPLETE_PARAGRAPH	f99v|f99v.37-f99v.43
