edition	locus	status
ZL3b	f100r.24	SOURCE_LINE_PRESENT
IT2a	f100r.24	SOURCE_LINE_PRESENT
RF1b	f100r.24	SOURCE_LINE_PRESENT
ZL3b	f100r.25	SOURCE_LINE_PRESENT
IT2a	f100r.25	SOURCE_LINE_PRESENT
RF1b	f100r.25	SOURCE_LINE_PRESENT
ZL3b	f100v.15	SOURCE_LINE_PRESENT
IT2a	f100v.15	SOURCE_LINE_PRESENT
RF1b	f100v.15	SOURCE_LINE_PRESENT
ZL3b	f100v.18	SOURCE_LINE_PRESENT
IT2a	f100v.18	SOURCE_LINE_PRESENT
RF1b	f100v.18	SOURCE_LINE_PRESENT
ZL3b	f100v.20	SOURCE_LINE_PRESENT
IT2a	f100v.20	SOURCE_LINE_PRESENT
RF1b	f100v.20	SOURCE_LINE_PRESENT
ZL3b	f100v.21	SOURCE_LINE_PRESENT
IT2a	f100v.21	SOURCE_LINE_PRESENT
RF1b	f100v.21	SOURCE_LINE_PRESENT
ZL3b	f102v1.10	SOURCE_LINE_PRESENT
IT2a	f102v1.10	SOURCE_LINE_PRESENT
RF1b	f102v1.10	SOURCE_LINE_PRESENT
ZL3b	f102v1.11	SOURCE_LINE_PRESENT
IT2a	f102v1.11	SOURCE_LINE_PRESENT
RF1b	f102v1.11	SOURCE_LINE_PRESENT
ZL3b	f102v1.13	SOURCE_LINE_PRESENT
IT2a	f102v1.13	SOURCE_LINE_PRESENT
RF1b	f102v1.13	SOURCE_LINE_PRESENT
ZL3b	f102v1.23	SOURCE_LINE_PRESENT
IT2a	f102v1.23	SOURCE_LINE_PRESENT
RF1b	f102v1.23	SOURCE_LINE_PRESENT
ZL3b	f102v1.8	SOURCE_LINE_PRESENT
IT2a	f102v1.8	SOURCE_LINE_PRESENT
RF1b	f102v1.8	SOURCE_LINE_PRESENT
ZL3b	f102v2.17	SOURCE_LINE_PRESENT
IT2a	f102v2.17	SOURCE_LINE_PRESENT
RF1b	f102v2.17	SOURCE_LINE_PRESENT
ZL3b	f102v2.19	SOURCE_LINE_PRESENT
IT2a	f102v2.19	SOURCE_LINE_PRESENT
RF1b	f102v2.19	SOURCE_LINE_PRESENT
ZL3b	f102v2.20	SOURCE_LINE_PRESENT
IT2a	f102v2.20	SOURCE_LINE_PRESENT
RF1b	f102v2.20	SOURCE_LINE_PRESENT
ZL3b	f102v2.22	SOURCE_LINE_PRESENT
IT2a	f102v2.22	SOURCE_LINE_PRESENT
RF1b	f102v2.22	SOURCE_LINE_PRESENT
ZL3b	f102v2.32	SOURCE_LINE_PRESENT
IT2a	f102v2.32	SOURCE_LINE_PRESENT
RF1b	f102v2.32	SOURCE_LINE_PRESENT
ZL3b	f103r.10	SOURCE_LINE_PRESENT
IT2a	f103r.10	SOURCE_LINE_PRESENT
RF1b	f103r.10	SOURCE_LINE_PRESENT
ZL3b	f103r.11	SOURCE_LINE_PRESENT
IT2a	f103r.11	SOURCE_LINE_PRESENT
RF1b	f103r.11	SOURCE_LINE_PRESENT
ZL3b	f103r.13	SOURCE_LINE_PRESENT
IT2a	f103r.13	SOURCE_LINE_PRESENT
RF1b	f103r.13	SOURCE_LINE_PRESENT
ZL3b	f103r.14	SOURCE_LINE_PRESENT
IT2a	f103r.14	SOURCE_LINE_PRESENT
RF1b	f103r.14	SOURCE_LINE_PRESENT
ZL3b	f103r.18	SOURCE_LINE_PRESENT
IT2a	f103r.18	SOURCE_LINE_PRESENT
RF1b	f103r.18	SOURCE_LINE_PRESENT
ZL3b	f103r.22	SOURCE_LINE_PRESENT
IT2a	f103r.22	SOURCE_LINE_PRESENT
RF1b	f103r.22	SOURCE_LINE_PRESENT
ZL3b	f103r.25	SOURCE_LINE_PRESENT
IT2a	f103r.25	SOURCE_LINE_PRESENT
RF1b	f103r.25	SOURCE_LINE_PRESENT
ZL3b	f103r.28	SOURCE_LINE_PRESENT
IT2a	f103r.28	SOURCE_LINE_PRESENT
RF1b	f103r.28	SOURCE_LINE_PRESENT
ZL3b	f103r.3	SOURCE_LINE_PRESENT
IT2a	f103r.3	SOURCE_LINE_PRESENT
RF1b	f103r.3	SOURCE_LINE_PRESENT
ZL3b	f103r.4	SOURCE_LINE_PRESENT
IT2a	f103r.4	SOURCE_LINE_PRESENT
RF1b	f103r.4	SOURCE_LINE_PRESENT
ZL3b	f103r.40	SOURCE_LINE_PRESENT
IT2a	f103r.40	SOURCE_LINE_PRESENT
RF1b	f103r.40	SOURCE_LINE_PRESENT
ZL3b	f103r.43	SOURCE_LINE_PRESENT
IT2a	f103r.43	SOURCE_LINE_PRESENT
RF1b	f103r.43	SOURCE_LINE_PRESENT
ZL3b	f103r.46	SOURCE_LINE_PRESENT
IT2a	f103r.46	SOURCE_LINE_PRESENT
RF1b	f103r.46	SOURCE_LINE_PRESENT
ZL3b	f103r.49	SOURCE_LINE_PRESENT
IT2a	f103r.49	SOURCE_LINE_PRESENT
RF1b	f103r.49	SOURCE_LINE_PRESENT
ZL3b	f103r.7	SOURCE_LINE_PRESENT
IT2a	f103r.7	SOURCE_LINE_PRESENT
RF1b	f103r.7	SOURCE_LINE_PRESENT
ZL3b	f103v.10	SOURCE_LINE_PRESENT
IT2a	f103v.10	SOURCE_LINE_PRESENT
RF1b	f103v.10	SOURCE_LINE_PRESENT
ZL3b	f103v.12	SOURCE_LINE_PRESENT
IT2a	f103v.12	SOURCE_LINE_PRESENT
RF1b	f103v.12	SOURCE_LINE_PRESENT
ZL3b	f103v.13	SOURCE_LINE_PRESENT
IT2a	f103v.13	SOURCE_LINE_PRESENT
RF1b	f103v.13	SOURCE_LINE_PRESENT
ZL3b	f103v.16	SOURCE_LINE_PRESENT
IT2a	f103v.16	SOURCE_LINE_PRESENT
RF1b	f103v.16	SOURCE_LINE_PRESENT
ZL3b	f103v.17	SOURCE_LINE_PRESENT
IT2a	f103v.17	SOURCE_LINE_PRESENT
RF1b	f103v.17	SOURCE_LINE_PRESENT
ZL3b	f103v.18	SOURCE_LINE_PRESENT
IT2a	f103v.18	SOURCE_LINE_PRESENT
RF1b	f103v.18	SOURCE_LINE_PRESENT
ZL3b	f103v.20	SOURCE_LINE_PRESENT
IT2a	f103v.20	SOURCE_LINE_PRESENT
RF1b	f103v.20	SOURCE_LINE_PRESENT
