source_reading_id	surface	component_global_export_allowed	score_credit	historical_confirmation	model_id	candidate_default_de	candidate_context_de	decision	reason_de	selected
aiijy#1	aiijy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	in drei Bündel abfüllen und schließen	den vorstehenden Anteil in drei Bündel abfüllen und schließen	SELECT	GDT681 lizenziert die exakte Ganzform als Mengenaktion; der sichtbare linke ar-Posten liefert den lokalen Patienten.	1
aiijy#1	aiijy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
aiijy#1	aiijy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	drei Teile abteilen und fertigstellen	drei Teile abteilen und fertigstellen	KEEP_LIVE_COUNTERMODEL	Singleton; IT2a aiidy erlaubt drei Teile abteilen und fertigstellen; keine freie AIII- oder AJY-Regel.	0
chpcheey#1	chpcheey	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	SELECT	Pulveridentität, erneute Trocknung und opake Form II bleiben am exakten Ganzwort gemeinsam sichtbar.	1
chpcheey#1	chpcheey	0	0	H0_NONE	B_PREVIOUS_DEFAULT	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
chpcheey#1	chpcheey	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	sehr lange getrocknetes Pulver	sehr lange getrocknetes Pulver	KEEP_LIVE_COUNTERMODEL	Singleton; IT2a chpeeeey kann längere Trockendauer anzeigen; keine freie CHP- oder EY-Bedeutung.	0
cpheesy#1	cpheesy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	vollständig bereitetes und abgeschlossenes Kompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	SELECT	GDT681 trägt Kompositum plus vollständigen Abschluss; Arznei stammt nur aus dem lokalen Register und wird aus dem Wörterbuchkern entfernt.	1
cpheesy#1	cpheesy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
cpheesy#1	cpheesy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	vollständig bereitete Samenkomposition	vollständig bereitete Samenkomposition	KEEP_LIVE_COUNTERMODEL	Singleton; internes S kann eine Samenkomposition wählen; kein produktiver CPH- oder EESY-Export.	0
da#1	da	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	eine Teilmenge abmessen	vom vorstehenden heißen Material eine Teilmenge abmessen	SELECT	Die wiederholte exakte Kurzkarte trägt Abmessen plus Teilmenge; nur der heiße Patient wird lokal ergänzt.	1
da#1	da	0	0	H0_NONE	B_PREVIOUS_DEFAULT	eine Teilmenge abmessen	eine Teilmenge abmessen	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
da#1	da	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	Teilmenge oder Dosisetikett ohne Imperativ	Teilmenge oder Dosisetikett ohne Imperativ	KEEP_LIVE_COUNTERMODEL	Einige Quellstellen können Dosisetiketten statt Imperative sein; keine freie D- oder A-Zerlegung.	0
dy#1	dy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	[STRUKTUR: SATZSCHLUSS]	.	SELECT	GDT687 weist diese Lesart lokal als Zeilenschluss ohne Aktionslizenz aus; der Punkt bleibt Renderer, der Wörterbuchwert wird als Strukturmarke benannt.	1
dy#1	dy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	.	.	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
dy#1	dy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	gesprochener Schließbefehl	gesprochener Schließbefehl	KEEP_LIVE_COUNTERMODEL	Gesprochener Schließbefehl bleibt ein Rivale; gebundenes dy ist nicht dieselbe Lesart.	0
dy#2	dy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	[STRUKTUR: ARBEITSSCHRITT-TRENNER]	;	SELECT	Beide Stellen trennen abgeschlossene Arbeitsblöcke und tragen keine eigene Aktion; Semikolon ist der lokale Renderer.	1
dy#2	dy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	;	;	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
dy#2	dy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	gesprochener Schließbefehl	gesprochener Schließbefehl	KEEP_LIVE_COUNTERMODEL	Gesprochener Schließbefehl bleibt ein Rivale; nicht mit dy#1 oder gebundenem dy verschmelzen.	0
kodeey#1	kodeey	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	vollständig erhitzte und abgeschlossene Dosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	SELECT	Hitze, Dosis und Abschluss sind im exakten Ganzwort gebunden; der Produktkopf Zubereitung wird nur lokal beibehalten.	1
kodeey#1	kodeey	0	0	H0_NONE	B_PREVIOUS_DEFAULT	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
kodeey#1	kodeey	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	vollständig gekühlte und abgeschlossene Dosis	vollständig gekühlte und abgeschlossene Dosis	KEEP_LIVE_COUNTERMODEL	Singleton; RF1b todeey kehrt den Wärmekopf um; keine produktive K/T-Polarität.	0
oror#1	oror	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	zwei Portionen	zwei Portionen	SELECT	Drei voneinander getrennte aktuelle Kontexte tragen dieselbe Zweier-Portionslesung; stärkste echte Mehrstelleninvarianz dieser Runde.	1
oror#1	oror	0	0	H0_NONE	B_PREVIOUS_DEFAULT	zwei Portionen	zwei Portionen	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
oror#1	oror	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	eine doppelte Portion	eine doppelte Portion	KEEP_LIVE_COUNTERMODEL	Historische Einheit und Materialkopf fehlen; eine doppelte Portion bleibt als gleichwertige Formulierung möglich.	0
otytchol#1	otytchol	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	nachgekühlter Trockenstoff	nachgekühlter Trockenstoff im Ansatz	SELECT	Nachkühlung und Trockenstoff bilden den kleinsten gemeinsamen Ganzwortkern; Ansatz ist nur der lokale Rahmen.	1
otytchol#1	otytchol	0	0	H0_NONE	B_PREVIOUS_DEFAULT	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
otytchol#1	otytchol	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	kalter Ansatz aus Trockenstoff, Anfangsstufe	kalter Ansatz aus Trockenstoff, Anfangsstufe	KEEP_LIVE_COUNTERMODEL	Singleton; kalter Ansatz aus Trockenstoff auf Anfangsstufe bleibt möglich; innere T/Y/T-Grenze offen.	0
qy#1	qy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	hiervon nehmen	hiervon nehmen	SELECT	GDT678 bindet die TAKE-Funktion an die exakte Kurzkarte über vier Kontexte; keine zusätzliche Objektidentität wird eingetragen.	1
qy#1	qy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	hiervon nehmen	hiervon nehmen	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
qy#1	qy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	hierzu oder anschließend	hierzu oder anschließend	KEEP_LIVE_COUNTERMODEL	Drei Stellen haben Leser-Rivalen; hierzu oder anschließend bleibt möglich; keine freie q- oder y-Regel.	0
taiky#1	taiky	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	kalt angesetzte Charge, leicht angewärmt	kalt angesetzte Charge, leicht angewärmt	SELECT	Die gelernte Ganzkarte bewahrt die konkrete kalte Ausgangslage und leichte Anwärmung; das opake Mittelstück bleibt gebunden.	1
taiky#1	taiky	0	0	H0_NONE	B_PREVIOUS_DEFAULT	kalt angesetzte Charge, leicht angewärmt	kalt angesetzte Charge, leicht angewärmt	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
taiky#1	taiky	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	kalter Anteil I, leicht wiedererhitzt	kalter Anteil I, leicht wiedererhitzt	KEEP_LIVE_COUNTERMODEL	Singleton und niedrigste Sicherheit; kalter Anteil I, leicht wiedererhitzt bleibt möglich; kein AI-Stammexport.	0
tail#1	tail	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	kaltgestellter Materialanteil II	kaltgestellte Rohdroge II	SELECT	Kaltzustand und Anteil II bleiben; Rohdroge ist nur der lokale pharmazeutische Kopf.	1
tail#1	tail	0	0	H0_NONE	B_PREVIOUS_DEFAULT	kaltgestellte Rohdroge II	kaltgestellte Rohdroge II	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
tail#1	tail	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	erhitzter Materialanteil II	erhitzter Materialanteil II	KEEP_LIVE_COUNTERMODEL	Singleton; IT2a liefert einen heißen Rivalen; T/K-Polarität und AIL-Segmentierung bleiben gebunden.	0
y#1	y	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	[STRUKTUR: SATZSCHLUSS]	.	SELECT	GDT687 weist diese Lesart als Zeilenschluss aus; der Punkt bleibt Renderer, während das Wörterbuch die strukturelle Funktion explizit benennt.	1
y#1	y	0	0	H0_NONE	B_PREVIOUS_DEFAULT	.	.	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
y#1	y	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	gesprochener Eintragsschluss	gesprochener Eintragsschluss	KEEP_LIVE_COUNTERMODEL	Ein gesprochener Eintragsschluss bleibt möglich; globales y besitzt acht Kontextklassen.	0
y#2	y	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	[STRUKTUR: ANSCHLUSS AN FOLGENDEN POSTEN]	Hierzu:|Anschließend:	SELECT	Alle drei Stellen öffnen einen Bezug auf den folgenden Posten; zwei Zugabe-/Objektanschlüsse rendern Hierzu, der reine Folgezustand P352 rendert Anschließend.	1
y#2	y	0	0	H0_NONE	B_PREVIOUS_DEFAULT	Hierzu:	Hierzu:	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
y#2	y	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	neuer Unterposten oder bloßes Scharnier	neuer Unterposten oder bloßes Scharnier	KEEP_LIVE_COUNTERMODEL	Neuer Unterposten oder bloßes Scharnier bleiben lokale Rivalen; globales y besitzt acht Kontextklassen.	0
yey#1	yey	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	[STRUKTUR: FORTSETZUNG DES VORSTEHENDEN POSTENS]	anschließend:	SELECT	Die Ganzform trägt nur Fortsetzung plus Rückbezug; der lokale Scharnierrenderer lautet anschließend: und erfindet weder Stoff noch Aktion.	1
yey#1	yey	0	0	H0_NONE	B_PREVIOUS_DEFAULT	hieran anschließend	hieran anschließend	REJECT_AS_OVERFULL_OR_RENDERER_ONLY	Vermischt Wörterbuchkern mit lokalem Produktkopf oder bloßer Zeichenausgabe.	0
yey#1	yey	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	vorstehenden Posten abschließen	vorstehenden Posten abschließen	KEEP_LIVE_COUNTERMODEL	Singleton; vorstehenden Posten abschließen bleibt möglich; keine freie y- oder ey-Regel.	0
ypchesy#1	ypchesy	0	0	H0_NONE	A_SELECTED_BOUND_DEFAULT_PLUS_LOCAL_RENDERER	hiervon Samenpulver bis zur Mittelstufe trocknen	hiervon Samenpulver bis zur Mittelstufe trocknen	SELECT	Samen, Pulver, Trocknen und Mittelstufe bleiben gemeinsam an der exakten Ganzform; der Default bleibt praktisch vollständig.	1
ypchesy#1	ypchesy	0	0	H0_NONE	B_PREVIOUS_DEFAULT	hiervon Samenpulver bis zur Mittelstufe trocknen	hiervon Samenpulver bis zur Mittelstufe trocknen	RETAINED_AS_SELECTED	Bereits kleinste konkrete Ganzwortlesung.	0
ypchesy#1	ypchesy	0	0	H0_NONE	C_STRONGEST_LIVE_RIVAL	hiervon Wurzelpulver trocknen	hiervon Wurzelpulver trocknen	KEEP_LIVE_COUNTERMODEL	Singleton; IT2a ypchery liefert Wurzelpulver; internes S und alle Komponenten bleiben unexportiert.	0
