source_entity_id	source_reading_id	surface	original_working_meaning_de	occurrence_count	page_count	issue_cluster	repair_queue_rank	repair_queue	exact_normalized_master_card_links	master_card_automatic_score_credit	disposition	repair_mode	resolved_debt_atom	v98_reading_id	v98_lexical_core_de	v98_context_realization_de	old_score	old_level	new_lexical_score	new_lexical_level	new_context_score	new_context_level	historical_confirmation	positive_evidence_de	counterevidence_de	v98_audit_decision	v98_evidence_class	v98_open_semantic_slots	v98_lineage_class	v98_value_kind	v98_structural_tag
AR003	aiijy#1	aiijy	in drei Bündel abfüllen und schließen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	REVIEWED_RETAINED_IN_V98	GDT725_FINAL_HARDCAP_AUDIT	LOW_HARDCAP_REVIEWED	aiijy#1	in drei Bündel abfüllen und schließen	den vorstehenden Anteil in drei Bündel abfüllen und schließen	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	23	W1_WEAK_WORKING	H0_NONE	GDT681 lizenziert die exakte Ganzform als Mengenaktion; der sichtbare linke ar-Posten liefert den lokalen Patienten.	Singleton; IT2a aiidy erlaubt drei Teile abteilen und fertigstellen; keine freie AIII- oder AJY-Regel.	REVIEWED_RETAINED_EXACT_WHOLE	LEARNED_EXACT_QUANTITY_ACTION_WHOLE	genaue historische Gebindeart; Patient außerhalb des lokalen Kontexts	LEARNED_EXACT_QUANTITY_ACTION_WHOLE	ACTION_WHOLE	NONE
AR007	airoy#1	airoy	Grundansatz aus Drogenanteil II	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	airoy#1	Grundansatz aus Anteil II	Grundansatz aus Anteil II der vorstehenden getrockneten Masse	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT694 bindet AIR als Anteil II und OY als Grundansatz; die exakte Position folgt unmittelbar auf die getrocknete Masse.	Die Stoffidentitaet des Anteils und die genaue Funktion von OY bleiben unbestaetigt; Grundform bleibt Rivale.	INHERITED_V97_REVIEW	EXACT_INDEXED_SHARE_WITH_LOCAL_REFERENT	SHARE_MATERIAL_IDENTITY|OY_RESULT_TYPE|HISTORICAL_SHARE_UNIT	GDT694_EXACT_COMPOSED_SHARE	INHERITED_V97	INHERITED_V97
AR012	araram#1	araram	Drogenanteil I; davon ein Maß	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	UNSUPPORTED_DRUG_PATIENT_MOVED_TO_CONTEXT	araram#1	Anteil I; davon ein Maß	Anteil I der vorstehenden heißen, fertig getrockneten Blütenmasse; davon ein Maß	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	RF1b schreibt AR und ARAM getrennt; GDT694 waehlt die appositionale Lesung und die Fundstelle folgt auf fertige Blütenmasse und Hitzegrad III.	Die rekursive Unteranteilslesung bleibt offen; die lokalen Blüten- und Hitzeangaben sind keine Bestandteile des portablen Kerns.	INHERITED_V97_REVIEW	BOUNDARY_APPOSITIONAL_INDEXED_SHARE	ARAM_INTERNAL_BRACKET|SHARE_MATERIAL_IDENTITY|HISTORICAL_SHARE_UNIT	GDT694_BOUNDARY_APPOSITION	INHERITED_V97	INHERITED_V97
AR013	arl#1	arl	Anteil I der Holzdroge	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	REVISED_IN_V97	GENERIC_DRUG_HEAD_LOCAL_ONLY	GENERIC_DRUG_HEAD_LOCAL_ONLY	arl#1	Holzanteil I	Anteil I der Holzdroge	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT694 haelt ARL unsegmentiert; GDT690 und das aktive IDENTITY_WOOD-Signal tragen den Holzanteil an dieser exakten Karte.	L kann lokal Holz oder Gewicht tragen; Pfund und ein freies AR+L bleiben Rivalen und werden nicht exportiert.	INHERITED_V97_REVIEW	EXACT_WHOLE_WITH_WOOD_IDENTITY	WOOD_PRODUCT_TYPE|ARL_INTERNAL_BOUNDARY|HISTORICAL_SHARE_UNIT	GDT694_LEARNED_WHOLE_SHARE	INHERITED_V97	INHERITED_V97
AR024	chear#1	chear	trockener Drogenanteil I	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	1	0	REVISED_IN_V97	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	GENERIC_DRUG_PATIENT_MOVED_TO_CONTEXT	chear#1	trockener Anteil I	trockener Drogenanteil I	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT639 bindet CH+E nur als trockene Schale innerhalb CHEAR; GDT694 traegt Anteil I als exakten Ganzwortwert.	Keine Stoffidentitaet ist aktiv; Sortierklasse bleibt Rivale und weder E-Stufe noch freie CH/E-Zerlegung wird exportiert.	INHERITED_V97_REVIEW	BOUND_DRY_SHARE_WHOLE	SHARE_MATERIAL_IDENTITY|CHEAR_INTERNAL_BOUNDARY|CLASS_RIVAL|HISTORICAL_SHARE_UNIT	GDT694_LEARNED_WHOLE_SHARE	INHERITED_V97	INHERITED_V97
AR050	chotar#1	chotar	Anteil I des abgekühlten Trockenansatzes	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	PREPARATION_HEAD_LOCAL_ONLY	PREPARATION_HEAD_LOCAL_ONLY	chotar#1	abgekühlter trockener Anteil I	Anteil I des abgekühlten Trockenansatzes	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT678 trennt CHOT als kalten Trockenrahmen von CHOTAR als dessen ausgewaehltem Anteil I; die aktiven Signale sind kalt, trocken und Menge.	Ansatz und Trockenextrakt konkurrieren als Produktkopf; CHOT oder AR werden nicht als freie Woerter exportiert.	INHERITED_V97_REVIEW	BOUND_COLD_DRY_INDEXED_SHARE	PREPARATION_PRODUCT_TYPE|COLD_STATE_OR_PROCESS|HISTORICAL_SHARE_UNIT	GDT694_COMPOSED_AROUND_LEARNED_BODY	INHERITED_V97	INHERITED_V97
AR051	chpcheey#1	chpcheey	nachgetrocknetes Pulver, Form II	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	REVIEWED_RETAINED_IN_V98	GDT725_FINAL_HARDCAP_AUDIT	LOW_HARDCAP_REVIEWED	chpcheey#1	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	Pulveridentität, erneute Trocknung und opake Form II bleiben am exakten Ganzwort gemeinsam sichtbar.	Singleton; IT2a chpeeeey kann längere Trockendauer anzeigen; keine freie CHP- oder EY-Bedeutung.	REVIEWED_RETAINED_EXACT_WHOLE	EXACT_POWDER_STATE_WHOLE	Bedeutung von Form II; genaue Trockendauer	EXACT_POWDER_STATE_WHOLE	MATERIAL_STATE_WHOLE	NONE
AR059	cpheesy#1	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	REVISED_IN_V98	GDT725_FINAL_HARDCAP_AUDIT	LOW_HARDCAP_REVIEWED	cpheesy#1	vollständig bereitetes und abgeschlossenes Kompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	21	W1_WEAK_WORKING	H0_NONE	GDT681 trägt Kompositum plus vollständigen Abschluss; Arznei stammt nur aus dem lokalen Register und wird aus dem Wörterbuchkern entfernt.	Singleton; internes S kann eine Samenkomposition wählen; kein produktiver CPH- oder EESY-Export.	REVISED_DICTIONARY_DEFAULT_OR_STRUCTURAL_TAG	BOUND_COMPOSITE_RESULT_CORE	genaue Bestandteile und medizinische Verwendung	BOUND_COMPOSITE_RESULT_CORE	MATERIAL_RESULT_WHOLE	NONE
AR064	da#1	da	eine Teilmenge abmessen	1	1	CURRENT_DEBT_PLUS_LOW	11	LOW_STRUCTURAL_OR_MANUAL_HARDCAP	0	0	REVIEWED_RETAINED_IN_V98	GDT725_FINAL_HARDCAP_AUDIT	LOW_HARDCAP_REVIEWED	da#1	eine Teilmenge abmessen	vom vorstehenden heißen Material eine Teilmenge abmessen	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	31	W1_WEAK_WORKING	H0_NONE	Die wiederholte exakte Kurzkarte trägt Abmessen plus Teilmenge; nur der heiße Patient wird lokal ergänzt.	Einige Quellstellen können Dosisetiketten statt Imperative sein; keine freie D- oder A-Zerlegung.	REVIEWED_RETAINED_EXACT_WHOLE	READER_CONDITIONED_MEASURE_ACTION_WHOLE	Patient; historische Einheit; Imperativ gegen Etikett	READER_CONDITIONED_MEASURE_ACTION_WHOLE	ACTION_WHOLE	NONE
AR066	daiiiry#1	daiiiry	abgemessener Drogenanteil IV, leicht getrocknet	1	1	LIVE_RIVAL	10	CLOSED_AR_SHARE_ROUTE	0	0	REVISED_IN_V97	UNSUPPORTED_DRUG_PATIENT_REMOVED	UNSUPPORTED_DRUG_PATIENT_REMOVED	daiiiry#1	abgemessener Anteil IV; leicht getrocknet	abgemessener Anteil IV; leicht getrocknet	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	30	W1_WEAK_WORKING	H0_NONE	GDT679 und GDT694 erhalten Abmessung, Index IV und die bevorzugte leichte Trocknung der exakten Ganzform.	Der alternative Leser kann Y nur als Abschluss tragen; leicht getrocknet ist Arbeitshypothese und keine freie Suffixregel.	INHERITED_V97_REVIEW	ALTERNATE_READER_INDEXED_SHARE	SHARE_MATERIAL_IDENTITY|Y_VS_CHY_BOUNDARY|DRY_VS_FINISHED_STATE|HISTORICAL_SHARE_UNIT	GDT694_ALTERNATE_READER_SHARE	INHERITED_V97	INHERITED_V97
