source_reading_id	surface	decision	position_ids	position_count	pages	old_dictionary_default_de	v98_dictionary_default_de	v98_context_summary_de	value_kind	structural_tag	score	level	score_delta	evidence_de	counterevidence_de	strongest_rival_de	open_semantic_slots	action_default_allowed	exact_whole_surface_default_allowed	component_global_export_allowed	historical_confirmation
aiijy#1	aiijy	RETAIN	P029	1	f105r	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	den vorstehenden Anteil in drei Bündel abfüllen und schließen	ACTION_WHOLE	NONE	23	W1_WEAK_WORKING	0	GDT681 lizenziert die exakte Ganzform als Mengenaktion; der sichtbare linke ar-Posten liefert den lokalen Patienten.	Singleton; IT2a aiidy erlaubt drei Teile abteilen und fertigstellen; keine freie AIII- oder AJY-Regel.	drei Teile abteilen und fertigstellen	genaue historische Gebindeart; Patient außerhalb des lokalen Kontexts	1	1	0	H0_NONE
chpcheey#1	chpcheey	RETAIN	P132	1	f114r	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	MATERIAL_STATE_WHOLE	NONE	31	W1_WEAK_WORKING	0	Pulveridentität, erneute Trocknung und opake Form II bleiben am exakten Ganzwort gemeinsam sichtbar.	Singleton; IT2a chpeeeey kann längere Trockendauer anzeigen; keine freie CHP- oder EY-Bedeutung.	sehr lange getrocknetes Pulver	Bedeutung von Form II; genaue Trockendauer	0	1	0	H0_NONE
cpheesy#1	cpheesy	REVISE	P030	1	f105r	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Kompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	MATERIAL_RESULT_WHOLE	NONE	21	W1_WEAK_WORKING	0	GDT681 trägt Kompositum plus vollständigen Abschluss; Arznei stammt nur aus dem lokalen Register und wird aus dem Wörterbuchkern entfernt.	Singleton; internes S kann eine Samenkomposition wählen; kein produktiver CPH- oder EESY-Export.	vollständig bereitete Samenkomposition	genaue Bestandteile und medizinische Verwendung	0	1	0	H0_NONE
da#1	da	RETAIN	P308	1	f80r	eine Teilmenge abmessen	eine Teilmenge abmessen	vom vorstehenden heißen Material eine Teilmenge abmessen	ACTION_WHOLE	NONE	31	W1_WEAK_WORKING	0	Die wiederholte exakte Kurzkarte trägt Abmessen plus Teilmenge; nur der heiße Patient wird lokal ergänzt.	Einige Quellstellen können Dosisetiketten statt Imperative sein; keine freie D- oder A-Zerlegung.	Teilmenge oder Dosisetikett ohne Imperativ	Patient; historische Einheit; Imperativ gegen Etikett	1	1	0	H0_NONE
dy#1	dy	REVISE	P266	1	f76v	.	[STRUKTUR: SATZSCHLUSS]	.	STRUCTURAL_MARK	LINE_STOP	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	0	GDT687 weist diese Lesart lokal als Zeilenschluss ohne Aktionslizenz aus; der Punkt bleibt Renderer, der Wörterbuchwert wird als Strukturmarke benannt.	Gesprochener Schließbefehl bleibt ein Rivale; gebundenes dy ist nicht dieselbe Lesart.	gesprochener Schließbefehl	lautliche Realisierung; historische Interpunktion	0	0	0	H0_NONE
dy#2	dy	REVISE	P221|P243	2	f26r|f56r	;	[STRUKTUR: ARBEITSSCHRITT-TRENNER]	;	STRUCTURAL_MARK	CLAUSE_STOP	19	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	0	Beide Stellen trennen abgeschlossene Arbeitsblöcke und tragen keine eigene Aktion; Semikolon ist der lokale Renderer.	Gesprochener Schließbefehl bleibt ein Rivale; nicht mit dy#1 oder gebundenem dy verschmelzen.	gesprochener Schließbefehl	lautliche Realisierung; genaue Grenzstärke	0	0	0	H0_NONE
kodeey#1	kodeey	REVISE	P025	1	f105r	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Dosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	QUANTITY_STATE_WHOLE	NONE	21	W1_WEAK_WORKING	0	Hitze, Dosis und Abschluss sind im exakten Ganzwort gebunden; der Produktkopf Zubereitung wird nur lokal beibehalten.	Singleton; RF1b todeey kehrt den Wärmekopf um; keine produktive K/T-Polarität.	vollständig gekühlte und abgeschlossene Dosis	Patient; genaue Einheit; thermische Leserpolarität	0	1	0	H0_NONE
oror#1	oror	RETAIN	P001|P109|P114	3	f102v2|f112v|f113v	zwei Portionen	zwei Portionen	zwei Portionen	QUANTITY_WHOLE	NONE	28	W1_WEAK_WORKING	0	Drei voneinander getrennte aktuelle Kontexte tragen dieselbe Zweier-Portionslesung; stärkste echte Mehrstelleninvarianz dieser Runde.	Historische Einheit und Materialkopf fehlen; eine doppelte Portion bleibt als gleichwertige Formulierung möglich.	eine doppelte Portion	historische Einheit; jeweiliger Stoffbezug	0	1	0	H0_NONE
otytchol#1	otytchol	REVISE	P096	1	f10r	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff	nachgekühlter Trockenstoff im Ansatz	MATERIAL_STATE_WHOLE	NONE	21	W1_WEAK_WORKING	0	Nachkühlung und Trockenstoff bilden den kleinsten gemeinsamen Ganzwortkern; Ansatz ist nur der lokale Rahmen.	Singleton; kalter Ansatz aus Trockenstoff auf Anfangsstufe bleibt möglich; innere T/Y/T-Grenze offen.	kalter Ansatz aus Trockenstoff, Anfangsstufe	genauer Stoff; Anfangsstufe; innere Segmentierung	0	1	0	H0_NONE
qy#1	qy	RETAIN	P278	1	f77v	hiervon nehmen	hiervon nehmen	hiervon nehmen	ACTION_WHOLE	NONE	31	W1_WEAK_WORKING	0	GDT678 bindet die TAKE-Funktion an die exakte Kurzkarte über vier Kontexte; keine zusätzliche Objektidentität wird eingetragen.	Drei Stellen haben Leser-Rivalen; hierzu oder anschließend bleibt möglich; keine freie q- oder y-Regel.	hierzu oder anschließend	Bezugsziel; Objekt; Leserentscheidung	1	1	0	H0_NONE
