source_reading_id	surface	position_ids	active_position_count	active_page_count	origin_gdt	origin_artifact	origin_selectors	origin_row_count	origin_row_fingerprints_sha256	origin_composition	origin_support_de	old_default_de	v98_dictionary_default_de	v98_context_summary_de	value_kind	structural_tag	decision	action_default_allowed	exact_whole_surface_default_allowed	component_global_export_allowed	score_credit	historical_confirmation
aiijy#1	aiijy	P029	1	1	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/src/TARGET_CARD_SPECS.tsv	surface=aiijy	1	69547399be58405f91c6aca1e42faea0b7a95b10b521b6af3e50b129e408d033	AIII_TRIPLE+AJY_FILL_BUNDLE_CLOSE	1 exakte Aktion auf 1 Seite; die Ganzkarte selbst trägt Dreizahl, Abfüllen und Schließen	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	den vorstehenden Anteil in drei Bündel abfüllen und schließen	ACTION_WHOLE	NONE	RETAIN	1	1	0	0	H0_NONE
chpcheey#1	chpcheey	P132	1	1	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/src/TARGET_CARD_SPECS.tsv	surface=chpcheey	1	197f6b24dc942e8f895b471a2dc419e94b77ed8a31c8d2b9c12bff57fdd060ee	CH_DRY+PCHEEY_DRY_POWDER_FORM_II	1 exakter nominaler Beleg; ZL3b und RF1b erhalten die Ganzform	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	MATERIAL_STATE_WHOLE	NONE	RETAIN	0	1	0	0	H0_NONE
cpheesy#1	cpheesy	P030	1	1	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/src/TARGET_CARD_SPECS.tsv	surface=cpheesy	1	d543145419d6325d08dab3ce0f3c7c434aff71b0bab67bf60ee4386506ba0625	CPH_COMPOSITE+EESY_COMPLETE_CLOSE	1 bilateraler nominaler Beleg im Kompositionsregister	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Kompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	MATERIAL_RESULT_WHOLE	NONE	REVISE	0	1	0	0	H0_NONE
da#1	da	P308	1	1	GDT680	experiments/yolo/gdt680_eight_four_hole_family_completion/artifacts/TARGET_FAMILY_CARDS.tsv	surface=da	1	ec169bbda6ec06607ed7e2fc1086af96bf0da2a2ad63f1745c11d8f826719d77	D_MEASURE+A_UNIT_I	11 Quellkontexte auf 11 Seiten; 5 bilateral exakt und 6 leserinstabil, alle mit Teilungs- oder Dosisfunktion	eine Teilmenge abmessen	eine Teilmenge abmessen	vom vorstehenden heißen Material eine Teilmenge abmessen	ACTION_WHOLE	NONE	RETAIN	1	1	0	0	H0_NONE
dy#1	dy	P266	1	1	GDT687	experiments/yolo/gdt687_v60_dchey_y_dy_action_result_boundary_dispatch/artifacts/V60_95_POSITION_SCOPE_DISPATCH.tsv	locus=f76v.10;ordinal=10;surface=dy	1	ac7debc8925668d7ebd0b8efd1574f72aa098d5ac9d3e08f0e15d2ef328a7216	FREE_DY	1 exakte freie dy-Endposition nach einem Wertblock	.	[STRUKTUR: SATZSCHLUSS]	.	STRUCTURAL_MARK	LINE_STOP	REVISE	0	0	0	0	H0_NONE
dy#2	dy	P221|P243	2	2	GDT687	experiments/yolo/gdt687_v60_dchey_y_dy_action_result_boundary_dispatch/artifacts/V60_95_POSITION_SCOPE_DISPATCH.tsv	locus=f26r.2;ordinal=7;surface=dy|locus=f56r.6;ordinal=2;surface=dy	2	7daf732b0423cbfb0d9f6e6520a30d7b34c9bbb448be7e1f69e0899c7197c002|bb8f8732012976ec7ac62409bcdf0b1dc46e6fa5f816ff4530a2e7660713acb8	FREE_DY	2 exakte freie dy-Binnenpositionen auf 2 Seiten	;	[STRUKTUR: ARBEITSSCHRITT-TRENNER]	;	STRUCTURAL_MARK	CLAUSE_STOP	REVISE	0	0	0	0	H0_NONE
kodeey#1	kodeey	P025	1	1	GDT681	experiments/yolo/gdt681_six_five_hole_family_completion/src/TARGET_CARD_SPECS.tsv	surface=kodeey	1	a257c3a05c97de9195dab2467c1bd5545d58f5ff51815fe100cf86702b24730b	K_HOT+O_PREP+D_MEASURE+EE_END+Y_CLOSE	1 exakter ZL3b- und IT2a-Beleg; Dosis und Abschluss bleiben auch im RF1b-Kälterivalen	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Dosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	QUANTITY_STATE_WHOLE	NONE	REVISE	0	1	0	0	H0_NONE
oror#1	oror	P001|P109|P114	3	3	GDT675	experiments/yolo/gdt675_f81r_card_occurrence_conflict_scan/artifacts/CARD_PANEL_TRANSFER_PROFILE.tsv	surface=oror	1	e1d26e8700558b4ba1400d1878dfe8544be0e094494871ee0c60738ca10b5265	OR_PORTION+OR_PORTION	3 aktive Fundstellen auf 3 Seiten plus 1 Quellstelle	zwei Portionen	zwei Portionen	zwei Portionen	QUANTITY_WHOLE	NONE	RETAIN	0	1	0	0	H0_NONE
otytchol#1	otytchol	P096	1	1	GDT680	experiments/yolo/gdt680_eight_four_hole_family_completion/artifacts/TARGET_FAMILY_CARDS.tsv	surface=otytchol	1	25565012421ab2774c2916d25e181bc883b4ed440fed3e6843178d3b7f756d86	O_PREP+TY_COLD_START+T_COLD+CH_DRY+OL_MATERIAL	1 exakter nominaler Kalt-Trocken-Kontext	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff	nachgekühlter Trockenstoff im Ansatz	MATERIAL_STATE_WHOLE	NONE	REVISE	0	1	0	0	H0_NONE
qy#1	qy	P278	1	1	GDT678	experiments/yolo/gdt678_seventeen_two_hole_family_completion/artifacts/TARGET_FAMILY_CARDS.tsv	surface=qy	1	eebfe31c72df9454d3b2498ad256316bdf8ec49fc3937865ebef2fd6613ca775	Q_COMMAND+Y_REFERENCE	4 Quellkontexte auf 4 Seiten tragen dieselbe kurze Entnahme- oder Referenzaktion	hiervon nehmen	hiervon nehmen	hiervon nehmen	ACTION_WHOLE	NONE	RETAIN	1	1	0	0	H0_NONE
