context_id	occurrence_id	source_selector	physical_folio	locus	section	language	hand	token_index	token_count	position_class	surface	l2_surface	l1_surface	r1_surface	r2_surface	exact_five_window	target_token_stable_all_three	l1_token_stable_all_three	r1_token_stable_all_three	l1_pair_sequence_stable_all_three	r1_pair_sequence_stable_all_three	l2_chain_sequence_stable_all_three	r2_chain_sequence_stable_all_three	l1_target_r1_sequence_stable_all_three	l2_to_r2_sequence_stable_all_three	bol_target_stable_all_three	target_eol_stable_all_three	l1_anchor_kind	l1_axis_tags	l1_axis_default_de	r1_anchor_kind	r1_axis_tags	r1_axis_default_de	gdt804_common_mask_field_hit	gdt804_positioned_amount_neighbour_hit	gdt804_clean_content_contact	full_zl3b_line	semantic_credit	confirmed_plaintext	confirmed_lexeme	component_export_credit
G805-C0905	GDT800-O0001	f100r	f100r	f100r.14	P	A	1	6	10	INTERNAL	qokeol	qokeody	qoteold	so	raiin	qokeody qoteold qokeol so raiin	1	0	1	0	1	0	1	0	0	0	0	UNMAPPED	NONE	[qoteold:?]	UNMAPPED	NONE	[so:?]	0	0	0	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0788	GDT800-O0002	f100r	f100r	f100r.14	P	A	1	9	10	INTERNAL	otal	so	raiin	ykeeeo	NONE	so raiin otal ykeeeo	1	1	0	1	0	1	0	0	0	0	0	UNMAPPED	NONE	[raiin:?]	UNMAPPED	NONE	[ykeeeo:?]	0	0	0	shor chkeey qoteey qokeody qoteold qokeol so raiin otal ykeeeo	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0063	GDT800-O0015	f100r	f100r	f100r.24	P	A	1	9	10	INTERNAL	cheol	cholsheody	sai	raiin	NONE	cholsheody sai cheol raiin	1	1	0	1	0	0	0	0	0	0	0	UNMAPPED	NONE	[sai:?]	UNMAPPED	NONE	[raiin:?]	0	0	0	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0064	GDT800-O0018	f100r	f100r	f100r.25	P	A	1	8	10	INTERNAL	cheol	olcheol	cheky	cheockhy	okeol	olcheol cheky cheol cheockhy okeol	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[cheky:?]	UNMAPPED	NONE	[cheockhy:?]	0	0	0	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0906	GDT800-O0021	f100r	f100r	f100r.26	P	A	1	7	10	INTERNAL	qokeol	chos	olchor	okeeol	cheols	chos olchor qokeol okeeol cheols	0	1	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[olchor:?]	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|MATERIAL|PREPARATION	[Kandidat: Wärme-/Heißfeld/Stoff-/Materialfeld/Zubereitungsfeld]	0	0	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0065	GDT800-O0025	f100r	f100r	f100r.27	P	A	1	2	5	INTERNAL	cheol	NONE	chol	cho	chckheody	chol cheol cho chckheody	1	1	1	1	1	0	1	1	0	0	0	UNMAPPED	NONE	[chol:?]	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	[Kandidat: Trockenfeld/Zubereitungsfeld]	0	0	0	chol cheol cho chckheody otolchey	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0326	GDT800-O0027	f100v	f100v	f100v.15	P	A	1	4	11	INTERNAL	ol	cheey	dair	cheol	qoolkeey	cheey dair ol cheol qoolkeey	0	1	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[dair:?]	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	cheol-Zielganzform	0	0	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0066	GDT800-O0028	f100v	f100v	f100v.15	P	A	1	5	11	INTERNAL	cheol	dair	ol	qoolkeey	chol	dair ol cheol qoolkeey chol	1	0	1	0	1	0	1	0	0	0	0	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	ol-Zielganzform	UNMAPPED	NONE	[qoolkeey:?]	0	0	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0907	GDT800-O0030	f100v	f100v	f100v.15	P	A	1	9	11	INTERNAL	qokeol	chol	cheey	chotol	s	chol cheey qokeol chotol s	1	1	0	1	0	1	0	0	0	0	0	UNMAPPED	NONE	[cheey:?]	UNMAPPED	NONE	[chotol:?]	0	0	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0908	GDT800-O0035	f100v	f100v	f100v.17	P	A	1	3	8	INTERNAL	qokeol	chockhey	sholkcheol	okol	chol	chockhey sholkcheol qokeol okol chol	1	0	1	0	1	0	1	0	0	0	0	UNMAPPED	NONE	[sholkcheol:?]	UNMAPPED	NONE	[okol:?]	0	0	0	chockhey sholkcheol qokeol okol chol chotor chso solcthy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0327	GDT800-O0038	f100v	f100v	f100v.18	P	A	1	3	11	INTERNAL	ol	tachso	s	cheo	cheeor	tachso s ol cheo cheeor	0	0	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[s:?]	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|PREPARATION	[Kandidat: Trockenfeld/Zubereitungsfeld]	0	0	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0909	GDT800-O0039	f100v	f100v	f100v.18	P	A	1	10	11	INTERNAL	qokeol	sh	chod	sal	NONE	sh chod qokeol sal	1	1	1	1	1	1	0	1	0	0	0	UNMAPPED	NONE	[chod:?]	UNMAPPED	NONE	[sal:?]	0	0	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0328	GDT800-O0041	f100v	f100v	f100v.20	P	A	1	7	8	INTERNAL	ol	saraloaly	cheor	chockhar	NONE	saraloaly cheor ol chockhar	1	1	1	1	1	0	0	1	0	0	0	UNMAPPED	NONE	[cheor:?]	UNMAPPED	NONE	[chockhar:?]	0	0	0	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0329	GDT800-O0042	f100v	f100v	f100v.21	P	A	1	3	10	INTERNAL	ol	soral	okor	choy	ly	soral okor ol choy ly	1	1	1	1	1	1	1	1	1	0	0	UNMAPPED	NONE	[okor:?]	UNMAPPED	NONE	[choy:?]	0	0	0	soral okor ol choy ly araroy okar cheeeal cheokeol orey	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0910	GDT800-O0048	f102r1	f102r	f102r1.13	P	A	1	6	7	INTERNAL	qokeol	qokey	okshey	sheofoly	NONE	qokey okshey qokeol sheofoly	0	1	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[okshey:?]	UNMAPPED	NONE	[sheofoly:?]	0	0	0	teesody qoeol olcheor qokey okshey qokeol sheofoly	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0943	GDT800-O0055	f102r1	f102r	f102r1.5	P	A	1	9	10	INTERNAL	qokol	chol	ekey	dain	NONE	chol ekey qokol dain	1	1	0	1	0	1	0	0	0	0	0	UNMAPPED	NONE	[ekey:?]	UNMAPPED	NONE	[dain:?]	0	0	0	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0911	GDT800-O0057	f102r1	f102r	f102r1.9	P	A	1	3	7	INTERNAL	qokeol	daiin	orsheoldy	oteeody	lshodykeodal	daiin orsheoldy qokeol oteeody lshodykeodal	1	1	1	1	1	0	0	1	0	0	0	UNMAPPED	NONE	[orsheoldy:?]	UNMAPPED	NONE	[oteeody:?]	0	0	0	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0330	GDT800-O0058	f102v1	f102v	f102v1.10	P	A	1	2	10	INTERNAL	ol	NONE	kochor	ydaiin	choraiin	kochor ol ydaiin choraiin	1	1	1	1	1	0	1	1	0	0	0	UNMAPPED	NONE	[kochor:?]	UNMAPPED	NONE	[ydaiin:?]	0	0	0	kochor ol ydaiin choraiin sheey ykeey kor shey qokey dy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0944	GDT800-O0061	f102v1	f102v	f102v1.11	P	A	1	4	10	INTERNAL	qokol	chol	qooiin	cheol	chey	chol qooiin qokol cheol chey	0	1	1	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[qooiin:?]	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	cheol-Zielganzform	0	0	0	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0067	GDT800-O0062	f102v1	f102v	f102v1.11	P	A	1	5	10	INTERNAL	cheol	qooiin	qokol	chey	kolcheey	qooiin qokol cheol chey kolcheey	1	0	1	0	1	0	0	0	0	0	0	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	qokol-Zielganzform	UNMAPPED	NONE	[chey:?]	0	0	0	sol chol qooiin qokol cheol chey kolcheey daiin cheody dy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0068	GDT800-O0063	f102v1	f102v	f102v1.12	P	A	1	2	10	INTERNAL	cheol	NONE	y	cheol	doiir	y cheol cheol doiir	1	0	0	0	0	0	0	0	0	0	0	UNMAPPED	NONE	[y:?]	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	cheol-Zielganzform	0	0	0	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0069	GDT800-O0064	f102v1	f102v	f102v1.12	P	A	1	3	10	INTERNAL	cheol	y	cheol	doiir	shekcheor	y cheol cheol doiir shekcheor	0	1	1	0	1	0	1	0	0	0	0	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	cheol-Zielganzform	UNMAPPED	NONE	[doiir:?]	0	0	0	y cheol cheol doiir shekcheor s ar cheor ey pchodaiin	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0331	GDT800-O0065	f102v1	f102v	f102v1.13	P	A	1	2	10	INTERNAL	ol	NONE	toiin	daiin	qkol	toiin ol daiin qkol	1	1	1	1	0	0	0	0	0	0	0	UNMAPPED	NONE	[toiin:?]	UNMAPPED	NONE	[daiin:?]	0	0	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0070	GDT800-O0066	f102v1	f102v	f102v1.13	P	A	1	5	10	INTERNAL	cheol	daiin	qkol	daiin	qokar	daiin qkol cheol daiin qokar	1	1	0	1	1	0	1	1	0	0	0	UNMAPPED	NONE	[qkol:?]	UNMAPPED	NONE	[daiin:?]	0	0	0	toiin ol daiin qkol cheol daiin qokar oaiin cheey saiim	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0071	GDT800-O0072	f102v1	f102v	f102v1.22	P	A	1	4	8	INTERNAL	cheol	chodaiin	qokeos	qool	chsey	chodaiin qokeos cheol qool chsey	1	1	1	1	1	1	0	1	0	0	0	UNMAPPED	NONE	[qokeos:?]	UNMAPPED	NONE	[qool:?]	0	0	0	ykeeody chodaiin qokeos cheol qool chsey oteody okchy	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
G805-C0072	GDT800-O0073	f102v1	f102v	f102v1.24	P	A	1	4	4	FINAL	cheol	ckhey	qoor	NONE	NONE	ckhey qoor cheol	1	1	0	1	0	1	0	0	0	0	1	UNMAPPED	NONE	[qoor:?]	BOUNDARY	BOUNDARY	Zeilenrand	0	0	0	ysaiin ckhey qoor cheol	SURFACE_AXIS_PROJECTION_ZERO_SEMANTIC_CREDIT	0	0	0
