candidate	original_id	context	bank_grammar	saved_maps	coherent_common_settings	remaining_meaning_alternatives	independent_meaning_capacity
L02_009_P2	L02_009	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_009_P4	L02_009	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_012_P2	L02_012	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_012_P4	L02_012	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_024_P2	L02_024	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_024_P4	L02_024	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_026_P2	L02_026	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_026_P4	L02_026	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_027_P2	L02_027	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_027_P4	L02_027	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_028_P2	L02_028	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_028_P4	L02_028	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_036_P2	L02_036	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_036_P4	L02_036	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_038_P2	L02_038	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_038_P4	L02_038	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_039_P2	L02_039	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_039_P4	L02_039	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_042_P2	L02_042	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_042_P4	L02_042	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_054_P2	L02_054	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_054_P4	L02_054	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_057_P2	L02_057	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_057_P4	L02_057	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_064_P2	L02_064	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_064_P4	L02_064	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_070_P2	L02_070	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_070_P4	L02_070	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_077_P2	L02_077	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_077_P4	L02_077	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_080_P2	L02_080	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_080_P4	L02_080	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_094_P2	L02_094	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_094_P4	L02_094	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_100_P2	L02_100	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_100_P4	L02_100	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_101_P2	L02_101	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_101_P4	L02_101	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_103_P2	L02_103	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_103_P4	L02_103	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_109_P2	L02_109	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_109_P4	L02_109	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_115_P2	L02_115	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_115_P4	L02_115	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_121_P2	L02_121	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_121_P4	L02_121	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_123_P2	L02_123	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_123_P4	L02_123	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_124_P2	L02_124	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_124_P4	L02_124	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_130_P2	L02_130	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_130_P4	L02_130	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_182_P2	L02_182	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_182_P4	L02_182	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_185_P2	L02_185	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_185_P4	L02_185	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_186_P2	L02_186	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_186_P4	L02_186	IT2a|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
L02_188_P2	L02_188	ZL3b|f50r|f50r.1-f50r.10	SAT	2	0	UNRESOLVED	0
