schedule_id	burst_id	statement_id	first_event_id	second_event_id	second_stream_ordinal	pair_index_within_statement	eligible_pair_count	pair_hash_offset	state_bank_id	first_decision	second_decision	burst_class	first_stop_safe	second_stop_safe	recovery_event_id	unmutated_card_distance	recovery_before_next_fault
LEX_FIRST	G456-01-B0001	G404-S001	G407-E0026	G407-E0027	27	26	45	25	f1r::F1R_TEXT_BLOCK_A	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0028	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0002	G404-S002	G407-E0051	G407-E0052	52	5	9	4	f1r::F1R_TEXT_BLOCK_B	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0053	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0003	G404-S003	G407-E0065	G407-E0066	66	9	9	6	f1r::F1R_TEXT_BLOCK_B	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0069	3	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0004	G404-S005	G407-E0087	G407-E0088	88	16	83	15	f1r::F1R_TEXT_BLOCK_C	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0089	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0005	G404-S006	G407-E0173	G407-E0174	174	14	37	13	f1r::F1R_TEXT_BLOCK_D	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0175	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0006	G404-S007	G407-E0206	G407-E0207	207	6	13	5	f1r::F1R_TEXT_BLOCK_D	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0208	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0007	P1009-S001	G407-E0219	G407-E0220	220	5	34	4	f10r::zweiknolliges blauköpfiges Heilkraut	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0221	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0008	P1009-S002	G407-E0266	G407-E0267	267	13	50	12	f10r::zweiknolliges blauköpfiges Heilkraut	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0269	2	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0009	P1009-S003	G407-E0311	G407-E0312	312	5	6	4	f11r::blühender dreikroniger Sodenstock	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0313	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0010	P1009-S004	G407-E0325	G407-E0326	326	12	47	11	f11r::blühender dreikroniger Sodenstock	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0328	2	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0011	P1009-S005	G407-E0402	G407-E0403	403	37	41	36	f13r::große Wurzelkrone mit Blatt und Blütenstand	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0404	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0012	P1009-S006	G407-E0414	G407-E0415	415	7	11	6	f13r::große Wurzelkrone mit Blatt und Blütenstand	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0418	3	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0013	P1009-S007	G407-E0432	G407-E0433	433	9	9	8	f13r::große Wurzelkrone mit Blatt und Blütenstand	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0434	0	NEXT_FAULT_BEFORE_PARITY
LEX_FIRST	G456-01-B0014	P1009-S008	G407-E0434	G407-E0435	435	1	5	0	f13r::große Wurzelkrone mit Blatt und Blütenstand	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0437	2	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0015	P1009-S009	G407-E0441	G407-E0442	442	2	2	1	f13r::große Wurzelkrone mit Blatt und Blütenstand	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	NONE	0	BANK_END_RESET_ISOLATES_DIVERGENCE
LEX_FIRST	G456-01-B0016	P1009-S011	G407-E0445	G407-E0446	446	2	3	1	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0447	1	STATE_PARITY_BEFORE_NEXT_FAULT
LEX_FIRST	G456-01-B0017	P1009-S012	G407-E0450	G407-E0451	451	3	3	2	f17r::abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	READ	READ	FIRST_READABLE__SECOND_READABLE	YES	YES	G407-E0452	1	STATE_PARITY_BEFORE_NEXT_FAULT
