schedule_id	burst_id	burst_position	event_id	stream_ordinal	statement_id	physical_page	owner_de	source_recipe	replacement_recipe	neighbor_id	mutation_family	variant_selection_rule	pair_selection_rule	selection_fields_used	outcome_fields_used
LEX_FIRST	G456-01-B0001	1	G407-E0026	26	G404-S001	f1r	F1R_TEXT_BLOCK_A	SH+O+D_ADDR	CH+O+D_ADDR	G447-N26341	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0001	2	G407-E0027	27	G404-S001	f1r	F1R_TEXT_BLOCK_A	CH+T+O+AR+Y	CH+CH+O+AR+Y	G447-N07124	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0002	1	G407-E0051	51	G404-S002	f1r	F1R_TEXT_BLOCK_B	SH	CH	G447-N23659	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0002	2	G407-E0052	52	G404-S002	f1r	F1R_TEXT_BLOCK_B	S	CH	G447-N21897	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0003	1	G407-E0065	65	G404-S003	f1r	F1R_TEXT_BLOCK_B	AIIN	AIN	G447-N00002	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0003	2	G407-E0066	66	G404-S003	f1r	F1R_TEXT_BLOCK_B	SH+O+S	CH+O+S	G447-N26489	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0004	1	G407-E0087	87	G404-S005	f1r	F1R_TEXT_BLOCK_C	AIIN	AIN	G447-N00002	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0004	2	G407-E0088	88	G404-S005	f1r	F1R_TEXT_BLOCK_C	SH+O+Y	CH+O+Y	G447-N26536	SAME_CLASS_SUBSTITUTION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0005	1	G407-E0173	173	G404-S006	f1r	F1R_TEXT_BLOCK_D	CH+T+AL	CH+AL	G447-N06721	ATOM_DELETION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
LEX_FIRST	G456-01-B0005	2	G407-E0174	174	G404-S006	f1r	F1R_TEXT_BLOCK_D	D_ADDR+AR	AR	G447-N07992	ATOM_DELETION	lexicographically first target and neighbour	SHA256(SCHEDULE_ID|STATEMENT_ID)_MOD_ELIGIBLE_ADJACENT_PAIRS	SOURCE_RECIPE|MUTATION_FAMILY|TARGET_RECIPE|NEIGHBOR_ID|STATEMENT_ID	NONE
