master_card_id	master_form	card_value_de	syntactic_type	spoken_role	role_instruction_de	portable_scope	event_count	records
MC001	chdal	übertragen · Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B5
MC002	okeey	lange einwirken	DURATIVE_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	7	B1|B2|B3|B4
MC003	sheedy	absetzen · länger; schließen	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC004	ldy	abziehen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	2	B2|B3
MC005	okchedy	einführen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	2	B1|B3
MC006	chokcheo	einsetzen · Auszug	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC007	okey	kurz einwirken	DURATIVE_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	2	B1|B2
MC008	lchy	abführen · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC009	chary	Quelle · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC010	chodaly	Zugabe · Ziel · Posten	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC011	lchedar	abführen · übertragen · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC012	dl	Zusatz	OBJECT	OBJECT	Arbeitsgegenstand nennen	ACTIVE_CROSS_RECORD	2	B1
MC013	otchor	Folgeansatz	ORDERED_OBJECT	ORDERED_OBJECT	nächsten Arbeitsgegenstand wählen	ACTIVE_CROSS_RECORD	2	H2|H5
MC014	chair	Lauf	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC015	qokokchy	einsetzen · einsetzen · Posten	LEARNED_LOCAL_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC016	rol	weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC017	okain	Anteil zugeben	QUANTITY_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	7	B1|B2|B3|B4
MC018	qotedaiin	danach · kurz · Sollmaß	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC019	oldy	fertig	TERMINAL_STATE	STATE_CLOSE	Zustand setzen und Schritt schließen	ACTIVE_CROSS_RECORD	2	B4|H4
MC020	solkeey	auffangen · länger · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B6
MC021	oltchy	weiter · bereitstellen · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC022	chckhal	Passage · Ziel	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC023	kair	Lauf	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC024	qokol	einsetzen · weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC025	dchedy	überführen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	4	B1|B2|B3
MC026	choky	einsetzen	ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	10	B1|B2|B3|B4|H1|H5
MC027	oykchor	Posten · bearbeiten · Bereitung	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC028	olchedy	weiterführen; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	3	B1|B2|B3
MC029	lar	abführen · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC030	lo	abführen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC031	dalchdy	Ziel · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC032	cheeky	länger bearbeiten	DURATIVE_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	2	B4|H4
MC033	oiiin	Arbeitsstufe	STAGE_OBJECT	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_BIO_CROSS_RECORD	2	B1|B3
MC034	cho	weitere Zutat	OBJECT	OBJECT	Arbeitsgegenstand nennen	ACTIVE_CROSS_RECORD	4	H5
MC035	chckhy	durchleiten	ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	4	B1|B2
MC036	solkaiin	auffangen · Sollmaß	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC037	tchody	Zugabe; schließen	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC038	lshedy	waschen; schließen	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	2	B1
MC039	aiin	Sollmaß	QUANTITY	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_CROSS_RECORD	20	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5
MC040	okal	dorthin einsetzen	TARGET_ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	6	B1|B2|B3|H4
MC041	okchol	einsetzen · weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC042	cheedar	übertragen · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC043	shecthedchy	bereitstellen · übertragen · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC044	qokar	einsetzen · Quelle	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC045	olkeedy	lange sammeln; Schluss	TERMINAL_ACTION	OPERATION_CLOSE	ausführen und Schritt schließen	ACTIVE_CROSS_RECORD	3	B1|B3
MC046	raly	Ziel · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B6
MC047	ykain	Posten · Anteil	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC048	kaiiin	Arbeitsstufe	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC049	schoal	Zugabe · Ziel	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC050	solkey	auffangen · kurz · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B4
MC051	lchedal	abführen · übertragen · Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC052	qekey	bearbeiten · kurz · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B6
MC053	otol	danach · weiter	LEARNED_ORDER_OR_LINK	LINK_OR_ORDER	Folge oder Fortsetzung markieren	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC054	qokaly	einsetzen · Ziel · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC055	char	davon	SOURCE_ANAPHOR	ANAPHOR	auf den laufenden Bezug zeigen	ACTIVE_CROSS_RECORD	5	B1|B2|B3|H1|H2
MC056	ral	Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC057	otchedy	danach · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	2	B3
MC058	sheckhal	Passage · kurz · Ziel	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC059	dain	Einlage	INSERT_OBJECT	OBJECT	Arbeitsgegenstand nennen	ACTIVE_BIO_CROSS_RECORD	2	B4|B6
MC060	otaiin	Folgemaß	ORDERED_QUANTITY	QUANTITY_OR_STAGE	Menge oder Stufe setzen	ACTIVE_CROSS_RECORD	3	B2|B3
MC061	sshkchdy	Haltetransfer; Schluss	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC062	shoyty	Zugabe · Posten · Teil	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H3
MC063	oteey	danach · länger · Posten	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	2	B2
MC064	chedchy	übertragen · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC065	ls	abführen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC066	lcheey	abführen · Klarlauf	LEARNED_PROCESS_OR_PATH	PATH_OPERATION	örtlichen Weg oder Durchgang ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC067	otchdy	danach · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B5
MC068	sotodan	danach · anwenden	LEARNED_APPLICATION_ACTION	OPERATION	Handlung ausführen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC069	otytchol	danach · Teil · weiter	LEARNED_QUANTITY_OR_STAGE	QUANTITY_OR_STAGE	Menge oder Stufe setzen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC070	pchedy	zuführen · übertragen; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
MC071	dchey	Grundteil	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H1
MC072	orain	Bereitung · Anteil	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H4
MC073	qcthey	kurz vorbereiten	SHORT_PREPARATION_ACTION	OPERATION	Handlung ausführen	ACTIVE_BIO_CROSS_RECORD	2	B2|B3
MC074	chdy	überführen	ACTION	OPERATION	Handlung ausführen	ACTIVE_CROSS_RECORD	11	B1|B3|B4|B5|H4
MC075	ycheor	Posten · Auszug · Bereitung	LEARNED_OBJECT	OBJECT	Arbeitsgegenstand nennen	LOCAL_LEARNED_WHOLE_CARD	1	H2
MC076	dsheol	halten · kurz · weiter	LEARNED_PROCESS_OR_STATE	PROCESS_OR_STATE	örtlichen Prozess oder Zustand ausführen	LOCAL_LEARNED_WHOLE_CARD	1	B1
MC077	kchal	bearbeiten · Ziel	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	H5
MC078	olsaly	Ziel · Posten	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B3
MC079	daldy	Ziel; schließen	LEARNED_TRANSFER_OR_ADDRESS	TRANSFER_OR_ADDRESS	Quelle, Ziel oder Überführung setzen	LOCAL_LEARNED_WHOLE_CARD	1	B2
