codex_word_id	old_guess_de	selected_class_de	rank	visible_identity	target_events	outside_events	target_unit_coverage	outside_unit_coverage	current_short_reading	decision
H_R02	Wein	Auszugsflüssigkeit	1	daiin	4	7	H3,H4,H5	B1,B2,B3,B6,H1,H2	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	2	cho	2	0	H5	NONE	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	3	sho	2	0	H5	NONE	Setze die gelernte Fachkarte: Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	4	choky	2	0	H5	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	5	tshol	1	0	H3	NONE	Setze die gelernte Fachkarte: Zutat entnehmen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	6	schoal	1	0	H3	NONE	Setze die gelernte Fachkarte: Zutat an die Arbeitsstelle geben.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	7	cfhy	1	0	H3	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R02	Wein	Auszugsflüssigkeit	8	shfydaiin	1	0	H3	NONE	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	1	chy	3	0	H2,H3	NONE	Nimm diesen Posten wieder auf: dieser Posten.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	2	dy	4	1	H2,H3	B2	Nimm diesen Posten wieder auf: dieser Posten.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	3	cthy	2	1	H2,H3	H1	Führe es mit diesem laufenden Posten aus: bereit.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	4	daiin	2	9	H2,H3	B1,B2,B3,B6,H1,H4,H5	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	5	chor	3	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	6	ycheor	1	0	H2	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszugsansatz.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	7	cthaiin	1	0	H2	NONE	Führe es in der angegebenen Portion oder Stufe aus: Fertigmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R03	Öl	Trägerstoff	8	qoctholy	1	0	H2	NONE	Danach oder in demselben Gang: bereiten Posten weiterfuehren.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	1	daiin	3	8	H4,H5	B1,B2,B3,B6,H1,H2,H3	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	2	cho	2	0	H5	NONE	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	3	sho	2	0	H5	NONE	Setze die gelernte Fachkarte: Zutat.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	4	choky	2	0	H5	NONE	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	5	chaiin	1	0	H4	NONE	Setze Maß, Portion oder Stufe: Sollmaß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	6	ykain	1	0	H4	NONE	Setze Maß, Portion oder Stufe: Postenportion.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	7	ykan	1	0	H4	NONE	Setze Maß, Portion oder Stufe: dieser Anteil.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R04	Honig	Bindestoff	8	ody	1	0	H4	NONE	Setze die gelernte Fachkarte: kühlen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	1	dchey	1	0	H1	NONE	Setze die gelernte Fachkarte: Wurzel als aktueller Posten.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	2	cthoor	1	0	H1	NONE	Führe es aus dem Vorrat oder am Ansatz aus: Ansatz bereit.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	3	chty	1	0	H1	NONE	Führe es in der angegebenen Portion oder Stufe aus: Teil abtrennen.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	4	os	1	0	H1	NONE	Setze die gelernte Fachkarte: Mischgefäß.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	5	chair	1	0	H1	NONE	Nenne Quelle, Lauf, Auszug oder Ansatz: Wasserzulauf.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
H_R05	Satz	Restteil	6	otytchol	1	0	H1	NONE	Danach oder in demselben Gang: naechsten Teilposten weiterfuehren.	NO_EXACT_NOUN_PROMOTION__ASSOCIATION_ONLY
