view	physical_folio	anchor_pair_id	anchor_sign	response_pair_id	response_sign	direction	lag_band	paragraph_relation	opportunities	response_hits	agreement	disagreement	macro_anchor_rate	conditional_concordance
DIAGNOSTIC	f10	SP11	SH	SP01	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP01	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP01	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP01	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP01	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP01	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP02	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP03	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP04	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP05	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP06	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	CH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	CH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	CH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	SH	backward	NEAR	within_para	1	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	SH	forward	DISTAL	within_para	6	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP07	SH	forward	NEAR	within_para	2	0	0	0	0	NA
DIAGNOSTIC	f10	SP11	SH	SP08	CH	backward	NEAR	within_para	1	0	0	0	0	NA
