position	locus	source_id	word	tag	hypothetical_value	clause	anchor_eligible	different_object_change	confirmed_meaning
1	f31r.1	ZL3b|f31r.1|G001	keedey	TAKE	Take the specified raisins into actor A’s working possession.	C01	False	[]	0
2	f31r.1	ZL3b|f31r.1|G002	qofchedy	RAISINS	The selected raisin set R, each with its own seed-containing material identity; quantity of raisins is not specified.	C01	False	[]	0
3	f31r.1	ZL3b|f31r.1|G003	shee	FOUR	The exact cardinal four in the two explicitly retained seed-quantity scope variants; no Voynich numerical value is confirmed.	C01	False	[]	0
4	f31r.1	ZL3b|f31r.1|G004	s	THE	Definite/group binding: first establish G in the quantified raisin description, then refer to that same physical seed group, without creating replacement seeds.	C01	False	[]	0
5	f31r.1	ZL3b|f31r.1|G005	aiin	GRAPE_SEEDS	The physical grape-seed group G introduced as contained in R; the same members later extracted and placed in cloth.	C01	False	[]	0
6	f31r.1	ZL3b|f31r.1|G006	qokee@149;	CONTAINING	Containment relation between the selected raisins R and their seed group(s). This meaning is guessed for the exact unresolved raw group, not for a cleaned EVA spelling.	C01	False	[]	0
7	f31r.1	ZL3b|f31r.1|G007	chepakeo	THEREFORE	Discourse consequence link to the preceding quartan-cause context I.1.35; it does not independently assert the decan mechanism as fact.	C01	False	[]	0
8	f31r.2	ZL3b|f31r.2|G001	dcheey	EXTRACT	Remove the same G from R with the stated instrument, retaining every seed identity.	C02	True	[]	0
9	f31r.2	ZL3b|f31r.2|G002	daiin	YOU	The same instruction actor A in extraction, the knowledge assertion and the claimed release; never silently the recipient W.	C02	True	[]	0
10	f31r.2	ZL3b|f31r.2|G003	okeedy	FINGERNAILS	The actor’s fingernails as the extraction instrument.	C02	True	[]	0
11	f31r.2	ZL3b|f31r.2|G004	qokees	USING	Attach the instrument to the named extraction operation.	C02	True	[]	0
12	f31r.2	ZL3b|f31r.2|G005	s	THE	Definite/group binding: first establish G in the quantified raisin description, then refer to that same physical seed group, without creating replacement seeds.	C02	True	[]	0
13	f31r.2	ZL3b|f31r.2|G006	aiin	GRAPE_SEEDS	The physical grape-seed group G introduced as contained in R; the same members later extracted and placed in cloth.	C02	True	[]	0
14	f31r.2	ZL3b|f31r.2|G007	shekeey	NOT_USING	Prohibit the following instrument for the same extraction. This negative instrument constructor is one openly counted compound value, not a general spelling rule.	C02	True	[]	0
15	f31r.2	ZL3b|f31r.2|G008	qef	MOUTH	The actor’s mouth as the prohibited extraction instrument.	C02	True	[]	0
16	f31r.3	ZL3b|f31r.3|G001	qokeey	KNOWS	The same Boolean epistemic relation KNOWS(person,proposition,time) in both occurrences; its arguments and shared time are explicitly bound below.	C03	False	[]	0
17	f31r.3	ZL3b|f31r.3|G002	chey	THIS_RITE	One fixed proposition P_rite about this very extraction/cloth/neck operation and its attributed quartan-relief purpose. The full proposition content is an openly counted reference macro.	C03	False	chey:P_attach replaces P_rite	0
18	f31r.3	ZL3b|f31r.3|G003	daiin	YOU	The same instruction actor A in extraction, the knowledge assertion and the claimed release; never silently the recipient W.	C03	False	[]	0
19	f31r.3	ZL3b|f31r.3|G004	qokeey	KNOWS	The same Boolean epistemic relation KNOWS(person,proposition,time) in both occurrences; its arguments and shared time are explicitly bound below.	C03	False	[]	0
20	f31r.3	ZL3b|f31r.3|G005	[s:r]air	RECIPIENT	The recipient W with the source-context quartan condition; exact unresolved raw form retained. No identity with A is silently supplied.	C03	False	[]	0
21	f31r.3	ZL3b|f31r.3|G006	chekey	NOT	Boolean negation of the immediately governed recipient KNOWS assertion; no instrument, purity or outcome scope.	C03	False	[]	0
22	f31r.3	ZL3b|f31r.3|G007	s	THE	Definite/group binding: first establish G in the quantified raisin description, then refer to that same physical seed group, without creating replacement seeds.	C04	False	[]	0
23	f31r.3	ZL3b|f31r.3|G008	aiin	GRAPE_SEEDS	The physical grape-seed group G introduced as contained in R; the same members later extracted and placed in cloth.	C04	False	[]	0
24	f31r.3	ZL3b|f31r.3|G009	da?	PLACE	Put the same extracted seed group G inside the cloth C. This value belongs to the exact unresolved raw token da?, not an asserted reading da.	C04	False	[]	0
25	f31r.4	ZL3b|f31r.4|G001	qotar	CLOTH	The loose cloth/rag C used to contain the extracted seeds.	C04	False	[]	0
26	f31r.4	ZL3b|f31r.4|G002	chy	IN	Containment of G in C, with the argument order fixed by C04.	C04	False	[]	0
27	f31r.4	ZL3b|f31r.4|G003	dar	NECK	The neck of the explicitly introduced recipient W.	C04	False	[]	0
28	f31r.4	ZL3b|f31r.4|G004	lo	ON	Bind the loaded cloth onto W’s neck, not an ingestion or direct loose-seed application.	C04	False	[]	0
29	f31r.4	ZL3b|f31r.4|G005	r	BIND	Attach C containing G to the named neck; retain G/C identities and the separate actor/recipient argument roles. Do not pre-assume that the two roles are different persons.	C04	False	[]	0
30	f31r.4	ZL3b|f31r.4|G006	ar	PURE	The ritual purity property of the actor A during binding. Not knowledge, modern hygiene or purity of the recipient.	C05	False	[]	0
31	f31r.4	ZL3b|f31r.4|G007	cheey	BEING	Predicate assertion of the stated PURE condition on the bound actor.	C05	False	[]	0
32	f31r.4	ZL3b|f31r.4|G008	keeol	WHILE	Temporal scope: the purity assertion governs the BIND event of C04. It does not retroactively declare extraction by mouth clean.	C05	False	[]	0
33	f31r.4	ZL3b|f31r.4|G009	chedy	ATTRIBUTED_CLAIM	Record the following historical promise; create no real health-state or successful-cure fact.	C05	False	[]	0
34	f31r.4	ZL3b|f31r.4|G010	qokey	BY_GRACE	Attach divine grace as the source’s attributed agency qualifier of the release claim, with GOD supplied at clause end.	C05	False	[]	0
35	f31r.5	ZL3b|f31r.5|G001	daiin	YOU	The same instruction actor A in extraction, the knowledge assertion and the claimed release; never silently the recipient W.	C05	True	[]	0
36	f31r.5	ZL3b|f31r.5|G002	sheeody	RELEASE	Release the recipient W from the quartan affliction Q, under ATTRIBUTED_CLAIM only. This is not an observed or simulated clinical cure.	C05	True	[]	0
37	f31r.5	ZL3b|f31r.5|G003	qokeor	GOD	God as named by the historical source’s grace phrase; no new theological assertion by the researcher.	C05	True	[]	0
