candidate	seed_case	world	coherent	all_violations	first_failure_step	first_violations	completed_actions
TOTAL_SAME_OBJECT_ACTOR	0	W000	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W001	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W002	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W003	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W004	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W005	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W006	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W007	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W008	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W009	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W010	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W011	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W012	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W013	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W014	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W015	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W016	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|RECIPIENT_IGNORANCE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
TOTAL_SAME_OBJECT_ACTOR	0	W017	0	EMPTY_RAISIN_SET|ACTOR_KNOWLEDGE|RECIPIENT_IGNORANCE|PURITY_AT_BIND	1	EMPTY_RAISIN_SET	0
