statement_id	record_unit_id	page	locus_path	physical_loci	internal_line_crossings	event_count	first_event	last_event	last_surface	statement_status	current_reading_de
H1-S001	H1	f10r	f10r.2	1	0	10	E001	E010	etyd	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f10r: Wurzel => Wurzel | BEDINGUNGSANSATZ + BEREIT => den Ansatz bereitstellen | VON_QUELLE => davon | TEIL => Teil | AUFNAHME => Aufnahmegefäß | LAUF_BAHN + ZUGIESSEN => laufendes Medium zugießen | FOLGEPOSTEN + FOLGETEIL => Folgeteil | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | SOLLWERT => Sollmaß | kleiner Rest => kleiner Rest
H1-S002	H1	f10r	f10r.5	1	0	4	E011	E014	cthy	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f10r: EINSETZEN + DIES_AKTUELLER_POSTEN => den laufenden Posten einsetzen und weiterbearbeiten | WEITER_GLEICHER_LAUF + FOLGEPOSTEN => zum Folgegang wechseln | WEITER_GLEICHER_LAUF => weiter | DIES_AKTUELLER_POSTEN + BEREIT => bereit
H2-S001	H2	f10r	f10r.6	1	0	9	E015	E023	shy	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f10r: BEDINGUNGSANSATZ + AUSZUG => aktueller Auszugsansatz | DIES_AKTUELLER_POSTEN + BEREIT => bereit | BEDINGUNGSANSATZ => Ansatz | SOLLWERT + BEREIT => die Sollvorbereitung setzen | WEITER_GLEICHER_LAUF + FOLGEPOSTEN + DIES_AKTUELLER_POSTEN => danach mit diesem Posten weiter | DIES_AKTUELLER_POSTEN => dies | DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN => dies
H2-S002	H2	f10r	f10r.8	1	0	8	E024	E031	dar	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f10r: FOLGEPOSTEN + BEDINGUNGSANSATZ => Folgeansatz | BEDINGUNGSANSATZ => Ansatz | WEITER_GLEICHER_LAUF + FOLGEPOSTEN => danach im selben Gang weiter | WEITER_GLEICHER_LAUF => weiter | WEITER_GLEICHER_LAUF + BEDINGUNGSANSATZ => derselbe Ansatz | WEITER_GLEICHER_LAUF => weiter | SOLLWERT => Sollmaß | VON_QUELLE => davon
H2-S003	H2	f10r	f10r.9	1	0	7	E032	E038	chodaiin	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f10r: BEDINGUNGSANSATZ + GEFAESS => Gefäß für den Ansatz | BEDINGUNGSANSATZ => Ansatz | BEDINGUNGSANSATZ => Ansatz | DIES_AKTUELLER_POSTEN => dies | STUFE + ARGUMENTBINDER => die Arbeitsstufe setzen | DIES_AKTUELLER_POSTEN => dies | SOLLWERT + EINGABE => Zugabemaß
H3-S001	H3	f11r	f11r.1	1	0	7	E039	E045	tchody	COMMITTED_STATEMENT	Beim Besitzer abgebildete Pflanze auf f11r: Kochgut => Kochgut | Sudansatz => Sudansatz | auswringen => auswringen | SOLLWERT + STEHZEIT => eine vorgeschriebene Stehzeit einhalten | nachseihen => nachseihen | Klarlauf => Klarlauf | kalt stellen; Schluss => kalt stellen; Schluss
H3-S002	H3	f11r	f11r.1	1	0	1	E046	E046	shoyty	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f11r: FOLGETEIL => Zugabeteil
H3-S003	H3	f11r	f11r.4	1	0	5	E047	E051	daiin	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f11r: VORIGER => vom vorigen Arbeitsgang nehmen | DIES_AKTUELLER_POSTEN => dies | DIES_AKTUELLER_POSTEN + ARGUMENTBINDER => den laufenden Posten bearbeiten | DIES_AKTUELLER_POSTEN => dies | SOLLWERT => Sollmaß
H3-S004	H3	f11r	f11r.7	1	0	4	E052	E055	dy	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f11r: FOLGEPOSTEN + DIES_AKTUELLER_POSTEN => zum nächsten Posten wechseln | EINSETZEN => die Fortsetzung einsetzen | DIES_AKTUELLER_POSTEN + BEREIT => bereit | DIES_AKTUELLER_POSTEN => dies
H4-S001	H4	f55v	f55v.5	1	0	5	E056	E060	ody	COMMITTED_STATEMENT	Beim Besitzer abgebildete Pflanze auf f55v: EINSETZEN + SOLLWERT => bemessen | SOLLWERT => Sollmaß | PORTION => erste Portion | ZWEITE_PORTION => zweite Portion | FESTSETZEN + ZURUECKNEHMEN => aus der Wärme nehmen und abkühlen; Schluss; Arbeitsschritt festsetzen
H4-S002	H4	f55v	f55v.5	1	0	3	E061	E063	talam	COMMITTED_STATEMENT	Beim Besitzer abgebildete Pflanze auf f55v: SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | verwahren; Schluss => verwahren; Schluss
H4-S003	H4	f55v	f55v.11	1	0	4	E064	E067	oldy	COMMITTED_STATEMENT	Beim Besitzer abgebildete Pflanze auf f55v: SOLLWERT => Sollportion | AUSZUG => Auszug aus der Quelle | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => länger bearbeiten | WEITER_GLEICHER_LAUF + FESTSETZEN => fertig; Arbeitsschritt festsetzen
H4-S004	H4	f55v	f55v.11	1	0	6	E068	E073	orain	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f55v: SOLLWERT => Sollmaß | EINSETZEN + ZU_ZIEL => dorthin einsetzen | WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN + BEREITUNG => die laufende Bereitung fortsetzen | BEDINGUNGSANSATZ => Ansatz | DIES_AKTUELLER_POSTEN => dies | PORTION => Bereitungsanteil
H5-S001	H5	f56r	f56r.5|f56r.7	2	1	9	E074	E082	dal	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: BEDINGUNGSANSATZ + EINGABE => Zugabeansatz | EINGABE => weitere Zutat | DIES_AKTUELLER_POSTEN + EINGABE => Zugabe am aktuellen Ziel | SOLLWERT => Sollmaß | EINGABE => weitere Zutat | ARGUMENTBINDER => weiter bearbeiten | FOLGEPOSTEN + BEDINGUNGSANSATZ => Folgeansatz | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | ZU_ZIEL => dorthin
H5-S002	H5	f56r	f56r.8	1	0	4	E083	E086	cheeckhody	COMMITTED_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: VORIGER => vom vorigen Arbeitsgang nehmen | DIES_AKTUELLER_POSTEN + EINGABE => aktuelle Zutat | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen | auftragen; Schluss => auftragen; Schluss
H5-S003	H5	f56r	f56r.12	1	0	4	E087	E090	qokokchy	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: Stängel => Stängel | EINGABE => weitere Zutat | DIES_AKTUELLER_POSTEN + ARGUMENTBINDER => den laufenden Posten kurz bearbeiten | EINSETZEN + DIES_AKTUELLER_POSTEN => denselben Posten erneut einsetzen
H5-S004	H5	f56r	f56r.13	1	0	3	E091	E093	kchal	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: EINSETZEN + DIES_AKTUELLER_POSTEN => den laufenden Posten einsetzen und weiterbearbeiten | EINSETZEN + AUSZUG => Auszug einsetzen | ARGUMENTBINDER => an der Zielstelle bearbeiten
H5-S005	H5	f56r	f56r.18	1	0	4	E094	E097	sotodan	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: EINGABE => weitere Zutat | EINSETZEN + DIES_AKTUELLER_POSTEN => den laufenden Posten einsetzen und weiterbearbeiten | ARGUMENTBINDER => bearbeiteter Quellauszug | zur Folgeanwendung weiterführen => zur Folgeanwendung weiterführen
H5-S006	H5	f56r	f56r.19	1	0	3	E098	E100	daiin	OPEN_STATEMENT	Beim Besitzer abgebildete Pflanze auf f56r: FOLGEPOSTEN + DIES_AKTUELLER_POSTEN => das nächste | ARGUMENTBINDER => kurz weiterbearbeiten | SOLLWERT => Sollmaß
B1-S001	B1	f81v	f81v.2	1	0	1	E101	E101	qokedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen
B1-S002	B1	f81v	f81v.2|f81v.7	2	1	19	E102	E120	schedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + SOLLWERT => bemessen | LAUF_BAHN + ARGUMENTBINDER => Beckenlauf | EINSETZEN + ZU_ZIEL => dorthin einsetzen | VON_QUELLE => davon | WEITER_GLEICHER_LAUF => weiter | PORTION => Portion | WEITER_GLEICHER_LAUF + PORTION => weiterer Anteil | ZU_ZIEL => dorthin | WEITER_GLEICHER_LAUF => weiter | WEITER_GLEICHER_LAUF => Anschluss | Zusatz => Zusatz | WEITER_GLEICHER_LAUF + BEDINGUNGSANSATZ => derselbe Ansatz | WEITER_GLEICHER_LAUF => weiter | ZU_ZIEL + GRAD + DURCHLASS => Kurze Zielpassage | SOLLWERT => Sollmaß | EINSETZEN + ZU_ZIEL + GRAD => Langer Zieleinsatz | SOLLWERT => Sollmaß | DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | UEBERFUEHREN => überführen; Schluss
B1-S003	B1	f81v	f81v.7|f81v.17	2	1	2	E121	E122	sshkchdy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: WEITER_GLEICHER_LAUF => weiter | übertragen; Schluss => übertragen; Schluss
B1-S004	B1	f81v	f81v.17	1	0	3	E123	E125	shedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | WEITER_GLEICHER_LAUF => weiter | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen
B1-S005	B1	f81v	f81v.17	1	0	1	E126	E126	qolchedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN => weiterführen; Schluss; Arbeitsschritt festsetzen
B1-S006	B1	f81v	f81v.17	1	0	4	E127	E130	ral	OPEN_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | Zusatz => Zusatz | ZU_ZIEL => Zielmarke
B1-S007	B1	f81v	f81v.18	1	0	1	E131	E131	qokchdy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + FESTSETZEN + UEBERFUEHREN => neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen
B1-S008	B1	f81v	f81v.18	1	0	5	E132	E136	shedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: DIES_AKTUELLER_POSTEN => dies | WEITER_GLEICHER_LAUF => weiter | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => kurz wärmen | WEITER_GLEICHER_LAUF => weiter | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen
B1-S009	B1	f81v	f81v.18	1	0	1	E137	E137	qokedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen
B1-S010	B1	f81v	f81v.18	1	0	1	E138	E138	qokedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + GRAD + FESTSETZEN => kurz einwirken; Schluss; Arbeitsschritt festsetzen
B1-S011	B1	f81v	f81v.18	1	0	2	E139	E140	qoky	OPEN_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen
B1-S012	B1	f81v	f81v.21	1	0	3	E141	E143	lshedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: WASCHEN => Waschgang | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => kurz einwirken lassen | FESTSETZEN + WASCHEN => Waschgang; Schluss; Arbeitsschritt festsetzen
B1-S013	B1	f81v	f81v.21	1	0	1	E144	E144	lshedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: FESTSETZEN + WASCHEN => Waschgang; Schluss; Arbeitsschritt festsetzen
B1-S014	B1	f81v	f81v.21	1	0	5	E145	E149	otar	OPEN_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: DIES_AKTUELLER_POSTEN + UEBERFUEHREN => überführen | WEITER_GLEICHER_LAUF => Weiterweg | ZU_ZIEL + AB + UEBERFUEHREN => Zielabführung | WEITER_GLEICHER_LAUF => weiter | FOLGEPOSTEN + VON_QUELLE => Folgequelle
B1-S015	B1	f81v	f81v.24	1	0	2	E150	E151	okchedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: Kurzteil => Kurzteil | EINSETZEN + FESTSETZEN + UEBERFUEHREN => vorigen Posten überführen; Schluss; Arbeitsschritt festsetzen
B1-S016	B1	f81v	f81v.24	1	0	4	E152	E155	cheedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: EINSETZEN + ZU_ZIEL => dorthin einsetzen | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | WEITER_GLEICHER_LAUF => weiter | GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen
B1-S017	B1	f81v	f81v.24	1	0	3	E156	E158	dchdy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: ZU_ZIEL => dorthin | WEITER_GLEICHER_LAUF + GRAD => kurz weiterführen | FESTSETZEN + UEBERFUEHREN => Transfer; Schluss; Arbeitsschritt festsetzen
B1-S018	B1	f81v	f81v.24|f81v.27	2	1	4	E159	E162	olkeedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: Auffanggefäß => Auffanggefäß | WEITER_GLEICHER_LAUF + GRAD => Kurzhalt | STUFE => Arbeitsstufe | GRAD + SAMMELN => lange sammeln; Schluss
B1-S019	B1	f81v	f81v.27	1	0	1	E163	E163	tedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: GRAD + FESTSETZEN + ABSETZEN => kurz absetzen; Schluss; Arbeitsschritt festsetzen
B1-S020	B1	f81v	f81v.27	1	0	2	E164	E165	shckhedy	COMMITTED_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => kurz wärmen | SEIHEN => durchlassen; Schluss
B1-S021	B1	f81v	f81v.27	1	0	1	E166	E166	chal	OPEN_STATEMENT	Beim Besitzer gemeinsames Becken- und Figurenfeld auf f81v: ZU_ZIEL => dorthin
B2-S001	B2	f82r	f82r.2	1	0	1	E167	E167	dchedy	COMMITTED_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: UEBERFUEHREN => überführen; Schluss
B2-S002	B2	f82r	f82r.2	1	0	1	E168	E168	qolchedy	COMMITTED_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN => weiterführen; Schluss; Arbeitsschritt festsetzen
B2-S003	B2	f82r	f82r.2	1	0	3	E169	E171	qokeedy	COMMITTED_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + PORTION => Anteil zugeben | DIES_AKTUELLER_POSTEN => dies | EINSETZEN + GRAD + FESTSETZEN => lange einwirken; Schluss; Arbeitsschritt festsetzen
B2-S004	B2	f82r	f82r.2|f82r.3	2	1	5	E172	E176	lcheckhedy	COMMITTED_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL => dorthin einsetzen | AB + DIES_AKTUELLER_POSTEN + DURCHLASS => Abführpassage | AB + UEBERFUEHREN => Abführung | EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN => länger einwirken lassen | AB + SEIHEN => Trennabzug; Schluss
B2-S005	B2	f82r	f82r.3|f82r.4	2	1	8	E177	E184	ldy	COMMITTED_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN => Zieleinsatz | SOLLWERT + SAMMELN => Sollsammlung | DIES_AKTUELLER_POSTEN + DURCHLASS => durchleiten | EINSETZEN + SOLLWERT => bemessen | EINSETZEN + SOLLWERT => bemessen | WEITER_GLEICHER_LAUF + BEREIT => Fortsetzung vorbereiten | GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN => Langwärmen | AB + FESTSETZEN => abziehen; Schluss; Arbeitsschritt festsetzen
B2-S006	B2	f82r	f82r.4	1	0	4	E185	E188	qoky	OPEN_STATEMENT	Beim Besitzer aktuelle lokale Becken- oder Gerätestation auf f82r: FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN => Langfolge | EINSETZEN + ZU_ZIEL => dorthin einsetzen | GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS => Kurzpassage | EINSETZEN + DIES_AKTUELLER_POSTEN => einsetzen
