page	panel_id	record_id	locus	zl3b_line	row_status
f83r	F83_UPPER_SPRAY	F83_P1	f83r.1	tchedy lpchedy opedy chepol pchedar shedy qopchedy	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.2	sol cheey qokaiin shol lchs shey qoteedy rches ar chedy dor	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.3	olkeedy qotal chkeedy chey daiin chey lchedy qokaiin qotal dar	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.4	qokshedy chedy qokedy chkedy daiin shetar shedy qekaiin chedy	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.5	deey qotaiin checkhy qoty cheg shedy qokeey rchedy qoteedy lo	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.6	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.7	solshed lsheedy qeeedy qoky o qol rsheedy qokedy qoteedy qoteedy	recorded
f83r	F83_UPPER_SPRAY	F83_P1	f83r.8	pchedal otedy shecthedchy qoky chedy chary	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.9	pchor checphedy qokedy lsheedy qokchdy r shedkedy qopshdy qopy	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.10	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.11	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.12	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.13	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.14	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.15	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.16	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	recorded
f83r	F83_MIDDLE_LOOP	F83_P2	f83r.17	dcheokedy lkeed shckhey ytaiin shechy schety	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.18	pdalshdy shocphedy otor shedy opshedy otshdy qokedol shdy soldy	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.19	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.20	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.21	solkeedy qokedy otedy sol chedy lkedy qokchedy qokedy chckhdy sar	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.22	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.23	tchedy qotedy qokal shedy qokedy shecthedy shecthy otor chedy	recorded
f83r	F83_LOWER_DRIP	F83_P3	f83r.24	soiiin checthy chety otaiin olsaly shedy	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.25	qokeedy qolchey qokeey qokedy chedy otal	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.26	otchey qokeey qoky tol shedy qokylddy	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.27	dain chedy qokeedy shckhedy shckhedy	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.28	saiin cheeky sheey qokedy shedy oldy	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.29	salchedy cheey qody kesd oldy	recorded
f83r	F83_LOWER_COUPLED	F83_P4	f83r.30	s okeedy qokeedy qoky saii	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.31	techedy qotchedy okeedy ldy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.32	cheol qokchedy lchedy qokey	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.33	sy s aiin sheekchy qokey sain	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.34	shky lchedy dolshed qokchy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.35	saiin cheky okeeol okain chdy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.36	sor aiin shy shey lshedy qoky	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.37	sol lkedy lchedy qokol shedy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.38	or chey qockhey dairydy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.39	qokain shey kain chckhal	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.40	solchedy olchedy chedaiin	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.41	solkey lchedy qolkain dal	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.42	sol ol chcthdy l chedy lchdy	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.43	daiin sheol chedy qotal sar	recorded
f83r	F83_LOWER_COUPLED	F83_P5	f83r.44	skar shedy	recorded
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.47	otchdy qokchdy shedal	recorded
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.48	dal cheol lol chdal aiin	recorded
f83r	F83_LOWER_COUPLED	F83_Q1	f83r.49	sol daiiin chedy	recorded
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.52	solkeey qekey raly ol	recorded
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.53	solchkal cheol qotar ol	recorded
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.54	daiin ol dain chey ldalor	recorded
f83r	F83_LOWER_COUPLED	F83_Q2	f83r.55	sol rtain cthal	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.1	qosheedy qokeol daiin shckhy okeeor cheey daiin shey	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.2	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.3	qokeey lcheckhedy qokaly solkaiin chckhy qokaiin	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.4	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.5	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.6	sar shedy qol shedaiin sheckhy okal sheky qotaiin chedol	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.7	dshedy sotaiin qokar shedy solshedy qokeey qoky ls cheey	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.8	qekeey sheedy qokedy lcho r cheey qokey qotal chedy qoteor	recorded
f82r	F82_TOP_COUPLED	F82_P1	f82r.9	ssholshecthy qokaiin chkedy rchey dairchey qokaiin	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.11	kolchdy qokedy qopol qotedor chopchedy qotal chedy kam	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.12	otedy qodched olqo dar checkho lolol okal okarchedy	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.13	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.14	r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.15	kedy lchedy qokedy qokeedy lkeedy qokaiin dy daiin chdy dy	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.16	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.17	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.18	polched otain shedy shedy dal chedar qokeey ykeey l s araiin ory	recorded
f82r	F82_MIDDLE_TRANSFER	F82_P2	f82r.19	okain char okain qokeedy lchy	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	daiin cheoky lkedy salshey daiin chey qol chedy qokeey dal	recorded
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy	recorded
