mode	record	line	locus	word	kind	role	rendering	row_status
T0	F83_P1	f83r.1	f83r.1:1	tchedy	OPEN	NA	⟦tchedy⟧	recorded
T0	F83_P1	f83r.1	f83r.1:2	lpchedy	OPEN	NA	⟦lpchedy⟧	recorded
T0	F83_P1	f83r.1	f83r.1:3	opedy	OPEN	NA	⟦opedy⟧	recorded
T0	F83_P1	f83r.1	f83r.1:4	chepol	OPEN	NA	⟦chepol⟧	recorded
T0	F83_P1	f83r.1	f83r.1:5	pchedar	OPEN	NA	⟦pchedar⟧	recorded
T0	F83_P1	f83r.1	f83r.1:6	shedy	NOUN	INITIAL_TOPIC	Flüssigkeit[A;INITIAL_TOPIC]	recorded
T0	F83_P1	f83r.1	f83r.1:7	qopchedy	OPEN	NA	⟦qopchedy⟧	recorded
T0	F83_P1	f83r.2	f83r.2:1	sol	OPEN	NA	⟦sol⟧	recorded
T0	F83_P1	f83r.2	f83r.2:2	cheey	OPEN	NA	⟦cheey⟧	recorded
T0	F83_P1	f83r.2	f83r.2:3	qokaiin	NOUN	DESTINATION_INTRODUCTION	Gefäß[B;DESTINATION_INTRODUCTION]	recorded
T0	F83_P1	f83r.2	f83r.2:4	shol	OPEN	NA	⟦shol⟧	recorded
T0	F83_P1	f83r.2	f83r.2:5	lchs	OPEN	NA	⟦lchs⟧	recorded
T0	F83_P1	f83r.2	f83r.2:6	shey	OPEN	NA	⟦shey⟧	recorded
T0	F83_P1	f83r.2	f83r.2:7	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
T0	F83_P1	f83r.2	f83r.2:8	rches	OPEN	NA	⟦rches⟧	recorded
T0	F83_P1	f83r.2	f83r.2:9	ar	OPEN	NA	⟦ar⟧	recorded
T0	F83_P1	f83r.2	f83r.2:10	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
T0	F83_P1	f83r.2	f83r.2:11	dor	OPEN	NA	⟦dor⟧	recorded
T0	F83_P1	f83r.3	f83r.3:1	olkeedy	OPEN	NA	⟦olkeedy⟧	recorded
T0	F83_P1	f83r.3	f83r.3:2	qotal	OPEN	NA	⟦qotal⟧	recorded
T0	F83_P1	f83r.3	f83r.3:3	chkeedy	OPEN	NA	⟦chkeedy⟧	recorded
T0	F83_P1	f83r.3	f83r.3:4	chey	OPEN	NA	⟦chey⟧	recorded
T0	F83_P1	f83r.3	f83r.3:5	daiin	OPEN	NA	⟦daiin⟧	recorded
T0	F83_P1	f83r.3	f83r.3:6	chey	OPEN	NA	⟦chey⟧	recorded
T0	F83_P1	f83r.3	f83r.3:7	lchedy	NOUN	NEW_BACKGROUND	Zusatzstoff[C;NEW_BACKGROUND]	recorded
T0	F83_P1	f83r.3	f83r.3:8	qokaiin	NOUN	DESTINATION_REPEAT	Gefäß[B;DESTINATION_REPEAT]	recorded
T0	F83_P1	f83r.3	f83r.3:9	qotal	OPEN	NA	⟦qotal⟧	recorded
T0	F83_P1	f83r.3	f83r.3:10	dar	OPEN	NA	⟦dar⟧	recorded
T0	F83_P1	f83r.4	f83r.4:1	qokshedy	OPEN	NA	⟦qokshedy⟧	recorded
T0	F83_P1	f83r.4	f83r.4:2	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
T0	F83_P1	f83r.4	f83r.4:3	qokedy	OPEN	NA	⟦qokedy⟧	recorded
T0	F83_P1	f83r.4	f83r.4:4	chkedy	OPEN	NA	⟦chkedy⟧	recorded
T0	F83_P1	f83r.4	f83r.4:5	daiin	OPEN	NA	⟦daiin⟧	recorded
T0	F83_P1	f83r.4	f83r.4:6	shetar	OPEN	NA	⟦shetar⟧	recorded
T0	F83_P1	f83r.4	f83r.4:7	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
T0	F83_P1	f83r.4	f83r.4:8	qekaiin	OPEN	NA	⟦qekaiin⟧	recorded
T0	F83_P1	f83r.4	f83r.4:9	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
T0	F83_P1	f83r.5	f83r.5:1	deey	OPEN	NA	⟦deey⟧	recorded
T0	F83_P1	f83r.5	f83r.5:2	qotaiin	OPEN	NA	⟦qotaiin⟧	recorded
T0	F83_P1	f83r.5	f83r.5:3	checkhy	OPEN	NA	⟦checkhy⟧	recorded
T0	F83_P1	f83r.5	f83r.5:4	qoty	OPEN	NA	⟦qoty⟧	recorded
T0	F83_P1	f83r.5	f83r.5:5	cheg	OPEN	NA	⟦cheg⟧	recorded
T0	F83_P1	f83r.5	f83r.5:6	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
T0	F83_P1	f83r.5	f83r.5:7	qokeey	OPEN	NA	⟦qokeey⟧	recorded
T0	F83_P1	f83r.5	f83r.5:8	rchedy	OPEN	NA	⟦rchedy⟧	recorded
T0	F83_P1	f83r.5	f83r.5:9	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
T0	F83_P1	f83r.5	f83r.5:10	lo	OPEN	NA	⟦lo⟧	recorded
T0	F83_P1	f83r.6	f83r.6:1	schedy	OPEN	NA	⟦schedy⟧	recorded
T0	F83_P1	f83r.6	f83r.6:2	chedchy	OPEN	NA	⟦chedchy⟧	recorded
T0	F83_P1	f83r.6	f83r.6:3	qokal	OPEN	NA	⟦qokal⟧	recorded
T0	F83_P1	f83r.6	f83r.6:4	olchedy	OPEN	NA	⟦olchedy⟧	recorded
T0	F83_P1	f83r.6	f83r.6:5	qokaiin	NOUN	DESTINATION_REPEAT	Gefäß[B;DESTINATION_REPEAT]	recorded
T0	F83_P1	f83r.6	f83r.6:6	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
T0	F83_P1	f83r.6	f83r.6:7	qokeedy	PREDICATE	IMPLICIT_PATIENT	fülle ein([ergänzt:A;Bezugquelle=f83r.1:6];Ziel=B;Quelle=f83r.6:5)	recorded
T0	F83_P1	f83r.6	f83r.6:8	lchedy	NOUN	KNOWN_BACKGROUND	Zusatzstoff[C;KNOWN_BACKGROUND]	recorded
T0	F83_P1	f83r.6	f83r.6:9	qoky	OPEN	NA	⟦qoky⟧	recorded
T0	F83_P1	f83r.7	f83r.7:1	solshed	OPEN	NA	⟦solshed⟧	recorded
T0	F83_P1	f83r.7	f83r.7:2	lsheedy	OPEN	NA	⟦lsheedy⟧	recorded
T0	F83_P1	f83r.7	f83r.7:3	qeeedy	OPEN	NA	⟦qeeedy⟧	recorded
T0	F83_P1	f83r.7	f83r.7:4	qoky	OPEN	NA	⟦qoky⟧	recorded
T0	F83_P1	f83r.7	f83r.7:5	o	OPEN	NA	⟦o⟧	recorded
T0	F83_P1	f83r.7	f83r.7:6	qol	OPEN	NA	⟦qol⟧	recorded
T0	F83_P1	f83r.7	f83r.7:7	rsheedy	OPEN	NA	⟦rsheedy⟧	recorded
T0	F83_P1	f83r.7	f83r.7:8	qokedy	OPEN	NA	⟦qokedy⟧	recorded
T0	F83_P1	f83r.7	f83r.7:9	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
T0	F83_P1	f83r.7	f83r.7:10	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
T0	F83_P1	f83r.8	f83r.8:1	pchedal	OPEN	NA	⟦pchedal⟧	recorded
T0	F83_P1	f83r.8	f83r.8:2	otedy	OPEN	NA	⟦otedy⟧	recorded
T0	F83_P1	f83r.8	f83r.8:3	shecthedchy	OPEN	NA	⟦shecthedchy⟧	recorded
T0	F83_P1	f83r.8	f83r.8:4	qoky	OPEN	NA	⟦qoky⟧	recorded
T0	F83_P1	f83r.8	f83r.8:5	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
T0	F83_P1	f83r.8	f83r.8:6	chary	OPEN	NA	⟦chary⟧	recorded
T0	F83_P2	f83r.9	f83r.9:1	pchor	OPEN	NA	⟦pchor⟧	recorded
