mode	record	line	locus	word	kind	role	rendering	row_status
L1	F83_P1	f83r.1	f83r.1:1	tchedy	OPEN	NA	⟦tchedy⟧	recorded
L1	F83_P1	f83r.1	f83r.1:2	lpchedy	OPEN	NA	⟦lpchedy⟧	recorded
L1	F83_P1	f83r.1	f83r.1:3	opedy	OPEN	NA	⟦opedy⟧	recorded
L1	F83_P1	f83r.1	f83r.1:4	chepol	OPEN	NA	⟦chepol⟧	recorded
L1	F83_P1	f83r.1	f83r.1:5	pchedar	OPEN	NA	⟦pchedar⟧	recorded
L1	F83_P1	f83r.1	f83r.1:6	shedy	NOUN	INITIAL_TOPIC	Flüssigkeit[A;INITIAL_TOPIC]	recorded
L1	F83_P1	f83r.1	f83r.1:7	qopchedy	OPEN	NA	⟦qopchedy⟧	recorded
L1	F83_P1	f83r.2	f83r.2:1	sol	OPEN	NA	⟦sol⟧	recorded
L1	F83_P1	f83r.2	f83r.2:2	cheey	OPEN	NA	⟦cheey⟧	recorded
L1	F83_P1	f83r.2	f83r.2:3	qokaiin	NOUN	DESTINATION_INTRODUCTION	Gefäß[B;DESTINATION_INTRODUCTION]	recorded
L1	F83_P1	f83r.2	f83r.2:4	shol	OPEN	NA	⟦shol⟧	recorded
L1	F83_P1	f83r.2	f83r.2:5	lchs	OPEN	NA	⟦lchs⟧	recorded
L1	F83_P1	f83r.2	f83r.2:6	shey	OPEN	NA	⟦shey⟧	recorded
L1	F83_P1	f83r.2	f83r.2:7	qoteedy	OPEN	NA	⟦qoteedy⟧	recorded
L1	F83_P1	f83r.2	f83r.2:8	rches	OPEN	NA	⟦rches⟧	recorded
L1	F83_P1	f83r.2	f83r.2:9	ar	OPEN	NA	⟦ar⟧	recorded
L1	F83_P1	f83r.2	f83r.2:10	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.1:6])	recorded
L1	F83_P1	f83r.2	f83r.2:11	dor	OPEN	NA	⟦dor⟧	recorded
L1	F83_P1	f83r.3	f83r.3:1	olkeedy	OPEN	NA	⟦olkeedy⟧	recorded
L1	F83_P1	f83r.3	f83r.3:2	qotal	OPEN	NA	⟦qotal⟧	recorded
L1	F83_P1	f83r.3	f83r.3:3	chkeedy	OPEN	NA	⟦chkeedy⟧	recorded
L1	F83_P1	f83r.3	f83r.3:4	chey	OPEN	NA	⟦chey⟧	recorded
L1	F83_P1	f83r.3	f83r.3:5	daiin	OPEN	NA	⟦daiin⟧	recorded
L1	F83_P1	f83r.3	f83r.3:6	chey	OPEN	NA	⟦chey⟧	recorded
L1	F83_P1	f83r.3	f83r.3:7	lchedy	NOUN	NEW_TOPIC_SWITCH	Zusatzstoff[C;NEW_TOPIC_SWITCH]	recorded
L1	F83_P1	f83r.3	f83r.3:8	qokaiin	NOUN	DESTINATION_REPEAT	Gefäß[B;DESTINATION_REPEAT]	recorded
L1	F83_P1	f83r.3	f83r.3:9	qotal	OPEN	NA	⟦qotal⟧	recorded
L1	F83_P1	f83r.3	f83r.3:10	dar	OPEN	NA	⟦dar⟧	recorded
L1	F83_P1	f83r.4	f83r.4:1	qokshedy	OPEN	NA	⟦qokshedy⟧	recorded
L1	F83_P1	f83r.4	f83r.4:2	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:C;Bezugquelle=f83r.3:7])	recorded
L1	F83_P1	f83r.4	f83r.4:3	qokedy	OPEN	NA	⟦qokedy⟧	recorded
L1	F83_P1	f83r.4	f83r.4:4	chkedy	OPEN	NA	⟦chkedy⟧	recorded
L1	F83_P1	f83r.4	f83r.4:5	daiin	OPEN	NA	⟦daiin⟧	recorded
L1	F83_P1	f83r.4	f83r.4:6	shetar	OPEN	NA	⟦shetar⟧	recorded
L1	F83_P1	f83r.4	f83r.4:7	shedy	NOUN	CONTRAST_SWITCH_ASSUMED	Flüssigkeit[A;CONTRAST_SWITCH_ASSUMED]	recorded
L1	F83_P1	f83r.4	f83r.4:8	qekaiin	OPEN	NA	⟦qekaiin⟧	recorded
L1	F83_P1	f83r.4	f83r.4:9	chedy	PREDICATE	IMPLICIT_PATIENT	erwärme([ergänzt:A;Bezugquelle=f83r.4:7])	recorded
L1	F83_P1	f83r.5	f83r.5:1	deey	OPEN	NA	⟦deey⟧	recorded
L1	F83_P1	f83r.5	f83r.5:2	qotaiin	OPEN	NA	⟦qotaiin⟧	recorded
L1	F83_P1	f83r.5	f83r.5:3	checkhy	OPEN	NA	⟦checkhy⟧	recorded
L1	F83_P1	f83r.5	f83r.5:4	qoty	OPEN	NA	⟦qoty⟧	recorded
L1	F83_P1	f83r.5	f83r.5:5	cheg	OPEN	NA	⟦cheg⟧	recorded
L1	F83_P1	f83r.5	f83r.5:6	shedy	NOUN	TOPIC_RESUMPTION	Flüssigkeit[A;TOPIC_RESUMPTION]	recorded
L1	F83_P1	f83r.5	f83r.5:7	qokeey	OPEN	NA	⟦qokeey⟧	recorded
L1	F83_P1	f83r.5	f83r.5:8	rchedy	OPEN	NA	⟦rchedy⟧	recorded
