page	locus	ordinal	surface	register_key	physical_line_position	true_statement_position	statement_id	statement_position_source	formal_dy_status	v60_dispatch_class	v62_class	pair_status
f104v	f104v.2	6	qokamdy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	UNRESOLVED	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	UNPAIRED_WHOLE_RETAINED	NO_REAL_SISTER
f105r	f105r.2	5	otchdy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	MIXED_FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
f105r	f105r.2	12	cheody	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	NO_FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	FIELD_END	PARSER_EQUIVALENT_NULL
f105r	f105r.2	13	qody	S|B|3	FINAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	UNPAIRED_WHOLE_RETAINED	VISIBLE_SISTER_WITHOUT_CARD
f105r	f105r.31	8	lkedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
f105r	f105r.31	10	chedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	NO_FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
f105v	f105v.1	5	olpchedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	UNPAIRED_WHOLE_RETAINED	VISIBLE_SISTER_WITHOUT_CARD
f105v	f105v.1	7	dairody	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	UNPAIRED_WHOLE_RETAINED	NO_REAL_SISTER
f105v	f105v.1	8	ypcheddy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	UNRESOLVED	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	UNPAIRED_WHOLE_RETAINED	NESTED_DY_SISTER_EXCLUDED
f105v	f105v.14	2	chckhdy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	NO_FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
f105v	f105v.14	4	olpchedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	UNPAIRED_WHOLE_RETAINED	VISIBLE_SISTER_WITHOUT_CARD
f106r	f106r.23	1	ychedy	S|B|3	INITIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	NO_FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
f106r	f106r.23	2	qckhedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	UNRESOLVED	ACTION_WHOLE_WITH_FINISHED_ENDPOINT	UNPAIRED_WHOLE_RETAINED	NO_REAL_SISTER
f106r	f106r.23	5	qokedy	S|B|3	MEDIAL	UNAVAILABLE	UNAVAILABLE	NOT_PUBLICLY_JOINABLE	FORMAL_DY	NOMINAL_FINISHED_RESULT_STATE	RESULT_PARTICIPLE	REAL_NON_DY_SISTER
