record	line	locus	word	row_status
f17r	f17r.4	f17r.4:1	tcho	recorded
f17r	f17r.4	f17r.4:2	shol	recorded
f17r	f17r.4	f17r.4:3	qokol	recorded
f17r	f17r.4	f17r.4:4	qor	recorded
f17r	f17r.4	f17r.4:5	olaiin	recorded
f17r	f17r.4	f17r.4:6	opydg	recorded
f17r	f17r.4	f17r.4:7	som	recorded
f17r	f17r.4	f17r.4:8	ypchy	recorded
f17r	f17r.4	f17r.4:9	ypaim	recorded
f17r	f17r.5	f17r.5:1	ychekchy	recorded
f17r	f17r.5	f17r.5:2	cthy	recorded
f17r	f17r.5	f17r.5:3	chor	recorded
f17r	f17r.5	f17r.5:4	shor	recorded
f17r	f17r.5	f17r.5:5	cphor	recorded
f17r	f17r.5	f17r.5:6	cphaldy	recorded
f17r	f17r.5	f17r.5:7	dair	recorded
f17r	f17r.5	f17r.5:8	cthey	recorded
f17r	f17r.5	f17r.5:9	qody	recorded
f17r	f17r.6	f17r.6:1	tsho	recorded
f17r	f17r.6	f17r.6:2	qof	recorded
f17r	f17r.6	f17r.6:3	cho	recorded
f17r	f17r.6	f17r.6:4	qokcheor	recorded
f17r	f17r.6	f17r.6:5	cheteg	recorded
f21r	f21r.8	f21r.8:1	fcho	recorded
f21r	f21r.8	f21r.8:2	kshy	recorded
f21r	f21r.8	f21r.8:3	otor	recorded
f21r	f21r.8	f21r.8:4	sheol	recorded
f21r	f21r.8	f21r.8:5	ocphal	recorded
f21r	f21r.8	f21r.8:6	opsheas	recorded
f21r	f21r.8	f21r.8:7	cthodaiin	recorded
f21r	f21r.8	f21r.8:8	oty	recorded
f21r	f21r.9	f21r.9:1	okaiin	recorded
f21r	f21r.9	f21r.9:2	sho	recorded
f21r	f21r.9	f21r.9:3	tshaiin	recorded
f21r	f21r.9	f21r.9:4	chkaiin	recorded
f21r	f21r.9	f21r.9:5	sh	recorded
f21r	f21r.9	f21r.9:6	cthey	recorded
f21r	f21r.9	f21r.9:7	cthody	recorded
f21r	f21r.9	f21r.9:8	cthy	recorded
f21r	f21r.9	f21r.9:9	s	recorded
f21r	f21r.10	f21r.10:1	totchy	recorded
f21r	f21r.10	f21r.10:2	keor	recorded
f21r	f21r.10	f21r.10:3	chy	recorded
f21r	f21r.10	f21r.10:4	ky	recorded
f21r	f21r.10	f21r.10:5	qotaiin	recorded
f21r	f21r.10	f21r.10:6	qotchol	recorded
f21r	f21r.10	f21r.10:7	ty	recorded
f21r	f21r.10	f21r.10:8	ctheey	recorded
f21r	f21r.10	f21r.10:9	otaiin	recorded
f21r	f21r.11	f21r.11:1	shol	recorded
f21r	f21r.11	f21r.11:2	chol	recorded
f21r	f21r.11	f21r.11:3	shol	recorded
f21r	f21r.11	f21r.11:4	tchol	recorded
f21r	f21r.11	f21r.11:5	chcthy	recorded
f21r	f21r.11	f21r.11:6	otyky	recorded
f21r	f21r.11	f21r.11:7	shey	recorded
f21r	f21r.11	f21r.11:8	yteol	recorded
f21r	f21r.11	f21r.11:9	shody	recorded
f21r	f21r.12	f21r.12:1	ykeey	recorded
f21r	f21r.12	f21r.12:2	chor	recorded
f21r	f21r.12	f21r.12:3	sheey	recorded
f21r	f21r.12	f21r.12:4	ysheol	recorded
