mode	record	line	locus	word	kind	rendering	row_status
A	f17r	f17r.4	f17r.4:1	tcho	OPEN	⟦tcho⟧	recorded
A	f17r	f17r.4	f17r.4:2	shol	OPEN	⟦shol⟧	recorded
A	f17r	f17r.4	f17r.4:3	qokol	OPEN	⟦qokol⟧	recorded
A	f17r	f17r.4	f17r.4:4	qor	OPEN	⟦qor⟧	recorded
A	f17r	f17r.4	f17r.4:5	olaiin	OPEN	⟦olaiin⟧	recorded
A	f17r	f17r.4	f17r.4:6	opydg	OPEN	⟦opydg⟧	recorded
A	f17r	f17r.4	f17r.4:7	som	OPEN	⟦som⟧	recorded
A	f17r	f17r.4	f17r.4:8	ypchy	OPEN	⟦ypchy⟧	recorded
A	f17r	f17r.4	f17r.4:9	ypaim	OPEN	⟦ypaim⟧	recorded
A	f17r	f17r.5	f17r.5:1	ychekchy	OPEN	⟦ychekchy⟧	recorded
A	f17r	f17r.5	f17r.5:2	cthy	MATERIAL	Pflanzengut	recorded
A	f17r	f17r.5	f17r.5:3	chor	MATERIAL	Blüten	recorded
A	f17r	f17r.5	f17r.5:4	shor	MATERIAL	Samen	recorded
A	f17r	f17r.5	f17r.5:5	cphor	OPEN	⟦cphor⟧	recorded
A	f17r	f17r.5	f17r.5:6	cphaldy	OPEN	⟦cphaldy⟧	recorded
A	f17r	f17r.5	f17r.5:7	dair	OPEN	⟦dair⟧	recorded
A	f17r	f17r.5	f17r.5:8	cthey	OPEN	⟦cthey⟧	recorded
A	f17r	f17r.5	f17r.5:9	qody	OPEN	⟦qody⟧	recorded
A	f17r	f17r.6	f17r.6:1	tsho	OPEN	⟦tsho⟧	recorded
A	f17r	f17r.6	f17r.6:2	qof	OPEN	⟦qof⟧	recorded
A	f17r	f17r.6	f17r.6:3	cho	OTHER_ASSUMPTION	Inneres	recorded
A	f17r	f17r.6	f17r.6:4	qokcheor	OPEN	⟦qokcheor⟧	recorded
A	f17r	f17r.6	f17r.6:5	cheteg	OPEN	⟦cheteg⟧	recorded
A	f21r	f21r.8	f21r.8:1	fcho	OPEN	⟦fcho⟧	recorded
A	f21r	f21r.8	f21r.8:2	kshy	OPEN	⟦kshy⟧	recorded
A	f21r	f21r.8	f21r.8:3	otor	OPEN	⟦otor⟧	recorded
A	f21r	f21r.8	f21r.8:4	sheol	OPEN	⟦sheol⟧	recorded
A	f21r	f21r.8	f21r.8:5	ocphal	OPEN	⟦ocphal⟧	recorded
A	f21r	f21r.8	f21r.8:6	opsheas	OPEN	⟦opsheas⟧	recorded
A	f21r	f21r.8	f21r.8:7	cthodaiin	OPEN	⟦cthodaiin⟧	recorded
A	f21r	f21r.8	f21r.8:8	oty	OPEN	⟦oty⟧	recorded
A	f21r	f21r.9	f21r.9:1	okaiin	MATERIAL	Ansatz	recorded
A	f21r	f21r.9	f21r.9:2	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
A	f21r	f21r.9	f21r.9:3	tshaiin	OPEN	⟦tshaiin⟧	recorded
A	f21r	f21r.9	f21r.9:4	chkaiin	OPEN	⟦chkaiin⟧	recorded
A	f21r	f21r.9	f21r.9:5	sh	OPEN	⟦sh⟧	recorded
A	f21r	f21r.9	f21r.9:6	cthey	OPEN	⟦cthey⟧	recorded
A	f21r	f21r.9	f21r.9:7	cthody	OPEN	⟦cthody⟧	recorded
A	f21r	f21r.9	f21r.9:8	cthy	MATERIAL	Pflanzengut	recorded
A	f21r	f21r.9	f21r.9:9	s	OTHER_ASSUMPTION	je	recorded
A	f21r	f21r.10	f21r.10:1	totchy	OPEN	⟦totchy⟧	recorded
A	f21r	f21r.10	f21r.10:2	keor	OPEN	⟦keor⟧	recorded
A	f21r	f21r.10	f21r.10:3	chy	OPERATION	verarbeite(cthy;Quelle=f21r.9:8;ASSUMED_SINGLE_MATERIAL)	recorded
A	f21r	f21r.10	f21r.10:4	ky	OPEN	⟦ky⟧	recorded
A	f21r	f21r.10	f21r.10:5	qotaiin	MATERIAL	abgeteilte Portion	recorded
A	f21r	f21r.10	f21r.10:6	qotchol	OPEN	⟦qotchol⟧	recorded
A	f21r	f21r.10	f21r.10:7	ty	OPEN	⟦ty⟧	recorded
A	f21r	f21r.10	f21r.10:8	ctheey	OPEN	⟦ctheey⟧	recorded
A	f21r	f21r.10	f21r.10:9	otaiin	OPEN	⟦otaiin⟧	recorded
A	f21r	f21r.11	f21r.11:1	shol	OPEN	⟦shol⟧	recorded
A	f21r	f21r.11	f21r.11:2	chol	OTHER_ASSUMPTION	trocken	recorded
A	f21r	f21r.11	f21r.11:3	shol	OPEN	⟦shol⟧	recorded
A	f21r	f21r.11	f21r.11:4	tchol	OPEN	⟦tchol⟧	recorded
A	f21r	f21r.11	f21r.11:5	chcthy	OPEN	⟦chcthy⟧	recorded
A	f21r	f21r.11	f21r.11:6	otyky	OPEN	⟦otyky⟧	recorded
A	f21r	f21r.11	f21r.11:7	shey	OPERATION	fülle ein(qotaiin;Quelle=f21r.10:5;ASSUMED_SINGLE_MATERIAL)	recorded
A	f21r	f21r.11	f21r.11:8	yteol	OPEN	⟦yteol⟧	recorded
A	f21r	f21r.11	f21r.11:9	shody	OPEN	⟦shody⟧	recorded
A	f21r	f21r.12	f21r.12:1	ykeey	OPEN	⟦ykeey⟧	recorded
A	f21r	f21r.12	f21r.12:2	chor	MATERIAL	Blüten	recorded
A	f21r	f21r.12	f21r.12:3	sheey	OPEN	⟦sheey⟧	recorded
A	f21r	f21r.12	f21r.12:4	ysheol	OPEN	⟦ysheol⟧	recorded
A	f21r	f21r.12	f21r.12:5	chor	MATERIAL	Blüten	recorded
A	f21r	f21r.12	f21r.12:6	chol	OTHER_ASSUMPTION	trocken	recorded
A	f21r	f21r.12	f21r.12:7	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f21r	f21r.12	f21r.12:8	chkaiin	OPEN	⟦chkaiin⟧	recorded
A	f32v	f32v.7	f32v.7:1	ksho	OPEN	⟦ksho⟧	recorded
A	f32v	f32v.7	f32v.7:2	cphos	OPERATION	zerreibe(NA;Quelle=NA;MISSING_MATERIAL)	recorded
A	f32v	f32v.7	f32v.7:3	she	OPERATION	lasse stehen(NA;Quelle=NA;MISSING_MATERIAL)	recorded
A	f32v	f32v.7	f32v.7:4	sheaiin	OTHER_ASSUMPTION	Standzeit	recorded
A	f32v	f32v.7	f32v.7:5	otshcho	OTHER_ASSUMPTION	kühles Inneres	recorded
A	f32v	f32v.7	f32v.7:6	r	OTHER_ASSUMPTION	danach	recorded
A	f32v	f32v.7	f32v.7:7	dain	OTHER_ASSUMPTION	kleine Dosis	recorded
A	f32v	f32v.7	f32v.7:8	shckhy	OPERATION	vermische(NA;Quelle=NA;MISSING_MATERIAL)	recorded
A	f32v	f32v.7	f32v.7:9	s	OTHER_ASSUMPTION	je	recorded
A	f32v	f32v.7	f32v.7:10	odan	MATERIAL	Rest	recorded
A	f32v	f32v.8	f32v.8:1	otchol	MATERIAL	getrocknetes Gut	recorded
A	f32v	f32v.8	f32v.8:2	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.8	f32v.8:3	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.8	f32v.8:4	ctho	MATERIAL	Pflanzenpulver	recorded
A	f32v	f32v.8	f32v.8:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.8	f32v.8:6	qotaiin	MATERIAL	abgeteilte Portion	recorded
A	f32v	f32v.8	f32v.8:7	otchy	OPERATION	entnimm(qotaiin;Quelle=f32v.8:6;ASSUMED_SINGLE_MATERIAL)	recorded
A	f32v	f32v.8	f32v.8:8	d	OPEN	⟦d⟧	recorded
A	f32v	f32v.8	f32v.8:9	shan	MATERIAL	Feinanteil	recorded
A	f32v	f32v.9	f32v.9:1	qotchy	OPERATION	siebe(shan;Quelle=f32v.8:9;ASSUMED_SINGLE_MATERIAL)	recorded
A	f32v	f32v.9	f32v.9:2	cfhy	OTHER_ASSUMPTION	Filter	recorded
A	f32v	f32v.9	f32v.9:3	skey	OPERATION	halte zurück(shan;Quelle=f32v.8:9;ASSUMED_SINGLE_MATERIAL)	recorded
A	f32v	f32v.9	f32v.9:4	chocthy	MATERIAL	Pflanzenmark	recorded
A	f32v	f32v.9	f32v.9:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.9	f32v.9:6	cthaiin	MATERIAL	Pflanzenportion	recorded
A	f32v	f32v.9	f32v.9:7	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.10	f32v.10:1	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
A	f32v	f32v.10	f32v.10:2	keol	MATERIAL	Öl	recorded
A	f32v	f32v.10	f32v.10:3	chor	MATERIAL	Blüten	recorded
A	f32v	f32v.10	f32v.10:4	chol	OTHER_ASSUMPTION	trocken	recorded
A	f32v	f32v.10	f32v.10:5	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f32v	f32v.10	f32v.10:6	cpho	OPERATION	zerstoße(chor;Quelle=f32v.10:3;ASSUMED_SINGLE_MATERIAL)	recorded
A	f32v	f32v.10	f32v.10:7	l	OPEN	⟦l⟧	recorded
A	f32v	f32v.10	f32v.10:8	cthol	MATERIAL	trockenes Pflanzengut	recorded
A	f32v	f32v.10	f32v.10:9	da	OPEN	⟦da⟧	recorded
A	f32v	f32v.10	f32v.10:10	ar	OTHER_ASSUMPTION	Anteil	recorded
A	f32v	f32v.11	f32v.11:1	ol	OTHER_ASSUMPTION	mit	recorded
A	f32v	f32v.11	f32v.11:2	sho	OTHER_ASSUMPTION	Flüssigkeit	recorded
A	f32v	f32v.11	f32v.11:3	chy	OPERATION	verarbeite(cthol;Quelle=f32v.10:8;ASSUMED_SINGLE_MATERIAL)	recorded
A	f29v	f29v.1	f29v.1:1	kooiin	MATERIAL	Wurzelgut	recorded
A	f29v	f29v.1	f29v.1:2	shor	MATERIAL	Samen	recorded
A	f29v	f29v.1	f29v.1:3	chetchy	OPERATION	zerkleinere(shor;Quelle=f29v.1:2;ASSUMED_SINGLE_MATERIAL)	recorded
A	f29v	f29v.1	f29v.1:4	ol	OTHER_ASSUMPTION	mit	recorded
A	f29v	f29v.1	f29v.1:5	ls	OPEN	⟦ls⟧	recorded
A	f29v	f29v.1	f29v.1:6	shytchy	OPERATION	benetze(cthy;Quelle=f29v.1:7;ASSUMED_SINGLE_MATERIAL)	recorded
A	f29v	f29v.1	f29v.1:7	cthy	MATERIAL	Pflanzengut	recorded
A	f29v	f29v.1	f29v.1:8	shy	OTHER_ASSUMPTION	feucht	recorded
A	f29v	f29v.1	f29v.1:9	cho	OTHER_ASSUMPTION	Inneres	recorded
A	f29v	f29v.1	f29v.1:10	shy	OTHER_ASSUMPTION	feucht	recorded
A	f29v	f29v.1	f29v.1:11	daiin	OTHER_ASSUMPTION	festgelegte Dosis	recorded
A	f29v	f29v.2	f29v.2:1	qotcheaiin	MATERIAL	abgetrenntes Feinpulver	recorded
A	f29v	f29v.2	f29v.2:2	s	OTHER_ASSUMPTION	je	recorded
A	f29v	f29v.2	f29v.2:3	chol	OTHER_ASSUMPTION	trocken	recorded
A	f29v	f29v.2	f29v.2:4	chol	OTHER_ASSUMPTION	trocken	recorded
A	f29v	f29v.2	f29v.2:5	cthy	MATERIAL	Pflanzengut	recorded
A	f29v	f29v.2	f29v.2:6	chey	OPERATION	prüfe(cthy;Quelle=f29v.2:5;ASSUMED_SINGLE_MATERIAL)	recorded
A	f29v	f29v.2	f29v.2:7	cthold	MATERIAL	Pflanzenrückstand	recorded
A	f29v	f29v.2	f29v.2:8	ytchor	MATERIAL	zerkleinerte Blüten	recorded
A	f29v	f29v.2	f29v.2:9	dary	OTHER_ASSUMPTION	Teilmenge	recorded
A	f29v	f29v.3	f29v.3:1	chol	OTHER_ASSUMPTION	trocken	recorded
A	f29v	f29v.3	f29v.3:2	chol	OTHER_ASSUMPTION	trocken	recorded
A	f29v	f29v.3	f29v.3:3	kor	OTHER_ASSUMPTION	Mörser	recorded
