source_group_id	page	reading_unit_id	source_module	visible_owner	visible_surface	local_job_id	concrete_workshop_value_de	ordering_rule	crosspage_key
A1:G001	f67r2	f67r2.1	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_01	ykshy	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G002	f67r2	f67r2.1	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_01	s	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G003	f67r2	f67r2.1	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_01	aram	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G004	f67r2	f67r2.2	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_02	ykecho	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G005	f67r2	f67r2.2	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_02	ols	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G006	f67r2	f67r2.2	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_02	eesydy	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G007	f67r2	f67r2.3	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_03	ey	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G008	f67r2	f67r2.3	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_03	shs	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G009	f67r2	f67r2.3	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_03	okar	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G010	f67r2	f67r2.4	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_04	shekchy	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G011	f67r2	f67r2.4	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_04	sykos	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G012	f67r2	f67r2.5	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_05	ykeody	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G013	f67r2	f67r2.5	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_05	okchy	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
A1:G014	f67r2	f67r2.6	M67_RIGHT_SECTORS	A1_RIGHT_SECTOR_SLOT_06	dchetay	F67_PREPARATION_CONDITION	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	SOURCE_ORDER_ONLY_NOT_CIRCLE_DIRECTION	NONE
