id	source_id	edition	page	physical_leaf	status	required_characters	observed_characters	required_first_character_count	observed_first_character_count	required_last_character_count	observed_last_character_count	same_boundary_unit	allowed_equal_boundary_lengths	contradictions	independent_confirmation_capacity
ZL3b:f10r:PEACH	PEACH	ZL3b	f10r	f10	UNKNOWN_SOURCE										0
ZL3b:f10r:POMEGRANATE	POMEGRANATE	ZL3b	f10r	f10	UNKNOWN_SOURCE										0
ZL3b:f10r:QUINCE	QUINCE	ZL3b	f10r	f10	UNKNOWN_SOURCE										0
ZL3b:f10v:PEACH	PEACH	ZL3b	f10v	f10	UNKNOWN_SOURCE										0
ZL3b:f10v:POMEGRANATE	POMEGRANATE	ZL3b	f10v	f10	UNKNOWN_SOURCE										0
ZL3b:f10v:QUINCE	QUINCE	ZL3b	f10v	f10	UNKNOWN_SOURCE										0
ZL3b:f11r:PEACH	PEACH	ZL3b	f11r	f11	UNKNOWN_SOURCE										0
ZL3b:f11r:POMEGRANATE	POMEGRANATE	ZL3b	f11r	f11	UNKNOWN_SOURCE										0
ZL3b:f11r:QUINCE	QUINCE	ZL3b	f11r	f11	UNKNOWN_SOURCE										0
ZL3b:f11v:PEACH	PEACH	ZL3b	f11v	f11	UNKNOWN_SOURCE										0
ZL3b:f11v:POMEGRANATE	POMEGRANATE	ZL3b	f11v	f11	UNKNOWN_SOURCE										0
ZL3b:f11v:QUINCE	QUINCE	ZL3b	f11v	f11	UNKNOWN_SOURCE										0
ZL3b:f13r:PEACH	PEACH	ZL3b	f13r	f13	UNKNOWN_SOURCE										0
ZL3b:f13r:POMEGRANATE	POMEGRANATE	ZL3b	f13r	f13	UNKNOWN_SOURCE										0
ZL3b:f13r:QUINCE	QUINCE	ZL3b	f13r	f13	UNKNOWN_SOURCE										0
ZL3b:f13v:PEACH	PEACH	ZL3b	f13v	f13	UNKNOWN_SOURCE										0
ZL3b:f13v:POMEGRANATE	POMEGRANATE	ZL3b	f13v	f13	UNKNOWN_SOURCE										0
ZL3b:f13v:QUINCE	QUINCE	ZL3b	f13v	f13	UNKNOWN_SOURCE										0
ZL3b:f14r:PEACH	PEACH	ZL3b	f14r	f14	UNKNOWN_SOURCE										0
ZL3b:f14r:POMEGRANATE	POMEGRANATE	ZL3b	f14r	f14	UNKNOWN_SOURCE										0
ZL3b:f14r:QUINCE	QUINCE	ZL3b	f14r	f14	UNKNOWN_SOURCE										0
ZL3b:f14v:PEACH	PEACH	ZL3b	f14v	f14	UNKNOWN_SOURCE										0
ZL3b:f14v:POMEGRANATE	POMEGRANATE	ZL3b	f14v	f14	UNKNOWN_SOURCE										0
ZL3b:f14v:QUINCE	QUINCE	ZL3b	f14v	f14	UNKNOWN_SOURCE										0
ZL3b:f15r:PEACH	PEACH	ZL3b	f15r	f15	UNKNOWN_SOURCE										0
ZL3b:f15r:POMEGRANATE	POMEGRANATE	ZL3b	f15r	f15	UNKNOWN_SOURCE										0
ZL3b:f15r:QUINCE	QUINCE	ZL3b	f15r	f15	UNKNOWN_SOURCE										0
ZL3b:f15v:PEACH	PEACH	ZL3b	f15v	f15	UNKNOWN_SOURCE										0
ZL3b:f15v:POMEGRANATE	POMEGRANATE	ZL3b	f15v	f15	UNKNOWN_SOURCE										0
ZL3b:f15v:QUINCE	QUINCE	ZL3b	f15v	f15	UNKNOWN_SOURCE										0
ZL3b:f16r:PEACH	PEACH	ZL3b	f16r	f16	UNKNOWN_SOURCE										0
ZL3b:f16r:POMEGRANATE	POMEGRANATE	ZL3b	f16r	f16	UNKNOWN_SOURCE										0
ZL3b:f16r:QUINCE	QUINCE	ZL3b	f16r	f16	UNKNOWN_SOURCE										0
ZL3b:f16v:PEACH	PEACH	ZL3b	f16v	f16	UNKNOWN_SOURCE										0
ZL3b:f16v:POMEGRANATE	POMEGRANATE	ZL3b	f16v	f16	UNKNOWN_SOURCE										0
ZL3b:f16v:QUINCE	QUINCE	ZL3b	f16v	f16	UNKNOWN_SOURCE										0
ZL3b:f17r:PEACH	PEACH	ZL3b	f17r	f17	UNKNOWN_SOURCE										0
ZL3b:f17r:POMEGRANATE	POMEGRANATE	ZL3b	f17r	f17	UNKNOWN_SOURCE										0
ZL3b:f17r:QUINCE	QUINCE	ZL3b	f17r	f17	UNKNOWN_SOURCE										0
ZL3b:f17v:PEACH	PEACH	ZL3b	f17v	f17	UNKNOWN_SOURCE										0
ZL3b:f17v:POMEGRANATE	POMEGRANATE	ZL3b	f17v	f17	UNKNOWN_SOURCE										0
ZL3b:f17v:QUINCE	QUINCE	ZL3b	f17v	f17	UNKNOWN_SOURCE										0
ZL3b:f18r:PEACH	PEACH	ZL3b	f18r	f18	UNKNOWN_SOURCE										0
ZL3b:f18r:POMEGRANATE	POMEGRANATE	ZL3b	f18r	f18	UNKNOWN_SOURCE										0
ZL3b:f18r:QUINCE	QUINCE	ZL3b	f18r	f18	UNKNOWN_SOURCE										0
ZL3b:f18v:PEACH	PEACH	ZL3b	f18v	f18	UNKNOWN_SOURCE										0
ZL3b:f18v:POMEGRANATE	POMEGRANATE	ZL3b	f18v	f18	UNKNOWN_SOURCE										0
ZL3b:f18v:QUINCE	QUINCE	ZL3b	f18v	f18	UNKNOWN_SOURCE										0
ZL3b:f19r:PEACH	PEACH	ZL3b	f19r	f19	UNKNOWN_SOURCE										0
ZL3b:f19r:POMEGRANATE	POMEGRANATE	ZL3b	f19r	f19	UNKNOWN_SOURCE										0
ZL3b:f19r:QUINCE	QUINCE	ZL3b	f19r	f19	UNKNOWN_SOURCE										0
ZL3b:f19v:PEACH	PEACH	ZL3b	f19v	f19	UNKNOWN_SOURCE										0
ZL3b:f19v:POMEGRANATE	POMEGRANATE	ZL3b	f19v	f19	UNKNOWN_SOURCE										0
ZL3b:f19v:QUINCE	QUINCE	ZL3b	f19v	f19	UNKNOWN_SOURCE										0
ZL3b:f20r:PEACH	PEACH	ZL3b	f20r	f20	UNKNOWN_SOURCE										0
ZL3b:f20r:POMEGRANATE	POMEGRANATE	ZL3b	f20r	f20	UNKNOWN_SOURCE										0
ZL3b:f20r:QUINCE	QUINCE	ZL3b	f20r	f20	UNKNOWN_SOURCE										0
ZL3b:f20v:PEACH	PEACH	ZL3b	f20v	f20	UNKNOWN_SOURCE										0
