system	family	complete_paragraphs	shared_words	status	sampled_maps	common_coherent_variants	remaining_semantic_alternatives	independent_meaning_capacity
FUNCTIONAL_001	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103r|f103r.13-f103r.15	chedy,dal,qokeey,qoky,qotedy,shey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_002	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103r|f103r.18-f103r.20	checthy,chedy,shedy,shey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_003	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103r|f103r.27-f103r.29	chedy,qokeey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_004	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103r|f103r.45-f103r.47	chedy,qokeedy,qokeey,qoteedy,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_005	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103v|f103v.17-f103v.19	chedy,lchedy,lkedy,qokal,qokeedy,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_006	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f103v|f103v.30-f103v.32	chedy,lchedy,otedy,qokeey,sar	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_007	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f104r|f104r.16-f104r.18	chedy,qokedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_008	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f104r|f104r.43-f104r.45	chedy,dal,otaiin,qokchedy,qokeedy,qokeey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_009	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f104v|f104v.6-f104v.7	chedy,shedy,sol	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_010	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f104v|f104v.29-f104v.31	chedy,qokeey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_011	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f105r|f105r.11-f105r.13	chedy,dal,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_012	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f105r|f105r.35-f105r.37	chedy,otaiin,qokal	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_013	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f105v|f105v.5-f105v.7	chedy,otedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_014	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f106r|f106r.1-f106r.3	ched,chedy,lchedy,otchedy,qokeedy,qotedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_015	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f106r|f106r.18-f106r.21	chedy,otchedy,qokchedy,qokeedy,qokeey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_016	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f106v|f106v.28-f106v.31	chedy,otaiin,qokeedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_017	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f106v|f106v.34-f106v.36	chedy,otor,qokeey,shdy,sol	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_019	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f107r|f107r.24-f107r.26	chedy,qokal,shey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_020	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f107r|f107r.45-f107r.47	chedy,otaiin,qokeedy,sar	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_021	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f107v|f107v.29-f107v.31	chedy,otaiin,qokchedy,qokeedy,qokeey,qoky	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_022	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f107v|f107v.37-f107v.40	chedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_023	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f108r|f108r.5-f108r.7	chedy,otedy,qokchedy,qokedy,qokeedy,qokeey,qotedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_024	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f108r|f108r.14-f108r.16	chedy,dal,qokal,qokeey,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_025	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f108r|f108r.31-f108r.34	chedy,otedy,qokal,qokedy,qokeedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_026	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f108r|f108r.45-f108r.47	ched,chedy,dal,lchedy,otedy,qokedy,qokeedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_027	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f108v|f108v.12-f108v.14	chedy,qokedy,qokeedy,qokeey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_028	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f111r|f111r.48-f111r.50	chedy,lchedy,qokeedy,qokeey,shecthy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_029	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f111v|f111v.31-f111v.33	chedy,ldy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_030	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112r|f112r.23-f112r.26	chedy,lkedy,otedy,qokedy,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_031	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112r|f112r.27-f112r.30	chedy,qokedy,qokeedy,qokeey,sar	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_032	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112r|f112r.31-f112r.33	ched,chedy,lchedy,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_033	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112r|f112r.34-f112r.36	chedy,otedy,qoky,qotedy,sain	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_034	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112v|f112v.11-f112v.14	chedy,otchedy,qokeedy,sain	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_035	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112v|f112v.32-f112v.35	chedy,otaiin,qokedy,qokeedy,saiin	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_036	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f112v|f112v.36-f112v.38	chedy,lkedy,otaiin,qokeedy,qotedy,sain,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_037	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f113r|f113r.1-f113r.3	ched,chedy,qokedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_038	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f113r|f113r.42-f113r.44	chedy,lkedy,otchedy,qokchedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_039	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f113v|f113v.47-f113v.49	chedy,ldy,otaiin,qokeey,shey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_040	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f114r|f114r.32-f114r.34	chedy,dal,otaiin,saiin	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_041	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f114v|f114v.8-f114v.10	chedain,chedy,qokedy,qoteedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_042	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f114v|f114v.29-f114v.32	chedy,otaiin	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_043	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f115r|f115r.1-f115r.3	chedy,otedy,qoky,shedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_044	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f115r|f115r.10-f115r.12	chedy,tchedy	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_045	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f115r|f115r.19-f115r.21	chedy,qokchedy,qoky,shey	UNSAT	0	0	NONE_BY_GRAMMAR	0
FUNCTIONAL_046	FUNCTIONAL	ZL3b|f83r|f83r.18-f83r.24;ZL3b|f115v|f115v.8-f115v.10	chedy,saiin	UNSAT	0	0	NONE_BY_GRAMMAR	0
