edition	block	locus	source_group_id	source_group_index	source_group_count	within_line_position	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G004	4	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G008	8	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G009	9	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chepaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G010	10	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G011	11	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G012	12	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G013	13	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G014	14	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchas
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G015	15	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G016	16	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olkaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G017	17	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G018	18	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	aloees
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G019	19	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G020	20	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qotedaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G021	21	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G030	30	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	aiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G034	34	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaiin
ZL3b	N	f85r2.2	ZL3b|f85r2.2|G004	4	5	interior	1	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	aiin
ZL3b	E	f85r2.8	ZL3b|f85r2.8|G001	1	6	first	0	0	LINE_START	DEFINITE_SPACE	otchedy
ZL3b	E	f85r2.11	ZL3b|f85r2.11|G002	2	4	interior	0	1	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	aiin
ZL3b	S	f85r2.14	ZL3b|f85r2.14|G003	3	4	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	aiin
ZL3b	S	f85r2.15	ZL3b|f85r2.15|G003	3	5	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chedy
ZL3b	W	f85r2.19	ZL3b|f85r2.19|G005	5	5	last	0	0	DEFINITE_SPACE	LINE_END	chedy
ZL3b	W	f85r2.20	ZL3b|f85r2.20|G002	2	8	interior	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	aiin
ZL3b	W	f85r2.22	ZL3b|f85r2.22|G002	2	8	interior	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	ar
ZL3b	W	f85r2.22	ZL3b|f85r2.22|G007	7	8	interior	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	aiin
