edition	candidate	P_status	P_agree	P_contradictions	P_unknown	C_status	component_matching_size	component_upper_matching_size	component_atoms	empty_component_domains	unknown_source_rows	physical_leaves	independent_confirmation_leaves
ZL3b	F00	CONTRADICTED	227	4	120	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F01	CONTRADICTED	227	4	120	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F02	CONTRADICTED	208	2	141	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F03	CONTRADICTED	207	3	141	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F04	CONTRADICTED	206	4	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F05	CONTRADICTED	227	4	120	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F06	CONTRADICTED	206	4	141	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F07	CONTRADICTED	228	3	120	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F08	CONTRADICTED	229	2	120	P_CONTRADICTED	0	1	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F09	CONTRADICTED	206	4	141	P_CONTRADICTED	0	1	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F10	CONTRADICTED	206	4	141	P_CONTRADICTED	0	0	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F11	CONTRADICTED	206	4	141	P_CONTRADICTED	0	1	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F12	CONTRADICTED	206	4	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F13	CONTRADICTED	206	4	141	P_CONTRADICTED	0	1	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F14	CONTRADICTED	206	4	141	P_CONTRADICTED	0	1	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F15	CONTRADICTED	207	3	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F16	CONTRADICTED	228	3	120	P_CONTRADICTED	0	4	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F17	CONTRADICTED	208	2	141	P_CONTRADICTED	0	3	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F18	CONTRADICTED	206	4	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F19	CONTRADICTED	207	3	141	P_CONTRADICTED	1	2	11	ACQUIRE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F20	CONTRADICTED	207	3	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
ZL3b	F21	CONTRADICTED	208	2	141	P_CONTRADICTED	0	2	11	ACQUIRE,REMOVE,DESTROY,ESTABLISH,SEPARATE,BE_WELL_RECEIVED,ARG_WOMAN_EXPLICIT,ARG_MAN_EXPLICIT,LOVE,TWO_EXPLICIT,ILLNESS	22	1	0
