edition	locus	legacy_root_sequence	raw_groups	literal_known	root_known	units	literal_unknown_reasons	root_unknown_reasons
ZL3b	f69v.4	ok ar	okeey sar	0	0		UNCERTAIN_INTERNAL_SEAM	UNCERTAIN_INTERNAL_SEAM
ZL3b	f69v.5	ok+o	okeo dy	0	0		UNCERTAIN_INTERNAL_SEAM	UNCERTAIN_INTERNAL_SEAM,LEGACY_ROOT_GROUP_COUNT_MISMATCH
ZL3b	f69v.6	o+Hok	ochoyk	1	1	Hok,o		
ZL3b	f69v.7	e	ykeey	1	1	e		
ZL3b	f69v.8	or	ytory	1	1	or		
ZL3b	f69v.9	oees	oeesy	1	1	oees		
ZL3b	f69v.10	od	ytody	1	1	od		
ZL3b	f69v.11	ok+od	okody	1	1	od,ok		
ZL3b	f69v.12	ot+od	otody	1	1	od,ot		
ZL3b	f69v.13	ok	oke[a:o]l	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH
ZL3b	f69v.14	ok+od	okeod	1	1	od,ok		
ZL3b	f69v.15	otees	oteeys	1	1	otees		
ZL3b	f69v.16	ot+ol	oteol	1	1	ol,ot		
ZL3b	f69v.17	ed	ykeydy	1	1	ed		
ZL3b	f69v.18	ok+od	okeod	1	1	od,ok		
ZL3b	f69v.19	ar	saral	1	1	ar		
ZL3b	f69v.20	aiir	saiir	1	1	aiir		
ZL3b	f69v.21	ok+ol	okolar	1	1	ok,ol		
ZL3b	f69v.22	e+od	ykeody	1	1	e,od		
ZL3b	f69v.23	ar+d	sarydy	1	1	ar,d		
ZL3b	f69v.24	ot+H	otchy	1	1	H,ot		
ZL3b	f69v.25	ok	okeey dy	0	0		UNCERTAIN_INTERNAL_SEAM	UNCERTAIN_INTERNAL_SEAM,LEGACY_ROOT_GROUP_COUNT_MISMATCH
ZL3b	f69v.26	ok d	okey [d:g]	0	0		NONLITERAL_RAW_GROUP,UNCERTAIN_INTERNAL_SEAM	NONLITERAL_RAW_GROUP,UNCERTAIN_INTERNAL_SEAM,LEGACY_SURFACE_MISMATCH
ZL3b	f69v.27	ok+od	okeod	1	1	od,ok		
ZL3b	f69v.28	ok+od+H	okodchy	1	1	H,od,ok		
ZL3b	f69v.29	ok+od	okeody	1	1	od,ok		
ZL3b	f69v.30	ok+Hes	okchey[s:r]	0	0		NONLITERAL_RAW_GROUP	NONLITERAL_RAW_GROUP,LEGACY_SURFACE_MISMATCH
ZL3b	f69v.31	o al+s	oar alys	1	1	al,o,s		
IT2a	f69v.4	ok+H ar	okchy sar	1	1	H,ar,ok		
IT2a	f69v.5	ok+o	okeo dy	1	0			LEGACY_ROOT_GROUP_COUNT_MISMATCH
IT2a	f69v.6	o+Hok	ochoyk	1	1	Hok,o		
IT2a	f69v.7	e	ykeey	1	1	e		
IT2a	f69v.8	ar	ytary	1	1	ar		
IT2a	f69v.9	oees	oeesa	1	1	oees		
IT2a	f69v.10	od	ytody	1	1	od		
IT2a	f69v.11	ok+od	okody	1	1	od,ok		
IT2a	f69v.12	ot+od	otody	1	1	od,ot		
IT2a	f69v.13	ok+ol	okeol	1	1	ok,ol		
IT2a	f69v.14	ok+od	okeod	1	1	od,ok		
IT2a	f69v.15	otees	oteeys	1	1	otees		
IT2a	f69v.16	ot+ol	oteol	1	1	ol,ot		
IT2a	f69v.17	ed	ykeydy	1	1	ed		
IT2a	f69v.18	ok+od	okeod	1	1	od,ok		
IT2a	f69v.19	ar	saral	1	1	ar		
IT2a	f69v.20	aiir	saiir	1	1	aiir		
IT2a	f69v.21	ok+ol	okolar	1	1	ok,ol		
