property_id	free_selected_representation	voynich_selected_representation	free_pre_suite_decoder_count	voynich_pre_suite_decoder_count	free_passing_worlds	voynich_passing_worlds	w10_veto_failed_route_count	qualified_decoder_count	classification
ALTERNATIVE_RELATION	NO_SELECTION	NO_SELECTION	0	0			8	0	SEMANTICS_LIGHT_FALSE_POSITIVE
CONSTRUCTION_CLASS	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
COORDINATOR_RELATION	NO_SELECTION	NO_SELECTION	0	0			8	0	SEMANTICS_LIGHT_FALSE_POSITIVE
CURRENT_PRODUCTIVE_COMPONENT	INFERRED_COMPONENTS	NO_SELECTION	1	0	W02|W09		6	0	SEMANTICS_LIGHT_FALSE_POSITIVE
CURRENT_SHARED_MEANING	NO_SELECTION	NO_SELECTION	0	0			2	0	SEMANTICS_LIGHT_FALSE_POSITIVE
ENTITY_REUSE_ANTECEDENT	NO_SELECTION	NO_SELECTION	0	0			8	0	SEMANTICS_LIGHT_FALSE_POSITIVE
ENTITY_REUSE_PRESENT	RECORD_TOPOLOGY	RECORD_TOPOLOGY	1	1	W02|W03|W04|W05|W07|W08|W09	W02|W03|W04|W05|W07|W08|W09	0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
FOSSILIZED_MORPHOLOGY	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
FOSSIL_COMPONENT	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
FUNCTION_OPERATOR_CLASS	NO_SELECTION	NO_SELECTION	0	0			10	0	SEMANTICS_LIGHT_FALSE_POSITIVE
GENERIC_RELATION	NO_SELECTION	NO_SELECTION	0	0			8	0	SEMANTICS_LIGHT_FALSE_POSITIVE
HISTORICAL_ANCESTRY	HOST_LIKE	HOST_LIKE	1	1	W02|W05|W09	W02|W05|W09	0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
LEXICAL_IDENTITY	FULL_GROUP	FULL_GROUP	4	4	W01|W02|W03|W04|W05|W07|W08|W09	W01|W02|W03|W04|W05|W07|W08|W09	0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
MORPHOLOGY_ANALYSIS	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
PRODUCTIVE_MORPHOLOGY	NO_SELECTION	NO_SELECTION	0	0			6	0	SEMANTICS_LIGHT_FALSE_POSITIVE
RECORD_SCHEMA	RECORD_TOPOLOGY	RECORD_TOPOLOGY	1	2	W01|W02|W03|W06	W01|W02|W03|W06|W08	0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
REFERENCE_ANAPHORA	NO_SELECTION	NO_SELECTION	0	0			8	0	SEMANTICS_LIGHT_FALSE_POSITIVE
REGISTER_REALIZATION	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
SCOPE	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
SEMANTIC_CATEGORY	NO_SELECTION	NO_SELECTION	0	0			6	0	SEMANTICS_LIGHT_FALSE_POSITIVE
SEMANTIC_ENTITY_IDENTITY	NO_SELECTION	NO_SELECTION	0	0			4	0	SEMANTICS_LIGHT_FALSE_POSITIVE
STATE_AFTER_IDENTITY	COMPOSITE_STATE	COMPOSITE_STATE	1	1	W04|W07|W09	W04|W07|W09	0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
STATE_BEFORE_IDENTITY	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
STATE_TRANSITION_IDENTITY	NO_SELECTION	NO_SELECTION	0	0			0	0	CURRENT_DECODER_INSTRUMENT_FALSE_NEGATIVE
TEMPORAL_STATE_GATE	NO_SELECTION	NO_SELECTION	0	0			4	0	SEMANTICS_LIGHT_FALSE_POSITIVE
ACTUAL_LEXICAL_MEANING	NOT_SCORED	NOT_SCORED	0	0			0	0	REQUIRES_EXTERNAL_GROUNDING
