language	page	physical_folio	locus	chunk_index	word	run_support	run_fraction	units
middle_high_german	f23r	f23	f23r.1	0	geschach	6	1.0	p y d C d o m
middle_high_german	f30v	f30	f30v.3	7	geschach	6	1.0	C t o y
middle_high_german	f103r	f103	f103r.5	0	geschach	5	0.8333333333333334	p o C ar al
middle_high_german	f108r	f108	f108r.40	8	geschach	5	0.8333333333333334	C K o m
middle_high_german	f113r	f113	f113r.11	3	geschach	5	0.8333333333333334	C ok eol Se o
middle_high_german	f113r	f113	f113r.5	8	geschach	5	0.8333333333333334	C d o
middle_high_german	f113v	f113	f113v.1	10	geschach	5	0.8333333333333334	C s o m oky
middle_high_german	f113v	f113	f113v.33	9	geschach	5	0.8333333333333334	o f C r
middle_high_german	f114r	f114	f114r.10	1	geschach	5	0.8333333333333334	C d o daN
middle_high_german	f115v	f115	f115v.19	3	geschach	5	0.8333333333333334	C ot o
middle_high_german	f115v	f115	f115v.2	0	geschach	5	0.8333333333333334	yk E o C ody
middle_high_german	f30r	f30	f30r.10	4	geschach	5	0.8333333333333334	C T o
middle_high_german	f30r	f30	f30r.5	0	geschach	5	0.8333333333333334	C ok o
middle_high_german	f45r	f45	f45r.1	8	geschach	5	0.8333333333333334	o f C ar
middle_high_german	f45v	f45	f45v.1	1	geschach	5	0.8333333333333334	C k o
middle_high_german	f45v	f45	f45v.5	6	sprach	5	0.8333333333333334	d ol p y
middle_high_german	f47v	f47	f47v.6	3	geschach	5	0.8333333333333334	d o C od
middle_high_german	f85r2	f85	f85r2.24	1	geschach	5	0.8333333333333334	o C ar
middle_high_german	f90r1	f90	f90r1.6	4	geschach	5	0.8333333333333334	ok e os C s o
old_italian	f1r	f1	f1r.23	0	rispuose	5	0.8333333333333334	y d o I
old_italian	f1r	f1	f1r.3	5	rispuose	5	0.8333333333333334	T o ar y
old_italian	f1r	f1	f1r.7	2	rispuose	5	0.8333333333333334	P o y
old_italian	f1r	f1	f1r.7	3	rispuose	5	0.8333333333333334	o y dar
old_italian	f103r	f103	f103r.11	8	rispuose	5	0.8333333333333334	ot o y
old_italian	f103v	f103	f103v.10	5	rispuose	5	0.8333333333333334	o y
old_italian	f103v	f103	f103v.19	3	inferno	5	0.8333333333333334	C al k ar
old_italian	f105r	f105	f105r.18	0	rispuose	5	0.8333333333333334	Se o y
old_italian	f105r	f105	f105r.21	0	rispuose	5	0.8333333333333334	y Ce o
old_italian	f105r	f105	f105r.32	0	rispuose	5	0.8333333333333334	y Ce o Cy
old_italian	f105r	f105	f105r.35	11	rispuose	5	0.8333333333333334	o f or y
old_italian	f105r	f105	f105r.4	8	rispuose	5	0.8333333333333334	o y
old_italian	f105v	f105	f105v.2	6	inferno	5	0.8333333333333334	C k ar
old_italian	f105v	f105	f105v.36	8	rispuose	5	0.8333333333333334	o y
old_italian	f105v	f105	f105v.7	0	rispuose	5	0.8333333333333334	y CE o
old_italian	f108r	f108	f108r.31	4	rispuose	5	0.8333333333333334	qok o y
old_italian	f108v	f108	f108v.30	1	rispuose	5	0.8333333333333334	qok e o y
old_italian	f108v	f108	f108v.6	4	rispuose	5	0.8333333333333334	l o e t y
old_italian	f111r	f111	f111r.25	7	rispuose	5	0.8333333333333334	o y
old_italian	f111v	f111	f111v.32	2	inferno	5	0.8333333333333334	C k ar
old_italian	f111v	f111	f111v.43	0	rispuose	5	0.8333333333333334	y Ce o daN
old_italian	f111v	f111	f111v.49	0	rispuose	5	0.8333333333333334	s o i r y
old_italian	f113r	f113	f113r.14	0	rispuose	5	0.8333333333333334	y Ce o
old_italian	f113r	f113	f113r.14	4	rispuose	5	0.8333333333333334	qok Se o y
old_italian	f113r	f113	f113r.20	6	rispuose	5	0.8333333333333334	P o y
old_italian	f113r	f113	f113r.29	0	rispuose	5	0.8333333333333334	y S E o aN
old_italian	f113r	f113	f113r.37	3	rispuose	5	0.8333333333333334	Se o P y
old_italian	f113r	f113	f113r.46	3	inferno	5	0.8333333333333334	C k al k ar
old_italian	f113r	f113	f113r.51	6	rispuose	5	0.8333333333333334	l o ar y
old_italian	f113v	f113	f113v.1	7	rispuose	5	0.8333333333333334	Cey k E o y
old_italian	f113v	f113	f113v.27	0	rispuose	5	0.8333333333333334	y CE ol CE o
old_italian	f114r	f114	f114r.26	0	rispuose	5	0.8333333333333334	y CE o daN
old_italian	f114r	f114	f114r.26	8	rispuose	5	0.8333333333333334	air o y
old_italian	f114r	f114	f114r.35	1	rispuose	5	0.8333333333333334	air o y
old_italian	f114r	f114	f114r.8	8	rispuose	5	0.8333333333333334	o P y
old_italian	f114v	f114	f114v.12	9	rispuose	5	0.8333333333333334	dar y o g
old_italian	f114v	f114	f114v.23	7	rispuose	5	0.8333333333333334	ot o y dy
old_italian	f114v	f114	f114v.40	1	rispuose	5	0.8333333333333334	Ce o y
old_italian	f114v	f114	f114v.41	1	rispuose	5	0.8333333333333334	o o y
old_italian	f114v	f114	f114v.6	7	rispuose	5	0.8333333333333334	q e p o e p y
old_italian	f115r	f115	f115r.14	0	rispuose	5	0.8333333333333334	y CE or CE o
old_italian	f115r	f115	f115r.15	0	rispuose	5	0.8333333333333334	y Ce o
old_italian	f115r	f115	f115r.26	0	rispuose	5	0.8333333333333334	k Se o ar y
old_italian	f115r	f115	f115r.27	0	rispuose	5	0.8333333333333334	y S E o
old_italian	f115r	f115	f115r.42	2	inferno	5	0.8333333333333334	C k ar
old_italian	f115v	f115	f115v.37	6	inferno	5	0.8333333333333334	C k ai dar ar al
old_italian	f116r	f116	f116r.38	4	inferno	5	0.8333333333333334	C k ar
old_italian	f18r	f18	f18r.1	2	rispuose	5	0.8333333333333334	y o ar
old_italian	f18v	f18	f18v.8	2	rispuose	5	0.8333333333333334	P o y
old_italian	f23r	f23	f23r.1	0	rispuose	5	0.8333333333333334	p y d C d o m
old_italian	f23v	f23	f23v.5	3	rispuose	5	0.8333333333333334	o al dar y
old_italian	f28r	f28	f28r.5	5	rispuose	5	0.8333333333333334	ok o y
old_italian	f30v	f30	f30v.3	7	rispuose	5	0.8333333333333334	C t o y
old_italian	f30v	f30	f30v.8	0	rispuose	5	0.8333333333333334	o y Sy
old_italian	f33v	f33	f33v.6	0	rispuose	5	0.8333333333333334	y Ce o
old_italian	f52r	f52	f52r.1	1	rispuose	5	0.8333333333333334	y P k o
old_italian	f53r	f53	f53r.8	7	rispuose	5	0.8333333333333334	yt o y d
old_italian	f53v	f53	f53v.13	0	rispuose	5	0.8333333333333334	y K o daN
old_italian	f85r1	f85	f85r1.12	4	rispuose	5	0.8333333333333334	o E s e ar y
old_italian	f85r1	f85	f85r1.2	0	rispuose	5	0.8333333333333334	y o N
