page	physical_folio	locus	chunk_index	section	units	decoded_seed_11	decoded_seed_29	decoded_seed_47	decoded_seed_71	decoded_seed_89	decoded_seed_107
f1r	f1	f1r.1	0	T	f a Cy s	ilgia convien	sie altre	le comincio	ecio quelle	ina quando	ne questa
f1r	f1	f1r.1	1	T	yk al	che	vole	chi	men poscia	chi sovra	man questi
f1r	f1	f1r.1	2	T	ar	inferno	inferno	sovra	che	quello	quanto
f1r	f1	f1r.1	3	T	a t aN	lcortra	i questi era	l alcuna che	cordel	consi	perdel
f1r	f1	f1r.1	4	T	Sol	e	la	col	a	gia	a
f1r	f1	f1r.1	5	T	S or y	par quella quando	presso come maestro	volse si rispuose	di alcuna dicendo	questi dicendo rispuose	presso tutta rispuose
f1r	f1	f1r.1	6	T	T r e s	viera questi convien	lell altre	sua comincio	tora quello quelle	lor quando	in questa
f1r	f1	f1r.1	7	T	y	quando	maestro	rispuose	dicendo	rispuose	rispuose
f1r	f1	f1r.1	8	T	k or	dicendo quella	quanto come	quelli si	inferno alcuna	quanto dicendo	inferno tutta
f1r	f1	f1r.1	9	T	Sol dy	econ	lasta	coltro	agia	giatre	ai
f1r	f1	f1r.2	0	T	s or y	convien quella quando	altre come maestro	comincio si rispuose	quelle alcuna dicendo	quando dicendo rispuose	questa tutta rispuose
f1r	f1	f1r.2	1	T	K ar	o inferno	l inferno	l sovra	s che	i quello	men quanto
f1r	f1	f1r.2	2	T	or y	quella quando	come maestro	si rispuose	alcuna dicendo	dicendo rispuose	tutta rispuose
f1r	f1	f1r.2	3	T	k air	dicendo suo	quanto i	quelli ma	inferno i	quanto a	inferno o
f1r	f1	f1r.2	4	T	C t aN	perche cortra	dicendo questi era	questa alcuna che	quanto cordel	inferno consi	comincio perdel
f1r	f1	f1r.2	5	T	S ar	par inferno	presso inferno	volse sovra	di che	questi quello	presso quanto
f1r	f1	f1r.2	6	T	a s e	l convien questi	i altre	l comincio	quelle quello	quando	questa
f1r	f1	f1r.2	7	T	T ar	vi inferno	l inferno	su sovra	tor che	l quello	quanto
f1r	f1	f1r.2	8	T	T ar d a n	vi inferno questa la	l inferno quelli in	su sovra quanto lo	tor che altrui o	l quello quelli o	quanto quelli tu
f1r	f1	f1r.3	0	T	s y ai i r	convien quando siera	altre maestro presell	comincio rispuose tra	quelle dicendo ina	quando rispuose ascor	questa rispuose orestin
f1r	f1	f1r.3	1	T	Se ky	sani	tro	veri	dee	tercia	sta
f1r	f1	f1r.3	2	T	or	quella	come	si	alcuna	dicendo	tutta
f1r	f1	f1r.3	3	T	yk aN	tra	volera	che	mendel	chisi	mandel
f1r	f1	f1r.3	4	T	S od	par	presso com	volse	diser	questi er	presso non
f1r	f1	f1r.3	5	T	T o ar y	vi rispuose inferno quando	l convien inferno maestro	su maestro sovra rispuose	tor rispuose che dicendo	l comincio quello rispuose	quando quanto rispuose
f1r	f1	f1r.3	6	T	T e s	vi questi convien	l altre	su comincio	tor quello quelle	l quando	questa
f1r	f1	f1r.3	7	T	dar aN	netra	lorera	eche	giudel	giusi	tordel
f1r	f1	f1r.3	8	T	s y	convien quando	altre maestro	comincio rispuose	quelle dicendo	quando rispuose	questa rispuose
f1r	f1	f1r.4	0	T	s o N	convien rispuose i	altre convien	comincio maestro i	quelle rispuose o	quando comincio i	questa quando a
f1r	f1	f1r.4	1	T	ot Ey	lor	pera	pare	vera	mena	vero
f1r	f1	f1r.4	2	T	ot e os r ol oty	questi staera tanto l	personell altro i	paraa quando l	ver quello stia disse re	mentrior questa l	vertiin quella l
f1r	f1	f1r.4	3	T	T i ar daN	vii inferno e	ls inferno si	sur sovra e	torn che e	lc quello le	est quanto di
f1r	f1	f1r.4	4	T	okaN	o	d	d	a	i	d
f1r	f1	f1r.4	5	T	or	quella	come	si	alcuna	dicendo	tutta
f1r	f1	f1r.4	6	T	ok a n	verla	verin	lo	pero	pero	chitu
f1r	f1	f1r.5	0	T	s air y	convien suo quando	altre i maestro	comincio ma rispuose	quelle i dicendo	quando a rispuose	questa o rispuose
