language	unit	primary_modal_category	primary_category_fraction	primary_modal_output	primary_exact_fraction	all_configs_modal_category	all_configs_category_fraction	all_configs_modal_output	all_configs_exact_fraction
middle_high_german	ol	W	1.0	sprach	0.3333333333333333	W	1.0	sprach	0.25
middle_high_german	y	W	1.0	vrouuuen	0.3333333333333333	W	1.0	geschach	0.25
middle_high_german	C	W	1.0	geschach	0.3333333333333333	W	0.9166666666666666	geschach	0.16666666666666666
middle_high_german	ar	W	0.8333333333333334	uuaere	0.3333333333333333	W	0.9166666666666666	uuaere	0.16666666666666666
middle_high_german	or	W	1.0	geuuan	0.16666666666666666	W	0.9166666666666666	vrouuue	0.16666666666666666
middle_high_german	s	W	1.0	geriten	0.16666666666666666	W	0.9166666666666666	uuolde	0.16666666666666666
middle_high_german	aN	S	0.8333333333333334	und	0.3333333333333333	S	0.9166666666666666	und	0.25
middle_high_german	d	W	1.0	sprach	0.3333333333333333	W	0.9166666666666666	sprach	0.16666666666666666
middle_high_german	o	W	1.0	geschach	0.5	W	1.0	geschach	0.3333333333333333
middle_high_german	ok	S	0.3333333333333333		0.3333333333333333	S	0.5833333333333334	ger	0.16666666666666666
middle_high_german	ot	S	0.6666666666666666		0.3333333333333333	S	0.75		0.25
middle_high_german	k	W	0.8333333333333334	uue	0.16666666666666666	W	0.8333333333333334	under	0.16666666666666666
middle_high_german	al	W	0.6666666666666666	uuolde	0.16666666666666666	W	0.6666666666666666	schoene	0.16666666666666666
middle_high_german	S	S	0.5	der	0.16666666666666666	S	0.5	ritter	0.16666666666666666
middle_high_german	t	N	0.5		0.5	S	0.3333333333333333		0.3333333333333333
middle_high_german	Ce	W	0.3333333333333333		0.3333333333333333	S	0.4166666666666667		0.3333333333333333
middle_high_german	qok	S	0.6666666666666666	ver	0.5	S	0.8333333333333334	ver	0.3333333333333333
middle_high_german	daN	S	1.0	des	0.3333333333333333	S	1.0	des	0.25
middle_high_german	Cedy	S	1.0	und	0.3333333333333333	S	1.0	und	0.16666666666666666
middle_high_german	qot	S	0.5		0.5	S	0.6666666666666666		0.25
middle_high_german	e	N	0.5		0.5	N	0.4166666666666667		0.4166666666666667
middle_high_german	Cy	S	1.0	gen	0.16666666666666666	S	0.9166666666666666	ste	0.16666666666666666
middle_high_german	E	S	0.6666666666666666		0.3333333333333333	N	0.5		0.5
middle_high_german	l	S	0.8333333333333334	sin	0.3333333333333333	S	0.8333333333333334	gen	0.25
middle_high_german	ody	S	1.0	ten	0.16666666666666666	S	1.0	eit	0.16666666666666666
middle_high_german	dy	S	1.0	ich	0.16666666666666666	S	0.9166666666666666	ich	0.16666666666666666
middle_high_german	aI	S	1.0	ste	0.3333333333333333	S	0.8333333333333334	ste	0.16666666666666666
middle_high_german	p	N	0.8333333333333334		0.8333333333333334	N	0.9166666666666666		0.9166666666666666
middle_high_german	Se	S	1.0	ges	0.16666666666666666	S	0.8333333333333334	sin	0.16666666666666666
middle_high_german	Col	S	1.0	dar	0.3333333333333333	S	1.0	dar	0.25
middle_high_german	Cey	S	1.0	er	0.3333333333333333	S	1.0	er	0.16666666666666666
middle_high_german	Ey	S	0.6666666666666666	n	0.16666666666666666	S	0.5833333333333334	e	0.3333333333333333
middle_high_german	ey	L	0.5	e	0.3333333333333333	L	0.5	e	0.3333333333333333
middle_high_german	Edy	L	0.5	e	0.3333333333333333	L	0.5833333333333334	e	0.3333333333333333
middle_high_german	edy	L	0.5	n	0.3333333333333333	L	0.5	e	0.3333333333333333
middle_high_german	od	S	0.6666666666666666	ide	0.16666666666666666	S	0.6666666666666666		0.25
middle_high_german	Sedy	S	1.0	daz	0.3333333333333333	S	1.0	daz	0.16666666666666666
middle_high_german	am	S	1.0	nie	0.3333333333333333	S	1.0	nie	0.16666666666666666
middle_high_german	olk	L	0.6666666666666666	i	0.3333333333333333	L	0.5833333333333334	i	0.4166666666666667
middle_high_german	yk	N	0.5		0.5	N	0.4166666666666667		0.4166666666666667
middle_high_german	Cor	S	1.0	die	0.16666666666666666	S	1.0	mit	0.16666666666666666
middle_high_german	yt	N	0.5		0.5	N	0.5833333333333334		0.5833333333333334
middle_high_german	r	L	0.5	e	0.16666666666666666	L	0.5	e	0.16666666666666666
middle_high_german	qo	S	0.6666666666666666	man	0.3333333333333333	S	0.75	man	0.16666666666666666
middle_high_german	Co	S	1.0	uua	0.3333333333333333	S	0.9166666666666666	uua	0.16666666666666666
middle_high_german	dal	S	1.0	ers	0.3333333333333333	S	1.0	ers	0.16666666666666666
middle_high_german	T	L	0.6666666666666666	s	0.3333333333333333	L	0.5		0.25
middle_high_german	dar	S	0.8333333333333334	den	0.16666666666666666	S	0.6666666666666666	e	0.25
middle_high_german	Cdy	S	1.0	als	0.3333333333333333	S	0.9166666666666666	als	0.16666666666666666
middle_high_german	a	L	0.8333333333333334	e	0.3333333333333333	L	0.6666666666666666	e	0.3333333333333333
middle_high_german	Ky	L	0.8333333333333334	t	0.5	L	0.6666666666666666	t	0.4166666666666667
middle_high_german	ai	L	0.8333333333333334	i	0.3333333333333333	L	0.8333333333333334	i	0.25
middle_high_german	air	S	0.6666666666666666	t	0.16666666666666666	L	0.5833333333333334	e	0.4166666666666667
middle_high_german	Ty	L	0.8333333333333334	t	0.5	L	0.75	t	0.25
middle_high_german	K	L	0.8333333333333334	i	0.3333333333333333	L	0.9166666666666666	l	0.25
middle_high_german	Sey	L	0.5	e	0.3333333333333333	S	0.5833333333333334	t	0.25
middle_high_german	N	L	0.8333333333333334	n	0.5	L	0.9166666666666666	n	0.3333333333333333
middle_high_german	f	N	0.5		0.5	N	0.5833333333333334		0.5833333333333334
middle_high_german	ky	L	0.8333333333333334	e	0.3333333333333333	L	0.75	t	0.25
middle_high_german	So	S	0.6666666666666666	e	0.3333333333333333	S	0.75	sol	0.16666666666666666
middle_high_german	qokaI	D	1.0	pp	0.6666666666666666	D	0.5833333333333334	pp	0.3333333333333333
middle_high_german	i	L	0.6666666666666666		0.16666666666666666	L	0.8333333333333334	i	0.25
middle_high_german	op	N	0.5		0.5	L	0.5833333333333334		0.4166666666666667
middle_high_german	Sol	S	0.8333333333333334	mir	0.16666666666666666	S	0.8333333333333334	ane	0.16666666666666666
middle_high_german	qokaN	D	0.6666666666666666	ff	0.3333333333333333	D	0.5833333333333334	ff	0.25
middle_high_german	qokEdy	D	0.8333333333333334	ff	0.5	D	0.75	ff	0.4166666666666667
middle_high_german	qokal	L	0.8333333333333334	r	0.16666666666666666	L	0.9166666666666666	r	0.25
middle_high_german	qokedy	L	0.6666666666666666	z	0.3333333333333333	L	0.4166666666666667	pp	0.25
middle_high_german	CE	L	0.8333333333333334	s	0.16666666666666666	L	0.9166666666666666	r	0.25
middle_high_german	Sy	S	0.6666666666666666	t	0.3333333333333333	S	0.6666666666666666	t	0.25
middle_high_german	eol	L	0.8333333333333334	n	0.3333333333333333	L	0.9166666666666666	n	0.3333333333333333
middle_high_german	q	L	0.8333333333333334	s	0.3333333333333333	L	0.9166666666666666	l	0.3333333333333333
middle_high_german	CEy	S	0.5	e	0.5	L	0.5833333333333334	e	0.4166666666666667
middle_high_german	Ceol	L	0.5	z	0.16666666666666666	L	0.6666666666666666	t	0.25
middle_high_german	daI	L	0.8333333333333334	z	0.3333333333333333	L	0.75	z	0.25
middle_high_german	os	L	0.8333333333333334	e	0.5	L	0.6666666666666666	t	0.25
