language	page	physical_folio	locus	chunk_index	fragment	length	carrier_units	run_support	run_fraction
middle_high_german	f1r	f1	f1r.3	5	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.4	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.7	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.7	3	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.7	6	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.13	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.14	1	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.14	3	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.15	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.16	9	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.18	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.19	7	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.22	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.23	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.24	1	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.25	6	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.26	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.26	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f1r	f1	f1r.27	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f18r	f18	f18r.1	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f18r	f18	f18r.1	5	gesch	5	o	5	0.8333333333333334
middle_high_german	f18r	f18	f18r.1	7	gesch	5	o	5	0.8333333333333334
middle_high_german	f18r	f18	f18r.7	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f18v	f18	f18v.2	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f18v	f18	f18v.5	5	gesch	5	o	5	0.8333333333333334
middle_high_german	f18v	f18	f18v.8	2	gesch	5	o	5	0.8333333333333334
middle_high_german	f18v	f18	f18v.10	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f18v	f18	f18v.10	4	gesch	5	o	5	0.8333333333333334
middle_high_german	f23r	f23	f23r.1	0	gesch	5	o	5	0.8333333333333334
middle_high_german	f23r	f23	f23r.2	0	gesch	5	o	5	0.8333333333333334
