replay_id	source_probe_id	probe_kind	surface	content_class	expected_route	observed_route	recipe_support_tier	bounded_shell_match	bounded_shell_id	ordered_recipe_trace	observed_reading_de	replay_pass
G469-B001	G466-P001	FUNCTION_CHANNEL	otalx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	OT+AL	DANACH · ZIELORT · [PFLANZENNAME:x]	YES
G469-B002	G466-P002	FUNCTION_CHANNEL	otolx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	OT+OL	DANACH · FORTSETZEN · [PFLANZENNAME:x]	YES
G469-B003	G466-P003	FUNCTION_CHANNEL	korx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	K+OR	GEBEN · EINHEIT · [PFLANZENNAME:x]	YES
G469-B004	G466-P004	FUNCTION_CHANNEL	ykyx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	Y+K+Y	POSTEN · GEBEN · POSTEN · [PFLANZENNAME:x]	YES
G469-B005	G466-P005	FUNCTION_CHANNEL	alx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AL	ZIELORT · [PFLANZENNAME:x]	YES
G469-B006	G466-P006	FUNCTION_CHANNEL	arx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AR	AUSGANG · [PFLANZENNAME:x]	YES
G469-B007	G466-P007	FUNCTION_CHANNEL	ofx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	O+LOCAL_CHAR_F	AUSFÜHRUNG · HIER · [PFLANZENNAME:x]	YES
G469-B008	G466-P008	FUNCTION_CHANNEL	okx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	OK	SETZEN · [PFLANZENNAME:x]	YES
G469-B009	G466-P009	FUNCTION_CHANNEL	olx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	OL	FORTSETZEN · [PFLANZENNAME:x]	YES
G469-B010	G466-P010	FUNCTION_CHANNEL	orx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	OR	EINHEIT · [PFLANZENNAME:x]	YES
G469-B011	G466-P011	FUNCTION_CHANNEL	otx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	OT	DANACH · [PFLANZENNAME:x]	YES
G469-B012	G466-P012	FUNCTION_CHANNEL	shx	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	SH	HALTEN · [PFLANZENNAME:x]	YES
G469-B013	G466-P013	FUNCTION_CHANNEL	xolaiin	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	OL+AIIN	[PFLANZENNAME:x] · FORTSETZEN · WERT	YES
G469-B014	G466-P014	FUNCTION_CHANNEL	xdaiin	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AIIN	[PFLANZENNAME:x] · WERT	YES
G469-B015	G466-P015	FUNCTION_CHANNEL	xaiin	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AIIN	[PFLANZENNAME:x] · WERT	YES
G469-B016	G466-P016	FUNCTION_CHANNEL	xainy	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AIN+Y	[PFLANZENNAME:x] · ANTEIL · POSTEN	YES
G469-B017	G466-P017	FUNCTION_CHANNEL	xalor	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	AL+OR	[PFLANZENNAME:x] · ZIELORT · EINHEIT	YES
G469-B018	G466-P018	FUNCTION_CHANNEL	xcfhy	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	CH+LOCAL_CHAR_F+Y	[PFLANZENNAME:x] · NEHMEN · HIER · POSTEN	YES
G469-B019	G466-P019	FUNCTION_CHANNEL	xcphy	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	CH+P+Y	[PFLANZENNAME:x] · NEHMEN · EINSETZEN · POSTEN	YES
G469-B020	G466-P020	FUNCTION_CHANNEL	xcthy	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	CH+T+Y	[PFLANZENNAME:x] · NEHMEN · EINSTELLEN · POSTEN	YES
G469-B021	G466-P021	FUNCTION_CHANNEL	xoiin	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	O+IIN	[PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	YES
G469-B022	G466-P022	FUNCTION_CHANNEL	xain	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AIN	[PFLANZENNAME:x] · ANTEIL	YES
G469-B023	G466-P023	FUNCTION_CHANNEL	xaly	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	AL+Y	[PFLANZENNAME:x] · ZIELORT · POSTEN	YES
G469-B024	G466-P024	FUNCTION_CHANNEL	xdal	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	AL	[PFLANZENNAME:x] · ZIELORT	YES
G469-B025	G466-P025	FUNCTION_CHANNEL	xeey	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	EE+Y	[PFLANZENNAME:x] · GRAD II · POSTEN	YES
G469-B026	G466-P026	FUNCTION_CHANNEL	xoin	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	OUTSIDE_BOUNDED_SHELL_ATLAS	NO	NONE	O+IIN	[PFLANZENNAME:x] · AUSFÜHRUNG · STUFE	YES
G469-B027	G466-P027	FUNCTION_CHANNEL	xoly	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	OL+Y	[PFLANZENNAME:x] · FORTSETZEN · POSTEN	YES
G469-B028	G466-P028	FUNCTION_CHANNEL	xory	PICTURED_PLANT	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	CALIBRATED_FUNCTION_SHELL_PLUS_LEARNED_CORE	RUNNING_EXACT_RECIPE	NO	NONE	OR+Y	[PFLANZENNAME:x] · EINHEIT · POSTEN	YES
