joint_tuple_id	surfaces	events	drawer	small_values_de
7d25241b0e56c836372a	qokeedy	2	B1_B2_B3_TRANSFER	länger ansetzen; Schluss
e2eb77ca9d9e1a8ba29a	qolchey	1	B4_PRODUCTIVE_COMPOSITION	dies weiterführen
0275fbf14e07935b0a45	qokeey	2	B1_B2_B3_TRANSFER	länger ansetzen
7db18b2f0fb7ed0fcfd3	qokedy	2	B1_B2_B3_TRANSFER	kurz ansetzen; Schluss
6f7ff8287eddf4da9fdb	chdy|chedy	3	B1_B2_B3_TRANSFER	dies umsetzen
90bcf0a9ec0ef56399e6	otal	1	B1_B2_B3_TRANSFER	Folgestelle
faf321940aed922846a9	otchey	1	B4_PRODUCTIVE_COMPOSITION	nächster Posten
276a7c2d74d1143446f4	qoky	1	B1_B2_B3_TRANSFER	verwende dies
dcda95c81a5460feb191	sol|tol	2	B1_B2_B3_TRANSFER	fortsetzen
bc4f1f5c006c74a4d26d	shedy	4	B1_B2_B3_TRANSFER	kurz absetzen; Schluss
eb2e4bc143f623ee03ac	qokylddy	1	B4_PRODUCTIVE_COMPOSITION	dies befestigen; Schluss
53cd0637c6820ba5e91f	dain	1	B4_LOCAL_WHOLE_CARD	Tuch
d68bc8de3bcee09db23c	shckhedy	2	B1_B2_B3_TRANSFER	seihen; Schluss
2f1c5e56e8f0ff459065	saiin	2	B1_B2_B3_TRANSFER	Mass
2c1a5fd92b9e3c762242	cheeky	1	B4_PRODUCTIVE_COMPOSITION	dies länger wärmen
92e43836d82f98bf02d3	sheey	1	B4_PRODUCTIVE_COMPOSITION	dies länger halten
1b1ffdd869fb1429ad03	oldy	1	B4_PRODUCTIVE_COMPOSITION	fortsetzen; Schluss
d904bf7b044dd3922781	cheky	1	B1_B2_B3_TRANSFER	kurz wärmen
daf32e6db9e04413ce7f	okeeol	1	B4_PRODUCTIVE_COMPOSITION	länger fortsetzen
1645e612504fcef59ced	okain|qokain	2	B1_B2_B3_TRANSFER	eine Portion zugeben
b958a512ca6a3559e86e	lkedy	1	B4_PRODUCTIVE_COMPOSITION	kurz abführen; Schluss
de7321bface5628e35d6	lchedy	2	B1_B2_B3_TRANSFER	hinausführen; Schluss
232195d6ff2f326322f7	qokol	1	B4_PRODUCTIVE_COMPOSITION	Fortsetzung einsetzen
7a4bb8136330ee4e6e56	or	1	B1_B2_B3_TRANSFER	Ansatz
b921a237be883a820352	chey	1	B1_B2_B3_TRANSFER	dies
ecce30bc8dcc400bf2c8	qockhey	1	B4_PRODUCTIVE_COMPOSITION	dies kurz durchführen
8aedd154964a78e555d6	dairydy	1	B4_PRODUCTIVE_COMPOSITION	Laufflüssigkeit abschließen
b5df9126607030b95175	shey	1	B1_B2_B3_TRANSFER	Klarauszug
9da1b6ac2c929daea697	kain	1	B1_B2_B3_TRANSFER	eine Portion
21ed2873b71e57269c08	chckhal	1	B4_PRODUCTIVE_COMPOSITION	Durchlassstelle
42cdc187d5b9ffc60063	solkey	1	B4_PRODUCTIVE_COMPOSITION	kurz auffangen
94df4847b7b16c98394a	qolkain	1	B1_B2_B3_TRANSFER	weitere Portion
dd0ecaf5e27d81befffc	dal	1	B1_B2_B3_TRANSFER	Stelle
883a6708116c342cb10b	skar	1	B4_LOCAL_WHOLE_CARD	Ausguss
