inventory_entry_id	source_id	exact_source_language_entry	opaque_code_or_sign	historical_key_identity	archive_shelfmark	date_or_dated_correspondence	facsimile_or_edition_location	codebook_type	citation	stable_locator	transcription_confidence	admission_status	granularity_ceiling
LAV13_001	SRC_LAVINDE_1379_KEY13	cardinalis	3p	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_002	SRC_LAVINDE_1379_KEY13	rex Anglie	gl	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_003	SRC_LAVINDE_1379_KEY13	Ambien. Card.	qr	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	MEDIUM_HIGH_EDITION_GLYPH_NORMALIZED	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_004	SRC_LAVINDE_1379_KEY13	Rex Aragonii	kl	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_005	SRC_LAVINDE_1379_KEY13	dux Andegaviensis	ml	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_006	SRC_LAVINDE_1379_KEY13	dux Bituricensis	ty	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_007	SRC_LAVINDE_1379_KEY13	dux Burgundie	llm	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_008	SRC_LAVINDE_1379_KEY13	comes Saban.	lt	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_009	SRC_LAVINDE_1379_KEY13	comes Virtutum	ma	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
LAV13_010	SRC_LAVINDE_1379_KEY13	d. Barnabos	ci	Gabriel de Lavinde key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, ff. 166-181 (collection range)	1379	Meister 1906, p. 173, key no. 13, nomenclator row	substitution alphabet plus nomenclator	Aloys Meister, Die Geheimschrift im Dienste der paepstlichen Kurie von ihren Anfaengen bis zum Ende des XVI. Jahrhunderts, Quellen und Forschungen aus dem Gebiete der Geschichte 11 (Paderborn: Ferdinand Schoeningh, 1906), pp. 171-175, p. 173	https://archive.org/details/diegeheimschrift00meis/page/173/mode/1up	HIGH_EDITION_PRINT_SEQUENCE	ADMITTED_EXACT_HISTORICAL_ENTRY	HISTORICAL_DICTIONARY_GRANULARITY_ONLY_NOT_VOYNICH_IDENTITY
