audit_occurrence_id	target_rank	selection_class	joint_tuple_id	event_serial	section	page	record_unit_id	locus	field_id	statement_id	surface_display_only	formal_formula_opaque	terminal_status	line_position	field_position	statement_position	record_position	previous_exact_tuple_in_record	next_exact_tuple_in_record	strict_formal_prompt	legacy_selected_mnemonic	parse_status	legacy_iatromedical_expansion_not_evidence	legacy_practical_expansion_not_evidence	atomic_minimal_gloss_tested	occurrence_assessment	close_confound_flag	source_attestation_match	portable_dictionary_decision	semantic_ceiling
O001	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	153	BIOLOGICAL	f81v	B1	f81v.24	F038	B1-S016	okeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	308e8ea2d5d190c498e8	dcda95c81a5460feb191	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005] [EXEMPLAR:A005+A008+A011+A015+A020:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O002	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	175	BIOLOGICAL	f82r	B2	f82r.3	F049	B2-S004	qokeey	OPAQUE_PAYLOAD	NONCLOSE	START	START	MIDDLE	MIDDLE	ba8142680851f24c9ff2	c1db6b0a28d5cbb5d3d2	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O003	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	194	BIOLOGICAL	f82r	B2	f82r.7	F056	B2-S010	qokeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	START	START	MIDDLE	daa1347f456415fe8737	276a7c2d74d1143446f4	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O004	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	205	BIOLOGICAL	f82r	B2	f82r.23	F059	B2-S012	qokeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	6b89d6dd70635bc60fe0	5fca8fc3dee57e1d8c1f	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O005	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	293	BIOLOGICAL	f83r	B3	f83r.20	F101	B3-S028	qokeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	START	START	MIDDLE	ff178343c18e287ce3b7	7db18b2f0fb7ed0fcfd3	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A005+A008+A011+A015+A022:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O006	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	317	BIOLOGICAL	f83r	B4	f83r.25	F110	B4-S002	qokeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	e2eb77ca9d9e1a8ba29a	7db18b2f0fb7ed0fcfd3	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O007	1	V69_REUSABLE_CONTROL	0275fbf14e07935b0a45	322	BIOLOGICAL	f83r	B4	f83r.26	F112	B4-S003	qokeey	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	faf321940aed922846a9	276a7c2d74d1143446f4	NONE	TEMPERIEREN?	UNIQUE_EXACT	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	TEMPER_OR_ADJUST_CONDITION?	BIO_ONLY_LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O008	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	8	HERBAL	f10r	H1	f10r.2	F001	H1-S001	oky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	62ff059766b21c7de083	2f1c5e56e8f0ff459065	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [GENRE:gebrauche den Lauf innerlich]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfportion=H1-P01; Arbeitsziel=Musterstreifen H1-T01]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O009	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	81	HERBAL	f56r	H5	f56r.7	F015	H5-S001	choky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	10488b911aae52b3b334	dd0ecaf5e27d81befffc	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
O010	2	V69_REUSABLE_CONTROL	276a7c2d74d1143446f4	85	HERBAL	f56r	H5	f56r.8	F016	H5-S002	choky	OPAQUE_PAYLOAD	NONCLOSE	MIDDLE	MIDDLE	MIDDLE	MIDDLE	c10aec6d4dd877ec8bd8	95987d6f198d6d247511	NONE	ANWENDEN?	UNIQUE_EXACT	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	APPLY_OR_USE?	LEGACY_EXPANSION_CONSISTENT_BUT_CIRCULAR	NO	NONE	EXEMPLAR_VALUE_UNKNOWN	OCCURRENCE_AUDIT_NOT_TRANSLATION
