target_rank	anonymous_exact_card_id	event_serial	page	locus	record_unit_id	field_id	statement_id	surface_display_only	formal_formula_opaque	terminal_status	pre_audit_mnemonic	pre_audit_formal_prompt	event_template_in_exposed_ledger	creative_context_excerpt	practical_context_excerpt	context_audit_status	historical_attestation_status	final_card_status	audit_note
1	0275fbf14e07935b0a45	153	f81v	f81v.24	B1	F038	B1-S016	okeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005] [EXEMPLAR:A005+A008+A011+A015+A020:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	175	f82r	f82r.3	B2	F049	B2-S004	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	194	f82r	f82r.7	B2	F056	B2-S010	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	205	f82r	f82r.23	B2	F059	B2-S012	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I003] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	293	f83r	f83r.20	B3	F101	B3-S028	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A005+A008+A011+A015+A022:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	317	f83r	f83r.25	B4	F110	B4-S002	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
1	0275fbf14e07935b0a45	322	f83r	f83r.26	B4	F112	B4-S003	qokeey	OPAQUE_PAYLOAD	NONCLOSE	TEMPERIEREN?	NONE	ACTION_TEMPER	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Nachklärbecken D mit Warmzulauf W4, Filtertuch F4, Unterlauf U4 und Rückleitung R4]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
2	276a7c2d74d1143446f4	8	f10r	f10r.2	H1	F001	H1-S001	oky	OPAQUE_PAYLOAD	NONCLOSE	ANWENDEN?	NONE	ACTION_APPLY	[CARD:ANWENDEN?] [GENRE:gebrauche den Lauf innerlich]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfportion=H1-P01; Arbeitsziel=Musterstreifen H1-T01]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
2	276a7c2d74d1143446f4	81	f56r	f56r.7	H5	F015	H5-S001	choky	OPAQUE_PAYLOAD	NONCLOSE	ANWENDEN?	NONE	ACTION_APPLY	[CARD:ANWENDEN?] [EXEMPLAR:nur kurz anwenden]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Prüfcharge H5-P01 auf Prüffläche H5-T01 einsetzen]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
2	276a7c2d74d1143446f4	85	f56r	f56r.8	H5	F016	H5-S002	choky	OPAQUE_PAYLOAD	NONCLOSE	ANWENDEN?	NONE	ACTION_APPLY	[CARD:ANWENDEN?] [EXEMPLAR:wiederhole den Gebrauch nur falls vertragen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL[aktive Charge auf H5-T02 einsetzen]	TEMPLATE_STABLE_NOT_INDEPENDENT	NONE_IN_FROZEN_SOURCE_INVENTORY	EXEMPLAR_VALUE_UNKNOWN	Occurrence inspected; exposed context is not an independent source attestation.
