joint_tuple_id	selection_stratum	frequency_rank_within_noncontrol	occurrences_in_381_event_panel	pages	records	surface_examples_archive_only	legacy_handle_revealed_after_source_freeze	legacy_channel	v69_control_class	occurrence_consistency	occurrence_consistency_reason	exact_source_match_row_id	exact_source_entry	historical_key	date_and_correspondence	archive_location	codebook_type	code_or_sign	citation_and_locator	proposed_minimal_gloss	final_atomic_default	dictionary_action	teaching_rule	attestation_decision	semantic_ceiling
0275fbf14e07935b0a45	FROZEN_14_CONTROL	NA	7	f81v|f82r|f83r	B1|B2|B3|B4	okeey|qokeey	TEMPERIEREN?	MNEMONIC	EXACT_WORKING_MNEMONIC	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
276a7c2d74d1143446f4	FROZEN_14_CONTROL	NA	10	f10r|f56r|f81v|f82r|f83r	B1|B2|B3|B4|H1|H5	choky|oky|qoky	ANWENDEN?	MNEMONIC	EXACT_WORKING_MNEMONIC	BROAD_CONTEXTUAL	use/application recurs, but route and object vary from internal use to external and bath use	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	NA	20	f10r|f11r|f55v|f56r|f81v|f82r|f83r	B1|B2|B3|B4|B5|B6|H1|H2|H3|H4|H5	aiin|chaiin|daiin|saiin|taiin	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	MIXED	MNEMONIC_AND_FORMAL_CHANNELS	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	FORMAL_LABEL_NOT_WORD	retain only the restricted formal prompt; forbid lexical reading	copy the exact opaque card and execute only its record-local formal slot instruction	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
308e8ea2d5d190c498e8	FROZEN_14_CONTROL	NA	6	f55v|f81v|f82r|f83r	B1|B2|B3|H4	okal|qokal	LOKALEN_RELATIONSSLOT_SETZEN	FORMAL	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	FORMAL_ONLY	local relation-slot behavior is reusable; it supplies no word value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	FORMAL_LABEL_NOT_WORD	retain only the restricted formal prompt; forbid lexical reading	copy the exact opaque card and execute only its record-local formal slot instruction	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
7a4bb8136330ee4e6e56	FROZEN_14_CONTROL	NA	7	f10r|f55v|f83r	B3|B4|H2|H4	chor|or|shor|sor	ANSATZ?	MNEMONIC	EXACT_WORKING_MNEMONIC	BROAD_CONTEXTUAL	active-post/ansatz continuation recurs, but the object and operation are supplied locally	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	NA	8	f81v|f83r	B1|B3|B4	qokedy	SPÜLEN?	MNEMONIC	EXACT_WORKING_MNEMONIC	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
b5df9126607030b95175	FROZEN_14_CONTROL	NA	4	f11r|f82r|f83r	B2|B4|H3	cheey|shey	KLAR?	MNEMONIC	EXACT_WORKING_MNEMONIC	MIXED_CONTEXTUAL	Herbal clear-state and Bio generic test-state expansions do not yield one atomic value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	NA	9	f55v|f81v|f82r|f83r	B1|B2|B3|H4	okaiin|qokaiin	STANDARDSLOT_SETZEN	FORMAL	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	FORMAL_LABEL_NOT_WORD	retain only the restricted formal prompt; forbid lexical reading	copy the exact opaque card and execute only its record-local formal slot instruction	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
dcda95c81a5460feb191	FROZEN_14_CONTROL	NA	19	f10r|f81v|f83r	B1|B3|B4|B5|B6|H1|H2	cheol|chol|ol|qol|sol|tol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	FORMAL	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	FORMAL_LABEL_NOT_WORD	retain only the restricted formal prompt; forbid lexical reading	copy the exact opaque card and execute only its record-local formal slot instruction	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	NA	10	f56r|f81v|f82r|f83r	B1|B2|B3|B4|B5|H5	al|chal|cheal|dal|sal|tal	ZIEL?	MNEMONIC	EXACT_WORKING_MNEMONIC	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	NONE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_MATCHING_PROPOSED_VALUE	NONE_ADMITTED	EXEMPLAR_VALUE_UNKNOWN	withdraw portable lexical default; obtain content from the local exemplar	copy the exact opaque card; the master exemplar, picture, or oral rubric must supply its local content	NO_PERIOD_ENTRY_CONNECTS_THIS_OPAQUE_CARD_TO_THE_LEGACY_VALUE	PERIOD_NOMENCLATOR_PRACTICE_ATTESTED;VOYNICH_CARD_IDENTITY_WORD_STEM_SOUND_LANGUAGE_AND_MEANING_NOT_ATTESTED
