source_entry_id	source_order	source_family	exact_source_language_entry	opaque_code_or_sign	historical_key_identity	archive_shelfmark	key_date	dated_correspondence_or_context	edition_location	facsimile_location	codebook_type	full_citation	stable_source_locator	source_pdf_sha256	transcription_confidence	source_side_category	source_first_selection_reason	voynich_binding_at_freeze
SRC001	1	GABRIEL_DE_LAVINDE_1379_KEY13	rex Anglie	gl	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC002	2	GABRIEL_DE_LAVINDE_1379_KEY13	Ambien. Card.	qr	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC003	3	GABRIEL_DE_LAVINDE_1379_KEY13	Rex Aragonii	kl	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC004	4	GABRIEL_DE_LAVINDE_1379_KEY13	dux Andegaviensis	ml	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC005	5	GABRIEL_DE_LAVINDE_1379_KEY13	dux Bituricensis	ty	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC006	6	GABRIEL_DE_LAVINDE_1379_KEY13	dux Burgundie	llm	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	MEDIUM	PERSON_OR_OFFICE	Alphabetic code and diplomatic referent; first two minims are paleographically close	NOT_REVEALED
SRC007	7	GABRIEL_DE_LAVINDE_1379_KEY13	comes Saban.	lt	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC008	8	GABRIEL_DE_LAVINDE_1379_KEY13	comes Virtutum	ma	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC009	9	GABRIEL_DE_LAVINDE_1379_KEY13	d. Barnabos	ci	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
SRC010	10	GABRIEL_DE_LAVINDE_1379_KEY13	card. Mediolanus	ff	Gabriel de Lavinde, key 13, Zifera [Anonym]	Archivio Apostolico Vaticano, Collect. 393, fols. 166–181	1379	Liber ziferarum of Gabriel de Lavinde for Clement VII and correspondents	Meister 1906, Schlüsselsammlung I, no. 13, p. 173	Internet Archive PDF page 189; printed p. 173	NOMENCLATOR_ENTRY	Aloys Meister, Die Geheimschrift im Dienste der päpstlichen Kurie von ihren Anfängen bis zum Ende des XVI. Jahrhunderts (Paderborn: Schöningh, 1906), p. 173	https://archive.org/download/diegeheimschrif00meisgoog/diegeheimschrif00meisgoog.pdf	60791ab879d9fe32edf568bf30a47a2215a375d73cde55fe1c1c7b9881521d0a	HIGH	PERSON_OR_OFFICE	Clear alphabetic code and diplomatic referent in the independently selected earliest complete nomenclator table	NOT_REVEALED
