edition	paragraph	page	leaf	writer	predicted_source_atoms	target_groups	target_characters	status	prefix_length_bound	singleton_character_share	independent_confirmation_capacity
ZL3b	f75r|f75r.1-f75r.26	f75r	75	PREFIX	111	229		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.1-f75r.26	f75r	75	POSTFIX	111	229		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.27-f75r.31	f75r	75	PREFIX	111	57		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.27-f75r.31	f75r	75	POSTFIX	111	57		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.32-f75r.46	f75r	75	PREFIX	111	122		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.32-f75r.46	f75r	75	POSTFIX	111	122		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.47-f75r.53	f75r	75	PREFIX	111	10		UNKNOWN_SOURCE			0
ZL3b	f75r|f75r.47-f75r.53	f75r	75	POSTFIX	111	10		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.38-f75v.42	f75v	75	PREFIX	111	59		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.38-f75v.42	f75v	75	POSTFIX	111	59		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.43-f75v.49	f75v	75	PREFIX	111	75		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.43-f75v.49	f75v	75	POSTFIX	111	75		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.57-f75v.59	f75v	75	PREFIX	111	11		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.57-f75v.59	f75v	75	POSTFIX	111	11		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.60-f75v.70	f75v	75	PREFIX	111	59		UNKNOWN_SOURCE			0
ZL3b	f75v|f75v.60-f75v.70	f75v	75	POSTFIX	111	59		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.39-f76r.43	f76r	76	PREFIX	111	58		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.39-f76r.43	f76r	76	POSTFIX	111	58		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.44-f76r.50	f76r	76	PREFIX	111	77		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.44-f76r.50	f76r	76	POSTFIX	111	77		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.51-f76r.56	f76r	76	PREFIX	111	58		UNKNOWN_SOURCE			0
ZL3b	f76r|f76r.51-f76r.56	f76r	76	POSTFIX	111	58		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.1-f76v.9	f76v	76	PREFIX	111	93		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.1-f76v.9	f76v	76	POSTFIX	111	93		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.10-f76v.15	f76v	76	PREFIX	111	57	334	UNKNOWN_SOLVER	143		0
ZL3b	f76v|f76v.10-f76v.15	f76v	76	POSTFIX	111	57	334	UNKNOWN_SOLVER	143		0
ZL3b	f76v|f76v.16-f76v.24	f76v	76	PREFIX	111	86		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.16-f76v.24	f76v	76	POSTFIX	111	86		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.25-f76v.33	f76v	76	PREFIX	111	85		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.25-f76v.33	f76v	76	POSTFIX	111	85		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.34-f76v.36	f76v	76	PREFIX	111	24		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.34-f76v.36	f76v	76	POSTFIX	111	24		UNKNOWN_SOURCE			0
ZL3b	f76v|f76v.37-f76v.41	f76v	76	PREFIX	111	55		UNKNOWN_SOURCE			0
