edition	model	locus	selection	source_ids	raw	groups	mapped_groups	exact_candidate_sequence	hypothetical_german	status	added_syntax
ZL3b	M	f77r.14	last5	"[""ZL3b|f77r.14|G004"", ""ZL3b|f77r.14|G005"", ""ZL3b|f77r.14|G006"", ""ZL3b|f77r.14|G007"", ""ZL3b|f77r.14|G008""]"	qoteedy qokaiin shedy qokeedy qotedy	5	5	True	Warme Flüssigkeit aus dem Rohr fließt aus der Mündung.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
ZL3b	V	f77r.14	last5	"[""ZL3b|f77r.14|G004"", ""ZL3b|f77r.14|G005"", ""ZL3b|f77r.14|G006"", ""ZL3b|f77r.14|G007"", ""ZL3b|f77r.14|G008""]"	qoteedy qokaiin shedy qokeedy qotedy	5	5	True	Ein Anteil der Flüssigkeit fließt weiter zum Ausgang.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
IT2a	M	f77r.14	last5	"[""IT2a|f77r.14|G004"", ""IT2a|f77r.14|G005"", ""IT2a|f77r.14|G006"", ""IT2a|f77r.14|G007"", ""IT2a|f77r.14|G008""]"	qoteedy qokaiin shedy qokeedy qotedy	5	5	True	Warme Flüssigkeit aus dem Rohr fließt aus der Mündung.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
IT2a	V	f77r.14	last5	"[""IT2a|f77r.14|G004"", ""IT2a|f77r.14|G005"", ""IT2a|f77r.14|G006"", ""IT2a|f77r.14|G007"", ""IT2a|f77r.14|G008""]"	qoteedy qokaiin shedy qokeedy qotedy	5	5	True	Ein Anteil der Flüssigkeit fließt weiter zum Ausgang.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
RF1b	M	f77r.14	last5	"[""RF1b|f77r.14|G004"", ""RF1b|f77r.14|G005"", ""RF1b|f77r.14|G006"", ""RF1b|f77r.14|G007"", ""RF1b|f77r.14|G008""]"	qoteedy qokaiin {ch'}edy qokeedy qote@152;y	5	3	False	Warme Flüssigkeit aus dem Rohr fließt aus der Mündung.	SOURCE_VARIANTS_LEAVE_DRAFT_PARTIAL	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
RF1b	V	f77r.14	last5	"[""RF1b|f77r.14|G004"", ""RF1b|f77r.14|G005"", ""RF1b|f77r.14|G006"", ""RF1b|f77r.14|G007"", ""RF1b|f77r.14|G008""]"	qoteedy qokaiin {ch'}edy qokeedy qote@152;y	5	3	False	Ein Anteil der Flüssigkeit fließt weiter zum Ausgang.	SOURCE_VARIANTS_LEAVE_DRAFT_PARTIAL	M quality and source modify material; V genitive specifies portion. Word order/articles imposed; whole source line has earlier unread words.
ZL3b	M	f77r.27	whole	"[""ZL3b|f77r.27|G001"", ""ZL3b|f77r.27|G002"", ""ZL3b|f77r.27|G003"", ""ZL3b|f77r.27|G004"", ""ZL3b|f77r.27|G005"", ""ZL3b|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	6	6	True	Hier ist ein Rohr. Flüssigkeit fließt aus der Mündung.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
ZL3b	V	f77r.27	whole	"[""ZL3b|f77r.27|G001"", ""ZL3b|f77r.27|G002"", ""ZL3b|f77r.27|G003"", ""ZL3b|f77r.27|G004"", ""ZL3b|f77r.27|G005"", ""ZL3b|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	6	6	True	Hier ist Flüssigkeit; dieselbe Flüssigkeit fließt weiter zum Ausgang.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
IT2a	M	f77r.27	whole	"[""IT2a|f77r.27|G001"", ""IT2a|f77r.27|G002"", ""IT2a|f77r.27|G003"", ""IT2a|f77r.27|G004"", ""IT2a|f77r.27|G005"", ""IT2a|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	6	6	True	Hier ist ein Rohr. Flüssigkeit fließt aus der Mündung.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
IT2a	V	f77r.27	whole	"[""IT2a|f77r.27|G001"", ""IT2a|f77r.27|G002"", ""IT2a|f77r.27|G003"", ""IT2a|f77r.27|G004"", ""IT2a|f77r.27|G005"", ""IT2a|f77r.27|G006""]"	solchedy qokain okaiin shedy qokeedy qotedy	6	6	True	Hier ist Flüssigkeit; dieselbe Flüssigkeit fließt weiter zum Ausgang.	ALL_CANDIDATE_WORDS_PRESENT_NOT_CONFIRMED	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
RF1b	M	f77r.27	whole	"[""RF1b|f77r.27|G001"", ""RF1b|f77r.27|G002"", ""RF1b|f77r.27|G003"", ""RF1b|f77r.27|G004"", ""RF1b|f77r.27|G005"", ""RF1b|f77r.27|G006""]"	solche@152;y qokain okaiin shedy qokeedy qotedy	6	5	False	Hier ist ein Rohr. Flüssigkeit fließt aus der Mündung.	SOURCE_VARIANTS_LEAVE_DRAFT_PARTIAL	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
RF1b	V	f77r.27	whole	"[""RF1b|f77r.27|G001"", ""RF1b|f77r.27|G002"", ""RF1b|f77r.27|G003"", ""RF1b|f77r.27|G004"", ""RF1b|f77r.27|G005"", ""RF1b|f77r.27|G006""]"	solche@152;y qokain okaiin shedy qokeedy qotedy	6	5	False	Hier ist Flüssigkeit; dieselbe Flüssigkeit fließt weiter zum Ausgang.	SOURCE_VARIANTS_LEAVE_DRAFT_PARTIAL	Clause boundary after okaiin imposed. M has two written participant nouns; V reuses the one written fluid noun. Repeated German subject in V is an explicit reference, not an extra source word.
