model	edition	source_group_id	locus	group_index	raw	role	run_id	head_id	head_raw	status	head_cross_line	meaning_confirmed	left_raw	right_raw	run_raw	full_raw_line
M	ZL3b	ZL3b|f77r.11|G007	f77r.11	7	qokeedy	FLOW	ZL3b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	shcthey	oteedy	qokeedy	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
M	ZL3b	ZL3b|f77r.13|G001	f77r.13	1	qokeedy	FLOW	ZL3b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	ched	qol	qokeedy	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy
M	ZL3b	ZL3b|f77r.14|G007	f77r.14	7	qokeedy	FLOW	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy
M	ZL3b	ZL3b|f77r.15|G001	f77r.15	1	qokeedy	FLOW	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False	qotedy	shedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol
M	ZL3b	ZL3b|f77r.16|G007	f77r.16	7	qokeedy	FLOW	ZL3b|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	qolcheedy	lol	qokeedy	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol
M	ZL3b	ZL3b|f77r.17|G008	f77r.17	8	qokeedy	FLOW	ZL3b|f77r.17|G008			UNRESOLVED_IN_KNOWN_RUN	False	False	sheety	lol	qokeedy	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol
M	ZL3b	ZL3b|f77r.19|G001	f77r.19	1	qokeedy	FLOW	ZL3b|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qotaiin	lchey	qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	ZL3b	ZL3b|f77r.19|G004	f77r.19	4	qokeedy	FLOW	ZL3b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	lsheey	qokeedy	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	ZL3b	ZL3b|f77r.19|G005	f77r.19	5	qokeedy	FLOW	ZL3b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokar	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	ZL3b	ZL3b|f77r.20|G003	f77r.20	3	qokeedy	FLOW	ZL3b|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	sheal	qoteey	qokeedy	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy
M	ZL3b	ZL3b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	ZL3b|f77r.21|G002	ZL3b|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qokedy	shedy qokeedy	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny
M	ZL3b	ZL3b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	ZL3b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	olshedy	chedy	qokeedy	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qok[a:o]l
M	ZL3b	ZL3b|f77r.26|G002	f77r.26	2	qokeedy	FLOW	ZL3b|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qoteedy	qokaiin	qoteedy qokeedy qokaiin	qoteedy qokeedy qokaiin chcthy lchedy qokaly
M	ZL3b	ZL3b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	ZL3b|f77r.27|G001	ZL3b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	solchedy qokain okaiin shedy qokeedy qotedy	solchedy qokain okaiin shedy qokeedy qotedy
M	ZL3b	ZL3b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	cheeol	qokeedy	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	ZL3b	ZL3b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	ZL3b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qotal	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	ZL3b	ZL3b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	ZL3b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	d[o:a]lchl	qokol	qokeedy	dshedy pchedy qotain chedy d[o:a]lchl qokeedy qokol olchey
M	ZL3b	ZL3b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	arol	qotedy	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey [s:r] aiin al
M	ZL3b	ZL3b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qotedy	qokeedy	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey [s:r] aiin al
M	ZL3b	ZL3b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	ZL3b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokeey	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey [s:r] aiin al
M	IT2a	IT2a|f77r.11|G007	f77r.11	7	qokeedy	FLOW	IT2a|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	shcthey	oteedy	qokeedy	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
M	IT2a	IT2a|f77r.13|G001	f77r.13	1	qokeedy	FLOW	IT2a|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	ched	qolsheedy	qokeedy	qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy
M	IT2a	IT2a|f77r.14|G007	f77r.14	7	qokeedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy
M	IT2a	IT2a|f77r.15|G001	f77r.15	1	qokeedy	FLOW	IT2a|f77r.14|G004	IT2a|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False	qotedy	shedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol
M	IT2a	IT2a|f77r.15|G007	f77r.15	7	qokeedy	FLOW	IT2a|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	sheety	lchedy	qokeedy	qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol
M	IT2a	IT2a|f77r.16|G007	f77r.16	7	qokeedy	FLOW	IT2a|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	qolcheedy	lol	qokeedy	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol
M	IT2a	IT2a|f77r.17|G008	f77r.17	8	qokeedy	FLOW	IT2a|f77r.17|G008			UNRESOLVED_IN_KNOWN_RUN	False	False	sheety	lol	qokeedy	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol
M	IT2a	IT2a|f77r.19|G001	f77r.19	1	qokeedy	FLOW	IT2a|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qotaiin	lchey	qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	IT2a	IT2a|f77r.19|G004	f77r.19	4	qokeedy	FLOW	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	lsheey	qokeedy	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	IT2a	IT2a|f77r.19|G005	f77r.19	5	qokeedy	FLOW	IT2a|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokar	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	IT2a	IT2a|f77r.20|G003	f77r.20	3	qokeedy	FLOW	IT2a|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	sheal	qoteey	qokeedy	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy
M	IT2a	IT2a|f77r.21|G003	f77r.21	3	qokeedy	FLOW	IT2a|f77r.21|G002	IT2a|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qokedy	shedy qokeedy	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny
M	IT2a	IT2a|f77r.23|G006	f77r.23	6	qokeedy	FLOW	IT2a|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	olshedy	chedy	qokeedy	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol
M	IT2a	IT2a|f77r.26|G002	f77r.26	2	qokeedy	FLOW	IT2a|f77r.26|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qoteedy	qokaiin	qoteedy qokeedy qokaiin	qoteedy qokeedy qokaiin chcthy lchedy qokaly
M	IT2a	IT2a|f77r.27|G005	f77r.27	5	qokeedy	FLOW	IT2a|f77r.27|G001	IT2a|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	solchedy qokain okaiin shedy qokeedy qotedy	solchedy qokain okaiin shedy qokeedy qotedy
M	IT2a	IT2a|f77r.29|G003	f77r.29	3	qokeedy	FLOW	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	cheeol	qokeedy	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	IT2a	IT2a|f77r.29|G004	f77r.29	4	qokeedy	FLOW	IT2a|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qotal	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	IT2a	IT2a|f77r.36|G006	f77r.36	6	qokeedy	FLOW	IT2a|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	dolchl	qokol	qokeedy	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey
M	IT2a	IT2a|f77r.42|G001	f77r.42	1	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	arol	qotedy	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey raiin al
M	IT2a	IT2a|f77r.42|G003	f77r.42	3	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qotedy	qokeedy	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey raiin al
M	IT2a	IT2a|f77r.42|G004	f77r.42	4	qokeedy	FLOW	IT2a|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokeey	qokeedy qotedy qokeedy qokeedy	qokeedy qotedy qokeedy qokeedy qokeey raiin al
M	RF1b	RF1b|f77r.11|G007	f77r.11	7	qokeedy	FLOW	RF1b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	shcthey	oteedy	qokeedy	qoteedy qokaiin shedy chol she@152;y shcthey qokeedy oteedy cham
M	RF1b	RF1b|f77r.13|G001	f77r.13	1	qokeedy	FLOW	RF1b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	che@152;	qol	qokeedy	qokeedy qol {ch'}eedy shol tedy che@152;y lshee@152;y qoke@152;y qol al chedy
M	RF1b	RF1b|f77r.14|G007	f77r.14	7	qokeedy	FLOW	RF1b|f77r.14|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	{ch'}edy	qote@152;y	qokeedy	sokcheey sain sheeol qoteedy qokaiin {ch'}edy qokeedy qote@152;y
M	RF1b	RF1b|f77r.15|G001	f77r.15	1	qokeedy	FLOW	RF1b|f77r.15|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qote@152;y	she@152;y	qokeedy	qokeedy she@152;y qotol {ch'}edy qokaiin sheety qokeedy lchedy lol
M	RF1b	RF1b|f77r.15|G007	f77r.15	7	qokeedy	FLOW	RF1b|f77r.15|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	sheety	lchedy	qokeedy	qokeedy she@152;y qotol {ch'}edy qokaiin sheety qokeedy lchedy lol
M	RF1b	RF1b|f77r.16|G007	f77r.16	7	qokeedy	FLOW	RF1b|f77r.16|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	qolcheedy	lol	qokeedy	sshedy qotaiin che@152;y qokaiin {ch'}edy qolcheedy qokeedy lol
M	RF1b	RF1b|f77r.19|G001	f77r.19	1	qokeedy	FLOW	RF1b|f77r.19|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	qotaiin	lchey	qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	RF1b	RF1b|f77r.19|G004	f77r.19	4	qokeedy	FLOW	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	lsheey	qokeedy	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	RF1b	RF1b|f77r.19|G005	f77r.19	5	qokeedy	FLOW	RF1b|f77r.19|G004			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokar	qokeedy qokeedy	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
M	RF1b	RF1b|f77r.20|G003	f77r.20	3	qokeedy	FLOW	RF1b|f77r.20|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	sheal	qoteey	qokeedy	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy
M	RF1b	RF1b|f77r.21|G003	f77r.21	3	qokeedy	FLOW	RF1b|f77r.21|G002	RF1b|f77r.21|G002	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qokedy	shedy qokeedy	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny
M	RF1b	RF1b|f77r.23|G006	f77r.23	6	qokeedy	FLOW	RF1b|f77r.23|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	olshe@152;y	chedy	qokeedy	{ch'}eoky qokaiin che@152;y lche@152;y olshe@152;y qokeedy chedy qokal
M	RF1b	RF1b|f77r.27|G005	f77r.27	5	qokeedy	FLOW	RF1b|f77r.27|G002	RF1b|f77r.27|G004	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	qokain okaiin shedy qokeedy qotedy	solche@152;y qokain okaiin shedy qokeedy qotedy
M	RF1b	RF1b|f77r.29|G003	f77r.29	3	qokeedy	FLOW	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	cheeol	qokeedy	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	RF1b	RF1b|f77r.29|G004	f77r.29	4	qokeedy	FLOW	RF1b|f77r.29|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qotal	qokeedy qokeedy	saiin cheeol qokeedy qokeedy qotal
M	RF1b	RF1b|f77r.36|G006	f77r.36	6	qokeedy	FLOW	RF1b|f77r.36|G006			UNRESOLVED_IN_KNOWN_RUN	False	False	dolchl	qokol	qokeedy	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey
M	RF1b	RF1b|f77r.42|G001	f77r.42	1	qokeedy	FLOW	RF1b|f77r.42|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	@221;rol	qote@152;y	qokeedy	qokeedy qote@152;y qokeedy qokeedy qokeey r aiin al
M	RF1b	RF1b|f77r.42|G003	f77r.42	3	qokeedy	FLOW	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	qote@152;y	qokeedy	qokeedy qokeedy	qokeedy qote@152;y qokeedy qokeedy qokeey r aiin al
M	RF1b	RF1b|f77r.42|G004	f77r.42	4	qokeedy	FLOW	RF1b|f77r.42|G003			UNRESOLVED_IN_KNOWN_RUN	False	False	qokeedy	qokeey	qokeedy qokeedy	qokeedy qote@152;y qokeedy qokeedy qokeey r aiin al
V	ZL3b	ZL3b|f77r.11|G007	f77r.11	7	qokeedy	CONTINUATION	ZL3b|f77r.11|G007			UNRESOLVED_IN_KNOWN_RUN	False	False	shcthey	oteedy	qokeedy	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham
V	ZL3b	ZL3b|f77r.13|G001	f77r.13	1	qokeedy	CONTINUATION	ZL3b|f77r.13|G001			UNRESOLVED_IN_KNOWN_RUN	False	False	ched	qol	qokeedy	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy
V	ZL3b	ZL3b|f77r.14|G007	f77r.14	7	qokeedy	CONTINUATION	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	False	False	shedy	qotedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy
V	ZL3b	ZL3b|f77r.15|G001	f77r.15	1	qokeedy	CONTINUATION	ZL3b|f77r.14|G004	ZL3b|f77r.14|G006	shedy	HYPOTHETICAL_HEAD_BOUND	True	False	qotedy	shedy	qoteedy qokaiin shedy qokeedy qotedy qokeedy shedy	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol
