left_recipe	right_recipe	comparison_cell_count	baseline_equal_transition_count	order_safe_equal_transition_count	baseline_universal_collision	order_safe_universal_collision
AIIN+AIN	AIN+Y	245	0	0	NO	NO
AIIN+AIN	AIR+AIIN	245	0	0	NO	NO
AIIN+AIN	AIR+AIN	245	0	0	NO	NO
AIIN+AIN	AIR+OL	245	0	0	NO	NO
AIIN+AIN	AIR+Y	245	0	0	NO	NO
AIIN+AIN	AL+AIN	245	0	0	NO	NO
AIIN+AIN	AR+AIN	245	0	0	NO	NO
AIIN+AIN	AR+OR	245	0	0	NO	NO
AIIN+AIN	CARRIER_Q+O+Y	245	0	0	NO	NO
AIIN+AIN	CH+AIN	245	0	0	NO	NO
AIIN+AIN	CH+AR	245	0	0	NO	NO
AIIN+AIN	CH+E+O+AIR	245	0	0	NO	NO
AIIN+AIN	CH+K+L	245	0	0	NO	NO
AIIN+AIN	CH+O+D_ADDR+OR	245	0	0	NO	NO
AIIN+AIN	CH+P+AIIN	245	0	0	NO	NO
AIIN+AIN	CH+P+AIN	245	0	0	NO	NO
AIIN+AIN	CH+P+AIR	245	0	0	NO	NO
AIIN+AIN	CH+T+AIN	245	0	0	NO	NO
AIIN+AIN	CHD+L	245	0	0	NO	NO
AIIN+AIN	D_ADDR+CH+AIN	245	0	0	NO	NO
AIIN+AIN	K+CH+Y	245	0	0	NO	NO
AIIN+AIN	K+L	245	0	0	NO	NO
AIIN+AIN	L+CHD+L	245	0	0	NO	NO
AIIN+AIN	L+K+OR	245	0	0	NO	NO
AIIN+AIN	O+OR	245	0	0	NO	NO
AIIN+AIN	OK+CH+AIIN	245	0	0	NO	NO
AIIN+AIN	OK+L	245	0	0	NO	NO
AIIN+AIN	OL+K+OR	245	0	0	NO	NO
AIIN+AIN	OT+E+AIN	245	0	0	NO	NO
AIIN+AIN	P+AIIN	245	0	0	NO	NO
AIIN+AIN	P+AIN	245	0	0	NO	NO
AIIN+AIN	P+AIR	245	0	0	NO	NO
AIIN+AIN	P+AL	245	0	0	NO	NO
AIIN+AIN	P+L	245	0	0	NO	NO
AIIN+AIN	P+OR	245	0	0	NO	NO
AIIN+AIN	P+SH+AL	245	0	0	NO	NO
AIIN+AIN	P+SH+Y	245	0	0	NO	NO
AIIN+AIN	S+Y	245	0	0	NO	NO
AIIN+AIN	SH+AIN	245	0	0	NO	NO
AIIN+AIN	SH+AIR	245	0	0	NO	NO
AIIN+AIN	SH+E+K+AIN	245	0	0	NO	NO
AIIN+AIN	SH+OK+Y	245	0	0	NO	NO
AIIN+AIN	T+CHD+OR	245	0	0	NO	NO
AIIN+AIN	T+OR	245	0	0	NO	NO
AIIN+AIN	Y+AIIN	245	0	0	NO	NO
AIIN+AIN	Y+AIR	245	0	0	NO	NO
AIIN+AIN	Y+K+L	245	0	0	NO	NO
AIIN+AIN	Y+OR	245	0	0	NO	NO
AIN+Y	AIR+AIIN	245	0	0	NO	NO
AIN+Y	AIR+AIN	245	0	0	NO	NO
AIN+Y	AIR+OL	245	0	0	NO	NO
AIN+Y	AIR+Y	245	0	0	NO	NO
AIN+Y	AL+AIN	245	0	0	NO	NO
AIN+Y	AR+AIN	245	0	0	NO	NO
AIN+Y	AR+OR	245	0	0	NO	NO
AIN+Y	CARRIER_Q+O+Y	245	0	0	NO	NO
AIN+Y	CH+AIN	245	0	0	NO	NO
AIN+Y	CH+AR	245	0	0	NO	NO
AIN+Y	CH+E+O+AIR	245	0	0	NO	NO
AIN+Y	CH+K+L	245	0	0	NO	NO
AIN+Y	CH+O+D_ADDR+OR	245	0	0	NO	NO
AIN+Y	CH+P+AIIN	245	0	0	NO	NO
AIN+Y	CH+P+AIN	245	0	0	NO	NO
AIN+Y	CH+P+AIR	245	0	0	NO	NO
AIN+Y	CH+T+AIN	245	0	0	NO	NO
AIN+Y	CHD+L	245	0	0	NO	NO
AIN+Y	D_ADDR+CH+AIN	245	0	0	NO	NO
AIN+Y	K+CH+Y	245	0	0	NO	NO
AIN+Y	K+L	245	0	0	NO	NO
AIN+Y	L+CHD+L	245	0	0	NO	NO
AIN+Y	L+K+OR	245	0	0	NO	NO
AIN+Y	O+OR	245	0	0	NO	NO
AIN+Y	OK+CH+AIIN	245	0	0	NO	NO
AIN+Y	OK+L	245	0	0	NO	NO
AIN+Y	OL+K+OR	245	0	0	NO	NO
AIN+Y	OT+E+AIN	245	0	0	NO	NO
AIN+Y	P+AIIN	245	0	0	NO	NO
AIN+Y	P+AIN	245	0	0	NO	NO
AIN+Y	P+AIR	245	0	0	NO	NO
AIN+Y	P+AL	245	0	0	NO	NO
AIN+Y	P+L	245	0	0	NO	NO
AIN+Y	P+OR	245	0	0	NO	NO
AIN+Y	P+SH+AL	245	0	0	NO	NO
AIN+Y	P+SH+Y	245	0	0	NO	NO
AIN+Y	S+Y	245	0	0	NO	NO
AIN+Y	SH+AIN	245	0	0	NO	NO
AIN+Y	SH+AIR	245	0	0	NO	NO
AIN+Y	SH+E+K+AIN	245	0	0	NO	NO
AIN+Y	SH+OK+Y	245	0	0	NO	NO
AIN+Y	T+CHD+OR	245	0	0	NO	NO
AIN+Y	T+OR	245	0	0	NO	NO
AIN+Y	Y+AIIN	245	0	0	NO	NO
AIN+Y	Y+AIR	245	0	0	NO	NO
AIN+Y	Y+K+L	245	0	0	NO	NO
AIN+Y	Y+OR	245	0	0	NO	NO
AIR+AIIN	AIR+AIN	245	0	0	NO	NO
AIR+AIIN	AIR+OL	245	0	0	NO	NO
AIR+AIIN	AIR+Y	245	0	0	NO	NO
AIR+AIIN	AL+AIN	245	0	0	NO	NO
AIR+AIIN	AR+AIN	245	0	0	NO	NO
AIR+AIIN	AR+OR	245	0	0	NO	NO
AIR+AIIN	CARRIER_Q+O+Y	245	0	0	NO	NO
AIR+AIIN	CH+AIN	245	0	0	NO	NO
AIR+AIIN	CH+AR	245	0	0	NO	NO
AIR+AIIN	CH+E+O+AIR	245	0	0	NO	NO
AIR+AIIN	CH+K+L	245	0	0	NO	NO
AIR+AIIN	CH+O+D_ADDR+OR	245	0	0	NO	NO
AIR+AIIN	CH+P+AIIN	245	0	0	NO	NO
AIR+AIIN	CH+P+AIN	245	0	0	NO	NO
AIR+AIIN	CH+P+AIR	245	0	0	NO	NO
AIR+AIIN	CH+T+AIN	245	0	0	NO	NO
AIR+AIIN	CHD+L	245	0	0	NO	NO
AIR+AIIN	D_ADDR+CH+AIN	245	0	0	NO	NO
AIR+AIIN	K+CH+Y	245	0	0	NO	NO
AIR+AIIN	K+L	245	0	0	NO	NO
AIR+AIIN	L+CHD+L	245	0	0	NO	NO
AIR+AIIN	L+K+OR	245	0	0	NO	NO
AIR+AIIN	O+OR	245	0	0	NO	NO
AIR+AIIN	OK+CH+AIIN	245	0	0	NO	NO
AIR+AIIN	OK+L	245	0	0	NO	NO
AIR+AIIN	OL+K+OR	245	0	0	NO	NO
AIR+AIIN	OT+E+AIN	245	0	0	NO	NO
AIR+AIIN	P+AIIN	245	0	0	NO	NO
AIR+AIIN	P+AIN	245	0	0	NO	NO
AIR+AIIN	P+AIR	245	0	0	NO	NO
AIR+AIIN	P+AL	245	0	0	NO	NO
AIR+AIIN	P+L	245	0	0	NO	NO
AIR+AIIN	P+OR	245	0	0	NO	NO
AIR+AIIN	P+SH+AL	245	0	0	NO	NO
AIR+AIIN	P+SH+Y	245	0	0	NO	NO
AIR+AIIN	S+Y	245	0	0	NO	NO
AIR+AIIN	SH+AIN	245	0	0	NO	NO
AIR+AIIN	SH+AIR	245	0	0	NO	NO
AIR+AIIN	SH+E+K+AIN	245	0	0	NO	NO
AIR+AIIN	SH+OK+Y	245	0	0	NO	NO
AIR+AIIN	T+CHD+OR	245	0	0	NO	NO
AIR+AIIN	T+OR	245	0	0	NO	NO
AIR+AIIN	Y+AIIN	245	0	0	NO	NO
AIR+AIIN	Y+AIR	245	0	0	NO	NO
AIR+AIIN	Y+K+L	245	0	0	NO	NO
AIR+AIIN	Y+OR	245	0	0	NO	NO
AIR+AIN	AIR+OL	245	0	0	NO	NO
AIR+AIN	AIR+Y	245	0	0	NO	NO
AIR+AIN	AL+AIN	245	0	0	NO	NO
AIR+AIN	AR+AIN	245	0	0	NO	NO
AIR+AIN	AR+OR	245	0	0	NO	NO
AIR+AIN	CARRIER_Q+O+Y	245	0	0	NO	NO
AIR+AIN	CH+AIN	245	0	0	NO	NO
