statement_id	record_unit_id	page	link_ordinal	left_event_id	right_event_id	left_state_id	right_state_id	left_value_de	right_value_de	intervening_event_count	direct_card_adjacency	recurrent_state_formula	left_slot_code	right_slot_code	left_microcycle	right_microcycle	microcycle_relation	production_reading
H1-S001	H1	f10r	1	E001	E002	M1_RAW_PART	M2_PREPARATION	Wurzelteil	Bereitansatz	0	YES	YES	S1_BEZUG_FOLGE	S6_BEREIT_ABSCHLUSS	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H1-S001	H1	f10r	2	E002	E009	M2_PREPARATION	M4_MEASURED_PORTION	Bereitansatz	Sollmaß	6	NO	YES	S6_BEREIT_ABSCHLUSS	S2_MATERIAL_MASS	1	5	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H2-S001	H2	f10r	1	E015	E017	M2_PREPARATION	M2_PREPARATION	Auszugsansatz	Ansatz	1	NO	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H2-S001	H2	f10r	2	E017	E018	M2_PREPARATION	M4_MEASURED_PORTION	Ansatz	Bereitsollmaß	0	YES	YES	S1_BEZUG_FOLGE	S2_MATERIAL_MASS	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S001	H2	f10r	3	E018	E022	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Bereitsollmaß	Sollmaß	3	NO	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	2	3	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H2-S002	H2	f10r	1	E024	E025	M2_PREPARATION	M2_PREPARATION	Folgeansatz	Ansatz	0	YES	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S002	H2	f10r	2	E025	E028	M2_PREPARATION	M2_PREPARATION	Ansatz	Fortsetzungsansatz	2	NO	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S002	H2	f10r	3	E028	E030	M2_PREPARATION	M4_MEASURED_PORTION	Fortsetzungsansatz	Sollmaß	1	NO	YES	S1_BEZUG_FOLGE	S2_MATERIAL_MASS	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S003	H2	f10r	1	E032	E033	M2_PREPARATION	M2_PREPARATION	Gefäßansatz	Ansatz	0	YES	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S003	H2	f10r	2	E033	E034	M2_PREPARATION	M2_PREPARATION	Ansatz	Ansatz	0	YES	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H2-S003	H2	f10r	3	E034	E038	M2_PREPARATION	M4_MEASURED_PORTION	Ansatz	Zutatsollmaß	3	NO	YES	S1_BEZUG_FOLGE	S2_MATERIAL_MASS	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H3-S001	H3	f11r	1	E039	E044	M1_RAW_PART	M3_CLEAR_EXTRACT	Blütenkraut	Klarauszug	4	NO	NO	S1_BEZUG_FOLGE	S3_PROZESS_TRANSFER	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H4-S001	H4	f55v	1	E057	E058	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Sollmaß	Postenportion	0	YES	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H4-S001	H4	f55v	2	E058	E059	M4_MEASURED_PORTION	M4_MEASURED_PORTION	Postenportion	Postenzweitportion	0	YES	YES	S2_MATERIAL_MASS	S2_MATERIAL_MASS	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H4-S003	H4	f55v	1	E064	E065	M4_MEASURED_PORTION	M3_CLEAR_EXTRACT	Postensollmaß	Auszugnahme	0	YES	YES	S2_MATERIAL_MASS	S3_PROZESS_TRANSFER	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H4-S004	H4	f55v	1	E068	E070	M4_MEASURED_PORTION	M2_PREPARATION	Sollmaß	Fortsetzungszubereitung	1	NO	NO	S2_MATERIAL_MASS	S1_BEZUG_FOLGE	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H4-S004	H4	f55v	2	E070	E071	M2_PREPARATION	M2_PREPARATION	Fortsetzungszubereitung	Ansatz	0	YES	YES	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H4-S004	H4	f55v	3	E071	E073	M2_PREPARATION	M4_MEASURED_PORTION	Ansatz	Ansatzportion	1	NO	YES	S1_BEZUG_FOLGE	S2_MATERIAL_MASS	2	2	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H5-S001	H5	f56r	1	E074	E075	M2_PREPARATION	M1_RAW_PART	Zutatenansatz	Zutat	0	YES	NO	S1_BEZUG_FOLGE	S1_BEZUG_FOLGE	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H5-S001	H5	f56r	2	E075	E076	M1_RAW_PART	M1_RAW_PART	Zutat	Zutatstelle	0	YES	YES	S1_BEZUG_FOLGE	S5_ZIEL_ANWENDUNG	1	1	SAME_MICROCYCLE	STATE_AND_OPERATION_ADVANCE_TOGETHER
H5-S001	H5	f56r	3	E076	E077	M1_RAW_PART	M4_MEASURED_PORTION	Zutatstelle	Sollmaß	0	YES	NO	S5_ZIEL_ANWENDUNG	S2_MATERIAL_MASS	1	2	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
H5-S001	H5	f56r	4	E077	E078	M4_MEASURED_PORTION	M1_RAW_PART	Sollmaß	Zutat	0	YES	YES	S2_MATERIAL_MASS	S1_BEZUG_FOLGE	2	3	CROSSES_MICROCYCLE_RESET	STATE_THREAD_CONTINUES_OVER_LOCAL_WORK_RESET
