event_id	record_unit_id	page	statement_id	microcycle	slot_code	program_id	surface	atomic_value_de	material_marker_state	previous_material_marker	next_material_marker	material_thread_role	record_source_state_ids	record_target_state_id	owner
E001	H1	f10r	H1-S001	1	S1_BEZUG_FOLGE	P12_BESTAND_REFERENZIEREN	dchey	Wurzelteil	M1_RAW_PART	NONE	M2_PREPARATION	EXPLICIT_STATE_MARKER	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E002	H1	f10r	H1-S001	1	S6_BEREIT_ABSCHLUSS	P11_BEREITEN_SCHLIESSEN	cthoor	Bereitansatz	M2_PREPARATION	M1_RAW_PART	M4_MEASURED_PORTION	EXPLICIT_STATE_MARKER	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E003	H1	f10r	H1-S001	2	S1_BEZUG_FOLGE	P12_BESTAND_REFERENZIEREN	char	Quelle	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E004	H1	f10r	H1-S001	2	S2_MATERIAL_MASS	P02_MATERIAL_GEBEN	chty	Zerkleinern	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E005	H1	f10r	H1-S001	3	S1_BEZUG_FOLGE	P12_BESTAND_REFERENZIEREN	os	Gefäß	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E006	H1	f10r	H1-S001	3	S3_PROZESS_TRANSFER	P08_DURCHLASSEN	chair	Wasserzulauf	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E007	H1	f10r	H1-S001	4	S1_BEZUG_FOLGE	P06_FORTSETZEN	otytchol	Folgeteilfortsetzung	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E008	H1	f10r	H1-S001	4	S5_ZIEL_ANWENDUNG	P03_AM_ZIEL_EINSETZEN	oky	Einsetzen	NONE	M2_PREPARATION	M4_MEASURED_PORTION	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E009	H1	f10r	H1-S001	5	S2_MATERIAL_MASS	P01_DOSIEREN	daiin	Sollmaß	M4_MEASURED_PORTION	M2_PREPARATION	NONE	EXPLICIT_STATE_MARKER	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E010	H1	f10r	H1-S001	5	S6_BEREIT_ABSCHLUSS	P11_BEREITEN_SCHLIESSEN	etyd	Kurzrest	NONE	M4_MEASURED_PORTION	NONE	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E011	H1	f10r	H1-S002	1	S5_ZIEL_ANWENDUNG	P03_AM_ZIEL_EINSETZEN	qokchy	Einsetzen	NONE	M4_MEASURED_PORTION	NONE	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E012	H1	f10r	H1-S002	2	S1_BEZUG_FOLGE	P06_FORTSETZEN	qotchol	Folgefortsetzung	NONE	M4_MEASURED_PORTION	NONE	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E013	H1	f10r	H1-S002	2	S1_BEZUG_FOLGE	P06_FORTSETZEN	chol	Fortsetzung	NONE	M4_MEASURED_PORTION	NONE	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E014	H1	f10r	H1-S002	2	S6_BEREIT_ABSCHLUSS	P11_BEREITEN_SCHLIESSEN	cthy	Bereit	NONE	M4_MEASURED_PORTION	NONE	WORK_ON_CURRENT_MATERIAL_THREAD	M1_RAW_PART	M2_PREPARATION	Wurzel und übrige Teile der abgebildeten Pflanze
E015	H2	f10r	H2-S001	1	S1_BEZUG_FOLGE	P12_BESTAND_REFERENZIEREN	ycheor	Auszugsansatz	M2_PREPARATION	NONE	M2_PREPARATION	EXPLICIT_STATE_MARKER	M2_PREPARATION	M2_PREPARATION	zweiter Arbeitsartikel unter demselben Pflanzenbild
E016	H2	f10r	H2-S001	1	S6_BEREIT_ABSCHLUSS	P11_BEREITEN_SCHLIESSEN	cthy	Bereit	NONE	M2_PREPARATION	M2_PREPARATION	WORK_ON_CURRENT_MATERIAL_THREAD	M2_PREPARATION	M2_PREPARATION	zweiter Arbeitsartikel unter demselben Pflanzenbild
E017	H2	f10r	H2-S001	2	S1_BEZUG_FOLGE	P12_BESTAND_REFERENZIEREN	chor	Ansatz	M2_PREPARATION	M2_PREPARATION	M4_MEASURED_PORTION	EXPLICIT_STATE_MARKER	M2_PREPARATION	M2_PREPARATION	zweiter Arbeitsartikel unter demselben Pflanzenbild
