source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw	clean_ascii_fragments	clean_ascii_fragment_count	legacy_surface_positions_1based	legacy_mapping_status
ZL3b|f76r.23|G008	ZL3b	f76r.23	f76r	8	13	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	l	l	1	8	ONE_ASCII_FRAGMENT
ZL3b|f76r.23|G009	ZL3b	f76r.23	f76r	9	13	0	0	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	ain	ain	1	9	ONE_ASCII_FRAGMENT
ZL3b|f76r.23|G012	ZL3b	f76r.23	f76r	12	13	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	chedy	chedy	1	12	ONE_ASCII_FRAGMENT
ZL3b|f76r.23|G013	ZL3b	f76r.23	f76r	13	13	0	0	UNCERTAIN_SMALL_SPACE	LINE_END	qokey	qokey	1	13	ONE_ASCII_FRAGMENT
RF1b|f76r.23|G004	RF1b	f76r.23	f76r	4	13	0	0	DEFINITE_SPACE	DEFINITE_SPACE	che@152;y	che y	2	4,5	MULTI_ASCII_FRAGMENT
RF1b|f77r.12|G001	RF1b	f77r.12	f77r	1	8	0	0	LINE_START	DEFINITE_SPACE	soltee@152;y	soltee y	2	1,2	MULTI_ASCII_FRAGMENT
RF1b|f77r.12|G002	RF1b	f77r.12	f77r	2	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qotee@152;y	qotee y	2	3,4	MULTI_ASCII_FRAGMENT
RF1b|f77r.12|G004	RF1b	f77r.12	f77r	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	che@152;aiin	che aiin	2	6,7	MULTI_ASCII_FRAGMENT
RF1b|f77r.12|G005	RF1b	f77r.12	f77r	5	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	che@152;y	che y	2	8,9	MULTI_ASCII_FRAGMENT
RF1b|f77r.12|G008	RF1b	f77r.12	f77r	8	8	0	0	DEFINITE_SPACE	LINE_END	che@152;	che	1	12	ONE_ASCII_FRAGMENT
RF1b|f77r.34|G004	RF1b	f77r.34	f77r	4	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qolche@152;y	qolche y	2	4,5	MULTI_ASCII_FRAGMENT
RF1b|f77r.34|G008	RF1b	f77r.34	f77r	8	8	0	0	DEFINITE_SPACE	LINE_END	@206;aiin	aiin	1	9	ONE_ASCII_FRAGMENT
RF1b|f77r.35|G007	RF1b	f77r.35	f77r	7	8	0	0	DEFINITE_SPACE	DEFINITE_SPACE	che@152;aiin	che aiin	2	7,8	MULTI_ASCII_FRAGMENT
RF1b|f81r.19|G002	RF1b	f81r.19	f81r	2	6	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shee@152;y	shee y	2	2,3	MULTI_ASCII_FRAGMENT
RF1b|f81r.19|G005	RF1b	f81r.19	f81r	5	6	0	0	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	ol	ol	1	6	ONE_ASCII_FRAGMENT
RF1b|f81r.19|G006	RF1b	f81r.19	f81r	6	6	0	0	UNCERTAIN_SMALL_SPACE	LINE_END	am	am	1	7	ONE_ASCII_FRAGMENT
