page	locus	section	language	hand	line_mode	ordinal	surface	literal_gloss_de	aligned_chunk_de	action_licensed	signals	identity_signals	action_signals	lost_signals_literal_to_aligned	primary_class	debt_severity	specificity_score	specificity_open	strict_card_debt	strict_debt_categories	mechanical_debt	mechanical_debt_flags	low_or_exploratory_card	low_confidence_sources	low_confidence_labels	repair_route	anchor_drift_ids	practical_translation_de
f102v2	f102v2.3	P	A	1	QUANTITY_LABEL	1	oror	zwei Portionen	Zwei Portionen	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT674	LOW	INGREDIENT_IDENTITY_SEARCH	NONE	Zwei Portionen.
f105r	f105r.2	S	B	3	MIXED_RECORD	2	yey	hieran anschließend	hieran anschließend	0	REGISTER_CONNECTIVE|STATE_FINISHED	NONE	NONE	NONE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	0	NONE	1	GDT678	LOW_EXPLORATORY	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.31	S	B	3	MIXED_RECORD	1	kodeey	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	0	MATERIAL_ROLE|STATE_FINISHED|STATE_HOT|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105r	f105r.31	S	B	3	MIXED_RECORD	2	lchl	getrocknetes Drogenholz	getrocknetes Drogenholz	0	IDENTITY_WOOD|MATERIAL_ROLE|STATE_DRY	IDENTITY_WOOD	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	0	NONE	0	NONE	1	GDT674	LOW	NONE	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105r	f105r.31	S	B	3	MIXED_RECORD	3	shx	eingeweichtes Gummiharz	eingeweichtes Gummiharz	0	STATE_WET	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	STATE_HOST_BINDING	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105r	f105r.31	S	B	3	MIXED_RECORD	5	aiijy	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	1	ACT_FILL|ACT_FINISH|STATE_FINISHED|VALUE_QUANTITY	NONE	ACT_FILL|ACT_FINISH	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	NONE	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105r	f105r.31	S	B	3	MIXED_RECORD	6	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	0	MATERIAL_ROLE|STATE_FINISHED	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT681	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105v	f105v.14	S	B	3	ACTION_SEQUENCE	7	tail	kaltgestellte Rohdroge II	kaltgestellte Rohdroge II	0	MATERIAL_ROLE|STATE_COLD	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT680	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Drei Dosen bis zur Mittelstufe getrocknetes Pulver mit dem auf Anfangsstufe angetrockneten und abgeschlossenen Arzneikompositum ansetzen. Die dritte erhitzte Drogenfraktion und das fertige Trockenpulver aus Holzdrogenansatz nehmen; ferner eine abgezogene Portion dieses Ansatzes, Menge IV, und kaltgestellte Rohdroge II. Die erste Ansatzfraktion abmessen, die erste erhitzte Fraktion abziehen und die Droge kalt trocknen sowie leicht nachtrocknen.
f10r	f10r.2	H	A	1	MIXED_RECORD	7	otytchol	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	0	MATERIAL_ROLE|STATE_COLD|STATE_DRY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	1	GDT680	LOW_EXPLORATORY	INGREDIENT_IDENTITY_SEARCH	NONE	Eine Portion Blatt- oder Krautansatz bis zur Mittelstufe trocknen und abschließen. Erste und zweite Trockenfraktion kalt-trocken ansetzen und mit einer Ansatzcharge sowie nachgekühltem Trockenstoff verbinden. Den Ansatz leicht erhitzen, drei Teile abnehmen und bis zur Mittelstufe kühlen und abschließen.
f112v	f112v.10	S	B	3	QUANTITY_LABEL	4	oror	zwei Portionen	zwei Portionen	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT674	LOW	INGREDIENT_IDENTITY_SEARCH	NONE	Grad/Maß II · feucht, Endstufe · heiß-trockener Ansatz, Mittelstufe, abgeschlossen · zwei Portionen.
