page	locus	section	language	hand	line_mode	ordinal	surface	literal_gloss_de	aligned_chunk_de	action_licensed	signals	identity_signals	action_signals	lost_signals_literal_to_aligned	primary_class	debt_severity	specificity_score	specificity_open	strict_card_debt	strict_debt_categories	mechanical_debt	mechanical_debt_flags	low_or_exploratory_card	low_confidence_sources	low_confidence_labels	repair_route	anchor_drift_ids	practical_translation_de
f102v2	f102v2.3	P	A	1	QUANTITY_LABEL	1	oror	zwei Portionen	Zwei Portionen	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	QUANTITY_OR_UNIT_WITHOUT_HEAD	0	NONE	1	GDT674	LOW	INGREDIENT_IDENTITY_SEARCH	NONE	Zwei Portionen.
f104v	f104v.2	S	B	3	MIXED_RECORD	1	ychedaiin	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	hiervon drei Dosen bis zur Mittelstufe getrocknete Droge abmessen	1	ACT_MEASURE|MATERIAL_ROLE|STATE_DRY|VALUE_GRADE	NONE	ACT_MEASURE	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	0	NONE	NONE	NONE	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	2	qoteed	Ansatz vollständig abkühlen und abziehen	Ansatz vollständig abkühlen und abziehen	1	ACT_COOL|ACT_DRAW_OFF|MATERIAL_ROLE|STATE_COLD	NONE	ACT_COOL|ACT_DRAW_OFF	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	0	NONE	NONE	NONE	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	3	chockhy	Arzneikompositum im Trockenansatz am Gradanfang	Arzneikompositum im Trockenansatz, Gradanfang	0	MATERIAL_ROLE|STATE_DRY|VALUE_GRADE	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	4	otaiin	kalt im Zubereitungsrahmen, Grad III	kalt im Zubereitungsrahmen, Grad III	0	MATERIAL_ROLE|STATE_COLD|STRUCTURAL_META|VALUE_GRADE	NONE	NONE	NONE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	0	NONE	1	STRUCTURAL_META_AS_VALUE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	5	ydaiin	davon drei Maße	davon drei Maße	0	VALUE_QUANTITY	NONE	NONE	NONE	C3_VALUE_WITHOUT_AXIS_OR_OBJECT	MAJOR	1	1	0	NONE	0	NONE	0	NONE	NONE	VALUE_AXIS_BINDING	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	6	qokamdy	ein Maß nehmen, erhitzen und fertigstellen	ein Maß nehmen, erhitzen und fertigstellen	1	ACT_FINISH|ACT_HEAT|ACT_TAKE|STATE_FINISHED|STATE_HOT|VALUE_QUANTITY	NONE	ACT_FINISH|ACT_HEAT|ACT_TAKE	NONE	A1_LICENSED_OPERATION	NONE	4	0	0	NONE	0	NONE	0	NONE	NONE	NONE	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	7	otarar	erste Unterfraktion der kalten Ansatzfraktion I	erste Unterfraktion der kalten Ansatzfraktion I	0	MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	8	alched	Rohdroge I, bis zur Mittelstufe getrocknet und abgeschlossen	Rohdroge I, bis Mittelstufe getrocknet und abgeschlossen	0	MATERIAL_ROLE|STATE_DRY|STATE_FINISHED|VALUE_GRADE	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	9	otair	zweite kalte Drogenfraktion im Ansatz	zweite kalte Drogenfraktion im Ansatz	0	MATERIAL_ROLE|STATE_COLD|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f104v	f104v.2	S	B	3	MIXED_RECORD	10	oram	eine Maßportion Ansatz	eine Maßportion Ansatz	0	MATERIAL_ROLE|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	0	NONE	0	NONE	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f105r	f105r.2	S	B	3	MIXED_RECORD	1	dshees	Dosis oder Charge vollständig eingeweichter Arzneispecies	Dosis oder Charge vollständig eingeweichter Arzneispecies	0	MATERIAL_ROLE|STATE_WET|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	OPEN_TAXONOMY_OR_MATERIAL_ALTERNATIVE	1	NON_SINGLE_GLOSS	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	2	yey	hieran anschließend	hieran anschließend	0	REGISTER_CONNECTIVE|STATE_FINISHED	NONE	NONE	NONE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	0	NONE	1	GDT678	LOW_EXPLORATORY	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	3	cheey	trocken am Ende des Grades	trocken, Endstufe	0	STATE_DRY|VALUE_GRADE	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	1	STATE_ONLY_NO_OBJECT	0	NONE	NONE	STATE_HOST_BINDING	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
