page	locus	section	language	hand	line_mode	ordinal	surface	literal_gloss_de	aligned_chunk_de	action_licensed	signals	identity_signals	action_signals	lost_signals_literal_to_aligned	primary_class	debt_severity	specificity_score	specificity_open	strict_card_debt	strict_debt_categories	mechanical_debt	mechanical_debt_flags	low_or_exploratory_card	low_confidence_sources	low_confidence_labels	repair_route	anchor_drift_ids	practical_translation_de
f104v	f104v.2	S	B	3	MIXED_RECORD	4	otaiin	kalt im Zubereitungsrahmen, Grad III	kalt im Zubereitungsrahmen, Grad III	0	MATERIAL_ROLE|STATE_COLD|STRUCTURAL_META|VALUE_GRADE	NONE	NONE	NONE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	0	NONE	1	STRUCTURAL_META_AS_VALUE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Miss hiervon drei Dosen der bis zur Mittelstufe getrockneten Droge ab; vollständig abkühlen und abziehen. Arzneikompositum im Trockenansatz auf Anfangsstufe, Kaltansatz auf Stufe III: davon drei Maße. Ein Maß nehmen, erhitzen und fertigstellen. Erste Unterfraktion der kalten Ansatzfraktion, bis zur Mittelstufe getrocknete und abgeschlossene Rohdroge I sowie zweite kalte Ansatzfraktion; als Schlussmenge eine Maßportion.
f105r	f105r.2	S	B	3	MIXED_RECORD	1	dshees	Dosis oder Charge vollständig eingeweichter Arzneispecies	Dosis oder Charge vollständig eingeweichter Arzneispecies	0	MATERIAL_ROLE|STATE_WET|VALUE_QUANTITY	NONE	NONE	NONE	C1_FUNCTIONAL_MATERIAL_ROLE_ONLY	MAJOR	2	1	1	OPEN_TAXONOMY_OR_MATERIAL_ALTERNATIVE	1	NON_SINGLE_GLOSS	0	NONE	NONE	INGREDIENT_IDENTITY_SEARCH	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	3	cheey	trocken am Ende des Grades	trocken, Endstufe	0	STATE_DRY|VALUE_GRADE	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	1	STATE_ONLY_NO_OBJECT	0	NONE	NONE	STATE_HOST_BINDING	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	4	raiin	Wurzel, Typ/Charge III	Wurzel, Charge III	0	AMBIGUOUS_ALTERNATIVE|IDENTITY_ROOT|MATERIAL_ROLE	IDENTITY_ROOT	NONE	NONE	A2_IDENTITY_BEARING_ENTITY	NONE	4	0	1	OPEN_TAXONOMY_OR_MATERIAL_ALTERNATIVE	1	NON_SINGLE_GLOSS	0	NONE	NONE	NONE	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	7	ches	trockenes Drogenmaterial, Mittelstufe	trockenes Drogenmaterial, Mittelstufe	0	MATERIAL_ROLE|STATE_DRY|VALUE_GRADE	NONE	NONE	NONE	D3_GENERIC_CARRIER	CRITICAL	0	1	1	GENERIC_DRUG_HEAD	1	HARD_GENERIC_CARRIER	0	NONE	NONE	PRODUCTIVE_CARRIER_COMPOSITION	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.2	S	B	3	MIXED_RECORD	9	cheey	trocken am Ende des Grades	trocken, Endstufe	0	STATE_DRY|VALUE_GRADE	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	1	STATE_ONLY_NO_OBJECT	0	NONE	NONE	STATE_HOST_BINDING	NONE	Die vollständig eingeweichte Arzneispecies-Dosis hieran anschließend bis zur Trocken-Endstufe bringen. Wurzeldroge der Charge III und den fertigen kalt-trockenen Anfangsansatz bereitstellen; eine Portion Ansatz abmessen. Dazu mittelgetrocknetes Drogenmaterial und eine Drogenportion, erneut bis zur Endstufe trocknen. Von der Charge vollständig erhitzten Ansatzes die erste Fraktion abmessen, als getrockneten Ansatz halten und die Zubereitung fertigstellen.
f105r	f105r.31	S	B	3	MIXED_RECORD	10	chedy	trocken in der Mitte des Grades, abgeschlossen	trocken, Mittelstufe, abgeschlossen	0	STATE_DRY|STATE_FINISHED|VALUE_GRADE	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	1	STATE_ONLY_NO_OBJECT	0	NONE	NONE	STATE_HOST_BINDING	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105r	f105r.31	S	B	3	MIXED_RECORD	11	qokaiin	heiß, Grad III	heiß, Grad III	0	STATE_HOT|VALUE_GRADE	NONE	NONE	NONE	C2_STATE_WITHOUT_OBJECT	MAJOR	1	1	0	NONE	1	STATE_ONLY_NO_OBJECT	0	NONE	NONE	STATE_HOST_BINDING	NONE	Eine vollständig erhitzte und abgeschlossene Zubereitungsdosis aus getrocknetem Drogenholz und eingeweichtem Gummiharz ansetzen. Die erste Drogenfraktion in drei Bündel abfüllen und schließen; daraus das vollständig bereitete Arzneikompositum bilden. Dazu Rohdroge I im heißen Anfangsansatz, bis zur Mittelstufe erhitzte und fertige Holzdroge sowie die erste heiße Holzfraktion verwenden. Bis zur Mittelstufe trocknen und abschließen, auf Heizstufe III bringen und zuletzt eine Portion heiß-trockene Blütenzubereitung in Grundform nehmen.
f105v	f105v.14	S	B	3	ACTION_SEQUENCE	6	aiiin	Menge-/Klassenwert IV	Menge/Klasse IV	0	AMBIGUOUS_ALTERNATIVE|VALUE_QUANTITY	NONE	NONE	NONE	C3_VALUE_WITHOUT_AXIS_OR_OBJECT	MAJOR	1	1	1	VALUE_DIMENSION_OPEN	1	NON_SINGLE_GLOSS	0	NONE	NONE	VALUE_AXIS_BINDING	NONE	Drei Dosen bis zur Mittelstufe getrocknetes Pulver mit dem auf Anfangsstufe angetrockneten und abgeschlossenen Arzneikompositum ansetzen. Die dritte erhitzte Drogenfraktion und das fertige Trockenpulver aus Holzdrogenansatz nehmen; ferner eine abgezogene Portion dieses Ansatzes, Menge IV, und kaltgestellte Rohdroge II. Die erste Ansatzfraktion abmessen, die erste erhitzte Fraktion abziehen und die Droge kalt trocknen sowie leicht nachtrocknen.
f106r	f106r.23	S	B	3	MIXED_RECORD	1	ychedy	Eintrag: getrocknete Droge, fertig	Getrocknete Droge, fertig	0	MATERIAL_ROLE|REGISTER_CONNECTIVE|STATE_DRY|STATE_FINISHED	NONE	NONE	REGISTER_CONNECTIVE	D2_STRUCTURAL_OR_REGISTER_META	CRITICAL	0	1	1	STRUCTURAL_META_CARD	1	STRUCTURAL_META_AS_VALUE	0	NONE	NONE	STRUCTURAL_TO_PRACTICAL_CARD	NONE	Getrocknete Droge, fertig · Arzneikompositum bis Mittelstufe bereiten und abschließen · abgemessene Fraktion II · Rohstoffklasse I · heiß, Mittelstufe, abgeschlossen · bis Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum · heiß-trocken, Anfangsstufe · kalter Ansatz, Mittelstufe, abgeschlossen · abgemessene Fraktion I · eine Portion der ersten Drogenfraktion.
