case_id	page	record	desk	statements	events	owner_sequence_de	continuous_reading_de
C1	f10r	H1	P_PFLANZEN_ZUBEREITUNG	2	14	abgebildete breit gezähnte radialblütige Pflanze	Frischen Pflanzenteil kurz in den Wasseransatz geben, den ersten Auszug in das Auffangfach laufen lassen und nach Mass zurueck in die Charge eintragen. Eine weitere Pflanzenportion in denselben Ansatz geben, kurz abziehen und bis zum bereiten Grundauszug weiterarbeiten.
C2	f10r	H2	P_PFLANZEN_ZUBEREITUNG	3	24	abgebildete breit gezähnte radialblütige Pflanze	Den zurueckbehaltenen Pflanzenrest oder zweiten Teil abziehen, an Ansatz und Mass binden und bis zur Bereitschaft weiterziehen. Vom fortgefuehrten Ansatz einen gemessenen Nachauszug abnehmen; den Rest im Gefaess weiterfuehren. Den Ansatz zweimal mit frischem Pflanzenstoff oder Medium nachbeschicken und die naechste verbrauchte Portion entfernen.
C3	f11r	H3	P_PFLANZEN_ZUBEREITUNG	4	17	abgebildete dicht blau blühende Kronenpflanze	Blueten in das Tuchgefaess geben, ziehen lassen, auswringen, das Pressgut erneut einlegen, nochmals ziehen und den Auszug auffangen. Eine zweite Bluetenportion im gleichen Ziehgang halten und eintragen. Den vorhandenen Bluetenauszug wieder aufnehmen und eine abgemessene Portion des laufenden Postens zugeben. Den zweiten Ansatz fortsetzen, bis der Bluetenauszug gebrauchsfertig ist.
C4	f55v	H4	P_PFLANZEN_ZUBEREITUNG	4	18	abgebildete breitblättrige rispige Pflanze	Den Pflanzenansatz nach Mass ansetzen, eine Portion und danach eine Nachportion zufuehren und den Mischgang schliessen. Die naechste gemessene Pflanzenmasse umsetzen und im kleinen Vorratstopf verwahren. Eine Dosis zugeben, den benoetigten Anteil entnehmen, temperieren und den Zubereitungsgang schliessen. Die gemessene temperierte Ansatzportion an die bezeichnete Stelle legen oder dort eintragen.
C5	f56r	H5	P_PFLANZEN_ZUBEREITUNG	6	27	abgebildete mehrköpfige stachelige Pflanze	Eine erste Pflanzengabe abziehen und zum Gefaess fuehren; eine zweite nach Mass abnehmen und in den Ansatz geben. Den vorherigen Arbeitsfaden wieder aufnehmen, die folgende Pflanzengabe ansetzen und den Auszug lange durch den Durchlass laufen lassen; Schritt schliessen. Die Gabe ziehen lassen, dem Ansatz zufuehren und denselben Einsatz zweimal wiederholen. Den naechsten Pflanzenteil in den Ansatz geben, ansetzen, wieder abziehen und zum folgenden Gefaess fuehren. Eine weitere Gabe ansetzen, zufuehren und danach die naechste abgeteilte Portion in den Gang ordnen. Die letzte aktuelle Portion nach Mass zur gemeinsamen Auszugscharge geben.
C1	f81v	B1	B_BAD_ANWENDUNG	21	66	gemeinsame zweireihige Figuren-/Beckenstation	Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nach Maß an → einspeisen → anlegen → dosiert zugeben → dosiert zugeben → abkühlen lassen → führen → zurückhalten → anlegen → durchleiten. Angaben: davon | fort | Ziel | fort | fort · Ansatz | fort | Maß | Maß | Durchlass · dies. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: halten + zugeben + überführen. Angaben: fort. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → absetzen lassen. Angaben: fort. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führe zur nächsten Station. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: gib einen Teil hinein → durchleiten → abkühlen lassen. Angaben: Durchlass · dies. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einsetzen + überführen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → absetzen lassen. Angaben: dies | fort | fort. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einwirken lassen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten. Setze zweifach gezogener und ausgewrungener Bluetenauszug an gemeinsame zweireihige Figuren-/Beckenstation ein. Therapeutische Lesung: Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.
C2	f82r	B2	B_BAD_ANWENDUNG	22	62	oberes Beckenpaar mit Zylinder -> mittleres linkes Handgerät mit Inline-Knoten -> mittlere rechte unklare Station -> unteres grünes Mehrfigurenbecken -> kleine Randstationen des unteren Beckens	Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station. Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station. Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies. Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten. Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort. Setze zweifach nachbeschickter standardisierter Zweitauszug an oberes Beckenpaar mit Zylinder ein. Therapeutische Lesung: Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittleres linkes Handgerät mit Inline-Knoten ein. Therapeutische Lesung: Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittlere rechte unklare Station ein. Therapeutische Lesung: Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon. Setze abgemessene warme Auflage oder dicke Waschzubereitung an mittlere rechte unklare Station ein. Therapeutische Lesung: Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies. Setze mehrfach beschickter konzentrierter Pflanzenauszug an unteres grünes Mehrfigurenbecken ein. Therapeutische Lesung: Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an unteres grünes Mehrfigurenbecken ein. Therapeutische Lesung: Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an kleine Randstationen des unteren Beckens ein. Therapeutische Lesung: Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.
C3	f83r	B3	S_STATION_NACHTRAG	34	86	obere offene Fächerstation am Rand -> mittlere Randfigur im runden Gefäß -> untere Randfigur im korbartigen Gefäß -> unverbundener Zwischenbereich -> sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug. Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug. Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug. Kombinierte Lesung: Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon. Eingesetzt wird mehrfach beschickter konzentrierter Pflanzenauszug. Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug. Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug. Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug. Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug. Kombinierte Lesung: Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein. Eingesetzt wird zweifach gezogener und ausgewrungener Bluetenauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen. Eingesetzt wird zweifach nachbeschickter standardisierter Zweitauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies. Eingesetzt wird nach Mass aufgefangener Grundauszug. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung. Kombinierte Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies. Eingesetzt wird abgemessene warme Auflage oder dicke Waschzubereitung.
C4	f83r	B4	S_STATION_NACHTRAG	16	47	sichtbares Figurenpaar mit gemeinsamem Bogen in B4 -> linke Hauptstation mit offenem Fransenlauf -> rechte Hauptstation mit S-Lauf und Mehrarmknoten	Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen. Setze abgemessene warme Auflage oder dicke Waschzubereitung an sichtbares Figurenpaar mit gemeinsamem Bogen in B4 ein. Therapeutische Lesung: Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort. Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an linke Hauptstation mit offenem Fransenlauf ein. Therapeutische Lesung: Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen. Setze mehrfach beschickter konzentrierter Pflanzenauszug an rechte Hauptstation mit S-Lauf und Mehrarmknoten ein. Therapeutische Lesung: Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.
C5	f83r	B5	S_STATION_NACHTRAG	3	11	linke Fransenstation im B5-Nachtrag	Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station. Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen. Führe mehrfach beschickter konzentrierter Pflanzenauszug an linke Fransenstation im B5-Nachtrag als Arbeitscharge. Betriebslesung: Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.
