edition	paragraph	at	word	gloss
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G001	tshor	Material [tshor]
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G002	shey	feucht
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G003	qodckhy	⟦qodckhy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G004	e{ph}o	⟦e{ph}o⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G005	oltshey	⟦oltshey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G006	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.1|G007	qopchy	⟦qopchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G001	okeey	⟦okeey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G002	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G003	sheekol	⟦sheekol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G004	shom	⟦shom⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G005	shol	feucht
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G006	cthy	Kraut
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G007	dchom	⟦dchom⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.2|G008	do	⟦do⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G001	ydaiin	⟦ydaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G002	cph[o:a]m	⟦cph[o:a]m⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G003	chol	getrocknet
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G004	dockhy	⟦dockhy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G005	cthol	⟦cthol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G006	dam	⟦dam⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.3|G007	oty	⟦oty⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G001	qokol	⟦qokol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G002	daiiin	⟦daiiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G003	qockhor	⟦qockhor⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G004	okchor	⟦okchor⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G005	daiio	⟦daiio⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G006	dain	Masse B·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.4|G007	d	⟦d⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G001	ysheey	⟦ysheey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G002	ckhol	⟦ckhol⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G003	chckhey	⟦chckhey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G004	daiin	Masse C·Uₚ
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G005	ctheody	⟦ctheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.5|G006	ydy	⟦ydy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G001	ochoiky	⟦ochoiky⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G002	dshey	⟦dshey⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G003	chol	getrocknet
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G004	ykcheody	⟦ykcheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.6|G005	choldam	⟦choldam⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G001	todaiin	⟦todaiin⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G002	shodaiin	Dosis Q des feuchten Materials
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G003	qote[a:o]	⟦qote[a:o]⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G004	dchy	⟦dchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G005	qotod	⟦qotod⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.7|G006	odaiin	zusätzliche Dosis Q
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G001	sheey	benetze
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G002	kshody	⟦kshody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G003	tsheody	⟦tsheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G004	sheody	⟦sheody⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G005	sheetchy	⟦sheetchy⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.8|G006	opod	⟦opod⟧
ZL3b	f53v|f53v.1-f53v.13	ZL3b|f53v.9|G001	octheody	⟦octheody⟧
