projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
140	1	GDT800-O2561	1169	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0266	f66r	f66r	f66r.13	1	1	qokal	qoka	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
141	1	GDT800-O2562	1171	LOCAL_CARD:GDT515_SECOND_RANDOM4_LOCAL:G515-E0268	f66r	f66r	f66r.15	1	1	raral	rara	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	TEXT_BLOCK	SOURCE_SECTION_T	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
176	0	NONE	1503	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1751	f67r2	f67r2	f67r2.1	3	3	aram	ara	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
180	0	NONE	1556	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1804	f67r2	f67r2	f67r2.22	1	1	okal	oka	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
183	0	NONE	1571	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1819	f67r2	f67r2	f67r2.28	2	2	am	a	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
189	0	NONE	1631	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1879	f67r2	f67r2	f67r2.54	2	2	saldal	salda	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
190	0	NONE	1633	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1881	f67r2	f67r2	f67r2.56	1	2	tol	to	l	1	FIRST	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
191	0	NONE	1638	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1886	f67r2	f67r2	f67r2.58	2	3	dal	da	l	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
196	0	NONE	1785	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2033	f69v	f69v	f69v.1	30	40	chol	cho	l	10	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
197	0	NONE	1797	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2045	f69v	f69v	f69v.2	2	38	chol	cho	l	36	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
