family	surface	exact_occurrences	pages	sections	line_positions	paragraph_start_occurrences	paragraph_end_occurrences	right_role_profile	semantic_transfer	component_export_credit
OFCH_PREFIX	ofchar	2	2	H:2	LAST:1|MIDDLE:1	2	0	KNOWN_OTHER:1|OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchdy	4	4	H:3|S:1	MIDDLE:4	2	0	KNOWN_OTHER:2|OPEN:2	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofcheds	1	1	S:1	LAST:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchedy	5	5	B:3|S:1|T:1	MIDDLE:5	4	0	KNOWN_OTHER:1|OPEN:4	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofcheefar	1	1	H:1	LAST:1	0	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofcheol	1	1	P:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchey	3	3	H:2|S:1	MIDDLE:3	3	0	OPEN:1|QUALITY_STAGE|CLOSE:1|QUALITY_STAGE|CONTENT_PREPARATION:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchol	1	1	H:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchor	1	1	H:1	MIDDLE:1	1	0	KNOWN_OTHER:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchoshy	1	1	H:1	MIDDLE:1	0	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchr	1	1	S:1	LAST:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchtar	1	1	H:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
OFCH_PREFIX	ofchy	3	3	H:3	MIDDLE:3	2	0	KNOWN_OTHER:1|QUALITY_STAGE|AMOUNT_VALUE|CONTENT_PREPARATION:1|SCALAR_VALUE:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	alolfchy	1	1	S:1	MIDDLE:1	1	0	H3_RECORD_FORM:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	chckhyfchy	1	1	H:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	chefchy	3	3	H:1|T:2	MIDDLE:3	3	0	OPEN:2|QUALITY_STAGE|CONTENT_PREPARATION:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	chofchy	1	1	H:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	cholfchy	1	1	T:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	dalfchy	1	1	H:1	MIDDLE:1	1	0	OPEN:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	lfchy	2	2	S:1|T:1	MIDDLE:2	2	0	OPEN:1|QUALITY_STAGE|CONTENT_PREPARATION:1	WHOLE_FORM_ANALOGY_ONLY	0
FCHY_SUFFIX	ofchy	3	3	H:3	MIDDLE:3	2	0	KNOWN_OTHER:1|QUALITY_STAGE|AMOUNT_VALUE|CONTENT_PREPARATION:1|SCALAR_VALUE:1	WHOLE_FORM_ANALOGY_ONLY	0
