event_id	statement_id	record_unit_id	page	field_id	field_position	master_card_id	surface	atomic_value_de	multi_surface_diagnostic	surface_frame	field_frame_mode	aligns_with_mode	primary_grammar_slot	field_close_role
E001	H1-S001	H1	f10r	F001	1	MC071	dchey	Grundteil	NO	D	CH	NOT_SCORED	G2	NO
E002	H1-S001	H1	f10r	F001	2	MC158	cthoor	Vorbereitung	NO	X	CH	NOT_SCORED	G4	NO
E003	H1-S001	H1	f10r	F001	3	MC055	char	davon	YES	CH	CH	YES	G1	NO
E004	H1-S001	H1	f10r	F001	4	MC086	chty	Anteil	YES	CH	CH	YES	G4	NO
E005	H1-S001	H1	f10r	F001	5	MC159	os	Aufnahmegefäß	NO	O	CH	NOT_SCORED	G4	NO
E006	H1-S001	H1	f10r	F001	6	MC014	chair	Zuguss	NO	CH	CH	NOT_SCORED	G4	NO
E007	H1-S001	H1	f10r	F001	7	MC069	otytchol	Folgeteil	NO	O	CH	NOT_SCORED	G1	NO
E008	H1-S001	H1	f10r	F001	8	MC026	oky	einsetzen	YES	O	CH	NO	G4	NO
E009	H1-S001	H1	f10r	F001	9	MC039	daiin	Sollmaß	YES	D	CH	NO	G2	NO
E010	H1-S001	H1	f10r	F001	10	MC108	etyd	Kurzteil	NO	X	CH	NOT_SCORED	G2	NO
E011	H1-S002	H1	f10r	F002	1	MC103	qokchy	weiterbearbeiten	YES	Q	MIXED	NOT_SCORED	G4	NO
E012	H1-S002	H1	f10r	F002	2	MC163	qotchol	Weitergang	NO	Q	MIXED	NOT_SCORED	G4	NO
E013	H1-S002	H1	f10r	F002	3	MC153	chol	weiter	YES	CH	MIXED	NOT_SCORED	G4	NO
E014	H1-S002	H1	f10r	F002	4	MC161	cthy	bereit	YES	X	MIXED	NOT_SCORED	G3	NO
E015	H2-S001	H2	f10r	F003	1	MC075	ycheor	Auszugsansatz	NO	X	MIXED	NOT_SCORED	G2	NO
E016	H2-S001	H2	f10r	F003	2	MC161	cthy	bereit	YES	X	MIXED	NOT_SCORED	G3	NO
E017	H2-S001	H2	f10r	F003	3	MC080	chor	Ansatz	YES	CH	MIXED	NOT_SCORED	G1	NO
E018	H2-S001	H2	f10r	F003	4	MC169	cthaiin	Sollvorbereitung	NO	X	MIXED	NOT_SCORED	G4	NO
E019	H2-S001	H2	f10r	F003	5	MC115	qoctholy	Folgeposten	NO	Q	MIXED	NOT_SCORED	G4	NO
E020	H2-S001	H2	f10r	F003	6	MC123	dy	dies	YES	D	MIXED	NOT_SCORED	G2	NO
E021	H2-S001	H2	f10r	F003	7	MC123	chy	dies	YES	CH	MIXED	NOT_SCORED	G2	NO
E022	H2-S001	H2	f10r	F003	8	MC039	taiin	Sollmaß	YES	T	MIXED	NOT_SCORED	G2	NO
E023	H2-S001	H2	f10r	F003	9	MC123	shy	dies	YES	S	MIXED	NOT_SCORED	G2	NO
E024	H2-S002	H2	f10r	F004	1	MC013	qotchor	Folgeansatz	YES	Q	CH	NO	G1	NO
E025	H2-S002	H2	f10r	F004	2	MC080	chor	Ansatz	YES	CH	CH	YES	G1	NO
E026	H2-S002	H2	f10r	F004	3	MC053	otol	Fortgang	NO	O	CH	NOT_SCORED	G4	NO
E027	H2-S002	H2	f10r	F004	4	MC153	chol	weiter	YES	CH	CH	YES	G4	NO
E028	H2-S002	H2	f10r	F004	5	MC157	cholor	derselbe Ansatz	YES	CH	CH	YES	G1	NO
E029	H2-S002	H2	f10r	F004	6	MC153	chol	weiter	YES	CH	CH	YES	G4	NO
E030	H2-S002	H2	f10r	F004	7	MC039	daiin	Sollmaß	YES	D	CH	NO	G2	NO
E031	H2-S002	H2	f10r	F004	8	MC055	dar	davon	YES	D	CH	NO	G1	NO
E032	H2-S003	H2	f10r	F005	1	MC027	oykchor	Arbeitsansatz	NO	O	CH	NOT_SCORED	G4	NO
E033	H2-S003	H2	f10r	F005	2	MC080	shor	Ansatz	YES	S	CH	NO	G1	NO
E034	H2-S003	H2	f10r	F005	3	MC080	chor	Ansatz	YES	CH	CH	YES	G1	NO
E035	H2-S003	H2	f10r	F005	4	MC123	chy	dies	YES	CH	CH	YES	G2	NO
E036	H2-S003	H2	f10r	F005	5	MC048	kaiiin	Arbeitsstufe	NO	K	CH	NOT_SCORED	G3	NO
E037	H2-S003	H2	f10r	F005	6	MC123	dy	dies	YES	D	CH	NO	G2	NO
E038	H2-S003	H2	f10r	F005	7	MC087	chodaiin	Zugabemaß	NO	CH	CH	NOT_SCORED	G4	NO
E039	H3-S001	H3	f11r	F006	1	MC098	tshol	Kochgut	NO	T	LOW_DATA	NOT_SCORED	G2	NO
E040	H3-S001	H3	f11r	F006	2	MC049	schoal	Sudansatz	NO	S	LOW_DATA	NOT_SCORED	G4	NO
E041	H3-S001	H3	f11r	F006	3	MC129	cfhy	Auswringen	NO	X	LOW_DATA	NOT_SCORED	G4	NO
E042	H3-S001	H3	f11r	F006	4	MC111	shfydaiin	Stehzeit	NO	S	LOW_DATA	NOT_SCORED	G3	NO
E043	H3-S001	H3	f11r	F006	5	MC156	cphy	Nachseihen	NO	X	LOW_DATA	NOT_SCORED	G4	NO
E044	H3-S001	H3	f11r	F006	6	MC119	shey	Klarauszug	YES	S	LOW_DATA	NOT_SCORED	G4	NO
E045	H3-S001	H3	f11r	F006	7	MC037	tchody	Endzugabe; Schluss	NO	T	LOW_DATA	NOT_SCORED	G6	YES
E046	H3-S002	H3	f11r	F007	1	MC062	shoyty	Zugabeteil	NO	S	LOW_DATA	NOT_SCORED	G2	NO
E047	H3-S003	H3	f11r	F008	1	MC142	dchol	vom vorigen	YES	D	D	YES	G1	NO
E048	H3-S003	H3	f11r	F008	2	MC123	chy	dies	YES	CH	D	NO	G2	NO
E049	H3-S003	H3	f11r	F008	3	MC117	kchy	Bearbeiten	NO	K	D	NOT_SCORED	G4	NO
E050	H3-S003	H3	f11r	F008	4	MC123	dy	dies	YES	D	D	YES	G2	NO
E051	H3-S003	H3	f11r	F008	5	MC039	daiin	Sollmaß	YES	D	D	YES	G2	NO
E052	H3-S004	H3	f11r	F009	1	MC107	qotchy	Folgeposten	NO	Q	MIXED	NOT_SCORED	G2	NO
E053	H3-S004	H3	f11r	F009	2	MC041	okchol	Weiterverarbeitung	NO	O	MIXED	NOT_SCORED	G4	NO
E054	H3-S004	H3	f11r	F009	3	MC161	cthy	bereit	YES	X	MIXED	NOT_SCORED	G3	NO
E055	H3-S004	H3	f11r	F009	4	MC123	dy	dies	YES	D	MIXED	NOT_SCORED	G2	NO
E056	H4-S001	H4	f55v	F010	1	MC120	qokaiin	bemessen	YES	Q	MIXED	NOT_SCORED	G2	NO
E057	H4-S001	H4	f55v	F010	2	MC039	chaiin	Sollmaß	YES	CH	MIXED	NOT_SCORED	G2	NO
E058	H4-S001	H4	f55v	F010	3	MC047	ykain	erste Portion	NO	X	MIXED	NOT_SCORED	G2	NO
E059	H4-S001	H4	f55v	F010	4	MC148	ykan	zweite Portion	NO	X	MIXED	NOT_SCORED	G2	NO
E060	H4-S001	H4	f55v	F010	5	MC100	ody	Abkühlen	NO	O	MIXED	NOT_SCORED	G6	YES
