event_id	page	statement_id	surface	component_recipe	old_reading_de	new_reading_de
E002	f10r	H1-S001	cthoor	CTH+O+OR	BEREITEN · VORGANG · ANSATZ	BEREITEN · ARBEITSGANG · ANSATZ
E019	f10r	H2-S001	qoctholy	O+CTH+OL+Y	VORGANG · BEREITEN · WEITER · POSTEN	ARBEITSGANG · BEREITEN · WEITER · POSTEN
E032	f10r	H2-S003	oykchor	O+Y+K+OR	VORGANG · POSTEN · ZUGEBEN · ANSATZ	ARBEITSGANG · POSTEN · ZUGEBEN · ANSATZ
E038	f10r	H2-S003	chodaiin	CH+O+AIIN	ENTNEHMEN · VORGANG · SOLLMASS	ENTNEHMEN · ARBEITSGANG · SOLLMASS
E040	f11r	H3-S001	schoal	SH+O+AL	HALTEN · VORGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE
E045	f11r	H3-S001	tchody	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · VORGANG · SCHLUSS	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS
E046	f11r	H3-S002	shoyty	SH+O+Y+T+Y	HALTEN · VORGANG · POSTEN · BEARBEITEN · POSTEN	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN
E060	f55v	H4-S001	ody	O+DY	VORGANG · SCHLUSS	ARBEITSGANG · SCHLUSS
E065	f55v	H4-S003	cheoar	CH+E+O+AR	ENTNEHMEN · KURZ · VORGANG · QUELLE	ENTNEHMEN · KURZ · ARBEITSGANG · QUELLE
E086	f56r	H5-S002	cheeckhody	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · VORGANG · SCHLUSS	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS
E092	f56r	H5-S004	chokcheo	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · VORGANG	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG
E097	f56r	H5-S005	sotodan	OT+O+AIN	DANACH · VORGANG · PORTION	DANACH · ARBEITSGANG · PORTION
E141	f81v	B1-S012	lsho	LSH+O	SPUELEN · VORGANG	SPUELEN · ARBEITSGANG
E161	f81v	B1-S018	oiiin	O+IIN	VORGANG · STUFE	ARBEITSGANG · STUFE
E182	f82r	B2-S005	octheol	O+CTH+E+OL	VORGANG · BEREITEN · KURZ · WEITER	ARBEITSGANG · BEREITEN · KURZ · WEITER
E228	f82r	B2-S022	lochedy	L+O+CHD+DY	LEITEN · VORGANG · UMSETZEN · SCHLUSS	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS
E263	f83r	B3-S016	lo	L+O	LEITEN · VORGANG	LEITEN · ARBEITSGANG
E309	f83r	B3-S034	soiiin	O+IIN	VORGANG · STUFE	ARBEITSGANG · STUFE
E350	f83r	B4-S014	qockhey	O+CKH+E+Y	VORGANG · DURCHLASS · KURZ · POSTEN	ARBEITSGANG · DURCHLASS · KURZ · POSTEN
