event_id	page	record	statement_id	exact_card_id	surface	component_recipe	literal_reading_de	portable_workshop_paraphrase_de	owner_independent
E008	f10r	H1	H1-S001	PROC008	oky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E009	f10r	H1	H1-S001	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E013	f10r	H1	H1-S002	PROC013	chol	OL	WEITER	weiter	YES
E020	f10r	H2	H2-S001	PROC019	dy	Y	POSTEN	den aktuellen Posten	YES
E021	f10r	H2	H2-S001	PROC019	chy	Y	POSTEN	den aktuellen Posten	YES
E022	f10r	H2	H2-S001	PROC009	taiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E023	f10r	H2	H2-S001	PROC019	shy	Y	POSTEN	den aktuellen Posten	YES
E027	f10r	H2	H2-S002	PROC013	chol	OL	WEITER	weiter	YES
E029	f10r	H2	H2-S002	PROC013	chol	OL	WEITER	weiter	YES
E030	f10r	H2	H2-S002	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E035	f10r	H2	H2-S003	PROC019	chy	Y	POSTEN	den aktuellen Posten	YES
E037	f10r	H2	H2-S003	PROC019	dy	Y	POSTEN	den aktuellen Posten	YES
E048	f11r	H3	H3-S003	PROC019	chy	Y	POSTEN	den aktuellen Posten	YES
E050	f11r	H3	H3-S003	PROC019	dy	Y	POSTEN	den aktuellen Posten	YES
E051	f11r	H3	H3-S003	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E055	f11r	H3	H3-S004	PROC019	dy	Y	POSTEN	den aktuellen Posten	YES
E056	f55v	H4	H4-S001	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E057	f55v	H4	H4-S001	PROC009	chaiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E061	f55v	H4	H4-S002	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E062	f55v	H4	H4-S002	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E068	f55v	H4	H4-S004	PROC009	aiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E072	f55v	H4	H4-S004	PROC019	y	Y	POSTEN	den aktuellen Posten	YES
E077	f56r	H5	H5-S001	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E081	f56r	H5	H5-S001	PROC008	choky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E082	f56r	H5	H5-S001	PROC055	dal	AL	ZIELSTELLE	an der Zielstelle	YES
E085	f56r	H5	H5-S002	PROC008	choky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E100	f56r	H5	H5-S006	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E102	f81v	B1	B1-S002	PROC038	okaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E106	f81v	B1	B1-S002	PROC013	ol	OL	WEITER	weiter	YES
E109	f81v	B1	B1-S002	PROC055	al	AL	ZIELSTELLE	an der Zielstelle	YES
E110	f81v	B1	B1-S002	PROC013	ol	OL	WEITER	weiter	YES
E114	f81v	B1	B1-S002	PROC013	ol	OL	WEITER	weiter	YES
E116	f81v	B1	B1-S002	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E118	f81v	B1	B1-S002	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E121	f81v	B1	B1-S003	PROC013	qol	OL	WEITER	weiter	YES
E123	f81v	B1	B1-S004	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E124	f81v	B1	B1-S004	PROC013	ol	OL	WEITER	weiter	YES
E125	f81v	B1	B1-S004	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E132	f81v	B1	B1-S008	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E133	f81v	B1	B1-S008	PROC013	ol	OL	WEITER	weiter	YES
E135	f81v	B1	B1-S008	PROC013	ol	OL	WEITER	weiter	YES
E136	f81v	B1	B1-S008	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E140	f81v	B1	B1-S011	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E145	f81v	B1	B1-S014	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E148	f81v	B1	B1-S014	PROC013	qol	OL	WEITER	weiter	YES
E154	f81v	B1	B1-S016	PROC013	qol	OL	WEITER	weiter	YES
E155	f81v	B1	B1-S016	PROC078	cheedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E156	f81v	B1	B1-S017	PROC055	sal	AL	ZIELSTELLE	an der Zielstelle	YES
E163	f81v	B1	B1-S019	PROC078	tedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E166	f81v	B1	B1-S021	PROC055	chal	AL	ZIELSTELLE	an der Zielstelle	YES
E170	f82r	B2	B2-S003	PROC019	dy	Y	POSTEN	den aktuellen Posten	YES
E171	f82r	B2	B2-S003	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E180	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E181	f82r	B2	B2-S005	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E188	f82r	B2	B2-S006	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E192	f82r	B2	B2-S008	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E195	f82r	B2	B2-S010	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E201	f82r	B2	B2-S011	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E207	f82r	B2	B2-S012	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E208	f82r	B2	B2-S012	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E210	f82r	B2	B2-S013	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E213	f82r	B2	B2-S015	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E214	f82r	B2	B2-S016	PROC055	cheal	AL	ZIELSTELLE	an der Zielstelle	YES
E217	f82r	B2	B2-S016	PROC009	aiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E219	f82r	B2	B2-S016	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E224	f82r	B2	B2-S018	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E227	f82r	B2	B2-S021	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E232	f83r	B3	B3-S003	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E233	f83r	B3	B3-S003	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E234	f83r	B3	B3-S003	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E235	f83r	B3	B3-S003	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E236	f83r	B3	B3-S004	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E243	f83r	B3	B3-S007	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E244	f83r	B3	B3-S007	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E245	f83r	B3	B3-S007	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E246	f83r	B3	B3-S008	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E247	f83r	B3	B3-S009	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E251	f83r	B3	B3-S011	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E252	f83r	B3	B3-S011	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E255	f83r	B3	B3-S012	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E256	f83r	B3	B3-S013	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E262	f83r	B3	B3-S015	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E265	f83r	B3	B3-S017	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E266	f83r	B3	B3-S018	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E268	f83r	B3	B3-S020	PROC055	dal	AL	ZIELSTELLE	an der Zielstelle	YES
E269	f83r	B3	B3-S020	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E270	f83r	B3	B3-S021	PROC038	qokaiin	OK+AIIN	ANSETZEN · SOLLMASS	nach Sollmass ansetzen	YES
E272	f83r	B3	B3-S021	PROC055	dal	AL	ZIELSTELLE	an der Zielstelle	YES
E273	f83r	B3	B3-S021	PROC019	sy	Y	POSTEN	den aktuellen Posten	YES
E274	f83r	B3	B3-S021	PROC009	saiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E277	f83r	B3	B3-S021	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E278	f83r	B3	B3-S021	PROC055	tal	AL	ZIELSTELLE	an der Zielstelle	YES
E282	f83r	B3	B3-S023	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E287	f83r	B3	B3-S026	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E295	f83r	B3	B3-S029	PROC013	sol	OL	WEITER	weiter	YES
E298	f83r	B3	B3-S030	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E299	f83r	B3	B3-S030	PROC009	saiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E302	f83r	B3	B3-S031	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E304	f83r	B3	B3-S032	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E314	f83r	B3	B3-S034	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E315	f83r	B4	B4-S001	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E319	f83r	B4	B4-S003	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E323	f83r	B4	B4-S003	PROC008	qoky	OK+Y	ANSETZEN · POSTEN	den Posten ansetzen	YES
E324	f83r	B4	B4-S003	PROC013	tol	OL	WEITER	weiter	YES
E325	f83r	B4	B4-S003	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E328	f83r	B4	B4-S005	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E329	f83r	B4	B4-S005	PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	laenger ansetzen und schliessen	YES
E332	f83r	B4	B4-S008	PROC009	saiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E336	f83r	B4	B4-S009	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E338	f83r	B4	B4-S011	PROC009	saiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E342	f83r	B4	B4-S011	PROC042	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E343	f83r	B4	B4-S011	PROC013	sol	OL	WEITER	weiter	YES
E345	f83r	B4	B4-S012	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E347	f83r	B4	B4-S013	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E349	f83r	B4	B4-S014	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
E357	f83r	B4	B4-S015	PROC120	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	leiten, umsetzen und schliessen	YES
E359	f83r	B4	B4-S016	PROC055	dal	AL	ZIELSTELLE	an der Zielstelle	YES
E361	f83r	B4	B4-S016	PROC078	shedy	SHED+DY	STEHENLASSEN · SCHLUSS	stehen lassen und schliessen	YES
E365	f83r	B5	B5-S003	PROC055	dal	AL	ZIELSTELLE	an der Zielstelle	YES
E366	f83r	B5	B5-S003	PROC013	cheol	OL	WEITER	weiter	YES
E369	f83r	B5	B5-S003	PROC009	aiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E370	f83r	B5	B5-S003	PROC013	sol	OL	WEITER	weiter	YES
E372	f83r	B5	B5-S003	PROC042	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen	YES
E376	f83r	B6	B6-S001	PROC013	ol	OL	WEITER	weiter	YES
E377	f83r	B6	B6-S001	PROC009	daiin	AIIN	SOLLMASS	nach dem Sollmass	YES
E378	f83r	B6	B6-S001	PROC013	ol	OL	WEITER	weiter	YES
E380	f83r	B6	B6-S001	PROC019	chey	Y	POSTEN	den aktuellen Posten	YES
