endpoint	variable	treatment	macro_auc	gain_bits	positive_gain_domains
FUNCTION_WORD	LINE_FIELD_POSITION	GRAMMAR_FEATURE	0.7312644575214257	5711.317802506612	3
FUNCTION_WORD	LINE_FIELD_POSITION	CONDITIONED_NUISANCE	0.7312644575214257	6313.01292598168	3
FUNCTION_WORD	LINE_FIELD_POSITION	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	RECORD_RELATIVE_POSITION	GRAMMAR_FEATURE	0.7330150819700539	3989.520558589905	3
FUNCTION_WORD	RECORD_RELATIVE_POSITION	CONDITIONED_NUISANCE	0.7330150819700539	3636.0397000701078	3
FUNCTION_WORD	RECORD_RELATIVE_POSITION	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	BOUNDARY_CLOSURE	GRAMMAR_FEATURE	0.733032406947979	3915.1780311412667	3
FUNCTION_WORD	BOUNDARY_CLOSURE	CONDITIONED_NUISANCE	0.733032406947979	3609.2914747318364	3
FUNCTION_WORD	BOUNDARY_CLOSURE	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	RECURRENCE	GRAMMAR_FEATURE	0.7336121602762162	9548.505883617081	3
FUNCTION_WORD	RECURRENCE	CONDITIONED_NUISANCE	0.7336121602762162	5112.967512212217	3
FUNCTION_WORD	RECURRENCE	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	GLOBAL_LOCAL_FREQUENCY	GRAMMAR_FEATURE	0.8002357969758068	17612.657443031498	3
FUNCTION_WORD	GLOBAL_LOCAL_FREQUENCY	CONDITIONED_NUISANCE	0.8002357969758068	2731.3571089650286	3
FUNCTION_WORD	GLOBAL_LOCAL_FREQUENCY	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	RECORD_LENGTH	GRAMMAR_FEATURE	0.7290212872716559	-5794.171248447819	3
FUNCTION_WORD	RECORD_LENGTH	CONDITIONED_NUISANCE	0.7290212872716559	-999.2927907625472	3
FUNCTION_WORD	RECORD_LENGTH	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	PREVIOUS_STATE	GRAMMAR_FEATURE	0.7834077268222248	6440.348034600809	3
FUNCTION_WORD	PREVIOUS_STATE	CONDITIONED_NUISANCE	0.7834077268222248	983.1615576280055	3
FUNCTION_WORD	PREVIOUS_STATE	REMOVED	0.7335732928516696	5490.242317025396	3
FUNCTION_WORD	NEXT_STATE	GRAMMAR_FEATURE	0.7526081308204104	132.46369102328663	2
FUNCTION_WORD	NEXT_STATE	CONDITIONED_NUISANCE	0.7526081308204104	-58.18680303353631	3
FUNCTION_WORD	NEXT_STATE	REMOVED	0.7335732928516696	5490.242317025396	3
ALTERNATIVE_OR	LINE_FIELD_POSITION	GRAMMAR_FEATURE	0.7445043053823335	-4096.2979384941	2
ALTERNATIVE_OR	LINE_FIELD_POSITION	CONDITIONED_NUISANCE	0.7445043053823335	-3901.7079887507502	3
ALTERNATIVE_OR	LINE_FIELD_POSITION	REMOVED	0.748190626176014	-4622.632810090578	3
