endpoint	representation	regime	n	positives	scored_domains	macro_auc	macro_ap	gain_bits	positive_gain_domains	domains_auc_json	domains_gain_json	gain_vs_structure_bits	equality_isomorphism_check	fixed_prediction_max_family_p
FUNCTION_WORD	SOURCE_TOKEN_EQUALITY	UNIVERSAL	133183	20168	4	0.5	0.17893877767250818	1913.4792010426681	1	"{""CURIOUS_CURES"":0.5,""HARLEIAN_COOKERY"":0.5,""PCEEC2"":0.5,""QUINTE_ESSENCE"":0.5}"	"{""CURIOUS_CURES"":-3776.868673836,""HARLEIAN_COOKERY"":-9083.523008869,""PCEEC2"":18788.003101729,""QUINTE_ESSENCE"":-4014.132217981}"	7337.827143268165	SOURCE_EQUIVALENT	NA
FUNCTION_WORD	DOMAIN_LOCAL_OPAQUE_ID	UNIVERSAL	133183	20168	4	0.5	0.17893877767250818	1913.4792010426681	1	"{""CURIOUS_CURES"":0.5,""HARLEIAN_COOKERY"":0.5,""PCEEC2"":0.5,""QUINTE_ESSENCE"":0.5}"	"{""CURIOUS_CURES"":-3776.868673836,""HARLEIAN_COOKERY"":-9083.523008869,""PCEEC2"":18788.003101729,""QUINTE_ESSENCE"":-4014.132217981}"	7337.827143268165	SOURCE_EQUIVALENT	NA
FUNCTION_WORD	HOST_IDENTITY	UNIVERSAL	133183	20168	4	0.4665160925837021	0.199850835698007	-36115.2297718178	1	"{""CURIOUS_CURES"":0.768805466,""HARLEIAN_COOKERY"":0.091443491,""PCEEC2"":0.496794927,""QUINTE_ESSENCE"":0.509020486}"	"{""CURIOUS_CURES"":743.82345442,""HARLEIAN_COOKERY"":-19955.122137978,""PCEEC2"":-14905.276037409,""QUINTE_ESSENCE"":-1998.655050852}"	-23130.29624771244	SOURCE_EQUIVALENT	NA
FUNCTION_WORD	COMPOSITE_JOINT_STATE	UNIVERSAL	133183	20168	4	0.35081484022930165	0.16660358575646272	-10968.409107369964	1	"{""CURIOUS_CURES"":0.23387287,""HARLEIAN_COOKERY"":0.195478732,""PCEEC2"":0.502976063,""QUINTE_ESSENCE"":0.470931696}"	"{""CURIOUS_CURES"":-2020.805150387,""HARLEIAN_COOKERY"":-7777.485653983,""PCEEC2"":847.494683019,""QUINTE_ESSENCE"":-2017.612986019}"	-8252.362671063296	NOT_APPLICABLE	NA
FUNCTION_WORD	COMPLETE_RENDERED_GROUP	UNIVERSAL	133183	20168	4	0.3512526472087347	0.16861766804573583	-48871.9211011016	0	"{""CURIOUS_CURES"":0.348376946,""HARLEIAN_COOKERY"":0.138633761,""PCEEC2"":0.521903177,""QUINTE_ESSENCE"":0.396096704}"	"{""CURIOUS_CURES"":-6123.03203123,""HARLEIAN_COOKERY"":-21888.02262893,""PCEEC2"":-13826.982016389,""QUINTE_ESSENCE"":-7033.884424553}"	-45352.90124324012	NOT_APPLICABLE	NA
FUNCTION_WORD	FIELD_CONSTRUCTION_SPAN	UNIVERSAL	133183	20168	4	0.5026043842370628	0.1874660581002428	-6362.444366287071	1	"{""CURIOUS_CURES"":0.502366538,""HARLEIAN_COOKERY"":0.500260859,""PCEEC2"":0.509313347,""QUINTE_ESSENCE"":0.498476793}"	"{""CURIOUS_CURES"":-4633.505294016,""HARLEIAN_COOKERY"":-12850.73419761,""PCEEC2"":16659.091726515,""QUINTE_ESSENCE"":-5537.296601176}"	-6074.308265085347	NOT_APPLICABLE	NA
FUNCTION_WORD	SOURCE_TOKEN_EQUALITY	LOCAL	133183	20168	4	0.9809854891579702	0.9580453516756762	45013.130204401394	4	"{""CURIOUS_CURES"":1.0,""HARLEIAN_COOKERY"":0.997503755,""PCEEC2"":0.989491107,""QUINTE_ESSENCE"":0.936947094}"	"{""CURIOUS_CURES"":9151.472670897,""HARLEIAN_COOKERY"":15691.584062287,""PCEEC2"":18937.676402407,""QUINTE_ESSENCE"":1232.39706881}"	51261.98496920102	SOURCE_EQUIVALENT	0.0038910505836575876
FUNCTION_WORD	DOMAIN_LOCAL_OPAQUE_ID	LOCAL	133183	20168	4	0.9809854891579702	0.9580453516756762	45013.130204401394	4	"{""CURIOUS_CURES"":1.0,""HARLEIAN_COOKERY"":0.997503755,""PCEEC2"":0.989491107,""QUINTE_ESSENCE"":0.936947094}"	"{""CURIOUS_CURES"":9151.472670897,""HARLEIAN_COOKERY"":15691.584062287,""PCEEC2"":18937.676402407,""QUINTE_ESSENCE"":1232.39706881}"	51261.98496920102	SOURCE_EQUIVALENT	0.0038910505836575876
FUNCTION_WORD	HOST_IDENTITY	LOCAL	133183	20168	4	0.9486966897471776	0.8932468561603295	47409.707192632704	4	"{""CURIOUS_CURES"":0.99387337,""HARLEIAN_COOKERY"":0.987696125,""PCEEC2"":0.974586861,""QUINTE_ESSENCE"":0.838630403}"	"{""CURIOUS_CURES"":9114.893611008,""HARLEIAN_COOKERY"":18751.665868507,""PCEEC2"":18520.046792398,""QUINTE_ESSENCE"":1023.100920719}"	53660.093079636914	SOURCE_EQUIVALENT	0.0038910505836575876
FUNCTION_WORD	COMPOSITE_JOINT_STATE	LOCAL	133183	20168	4	0.7335732928516696	0.48098794808942597	5490.242317025396	3	"{""CURIOUS_CURES"":0.944741949,""HARLEIAN_COOKERY"":0.640409872,""PCEEC2"":0.795075823,""QUINTE_ESSENCE"":0.554065527}"	"{""CURIOUS_CURES"":6197.519279561,""HARLEIAN_COOKERY"":3228.163099426,""PCEEC2"":4881.296005167,""QUINTE_ESSENCE"":-8816.736067129}"	11737.059643872002	NOT_APPLICABLE	0.0038910505836575876
