candidate_id	surface	prefix_surface	prefix_reading_id	suffix_surface	suffix_reading_id	family	composition	working_meaning_de	spoken_render_de	working_model_score_0_100_not_probability	working_model_level	action_default_allowed	positive_evidence_de	counterevidence_de	open_semantic_slots	expected_occurrences	candidate_decision	composition_semantic_credit	candidate_reading_id	actual_occurrences	actual_pages	actual_loci	sample_loci	prefix_meaning_de	prefix_score	prefix_level	prefix_export_scope	suffix_meaning_de	suffix_score	suffix_level	suffix_export_scope	exact_graphemic_split_count	exact_reading_combination_count	semantic_scope	global_export_scope	exact_whole_surface_default_allowed	component_global_export_allowed	historical_confirmation	score_formula
G734-C01	okeeey	o	o#GLOBAL	keeey	keeey#1	HEATED_PREPARATION_END	o+keeey	stark erhitzt, Endstufe	stark erhitzt, Endstufe	21	W1_WEAK_WORKING	0	Zwanzig Cache-Vorkommen und die eindeutige o-plus-keeey-Route stützen die stark erhitzte Endstufe als Ganzwortkern.	Der schwache o-Wert identifiziert keinen Patienten; Ansatz, Wasser oder Zubereitung werden deshalb nicht gesprochen.	O_CARRIER_IDENTITY|EXACT_STAGE_NAME	20	REVISE_ROLE_CONSTRAINED_WHOLE	1	okeeey#G734	20	15	20	f102v2.20|f103r.25|f104v.44|f105r.18|f105r.24|f106v.46|f107r.15|f107r.19	Ansatzwasser	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	stark erhitzt, Endstufe III	39	W1_WEAK_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=8
G734-C02	oteody	o	o#GLOBAL	teody	teody#GLOBAL	COLD_PREPARATION_CLOSE	o+teody	abgekühlter, fertiger Ansatz	abgekühlter, fertiger Ansatz	20	W1_WEAK_WORKING	0	Zwanzig nominale und gemischte Cache-Kontexte stützen einen kalten fertigen Ganzwortzustand.	Die eindeutige Zerlegung ist semantisch redundant, weil teody den Kern bereits trägt; sie erhält keinen Kompositionskredit und keine globale Aktion.	O_CARRIER_IDENTITY|ACTION_VS_RESULT	20	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	oteody#G734	20	17	20	f102v1.22|f104r.37|f105v.6|f106v.28|f111r.15|f111r.18|f112r.42|f112v.31	Ansatzwasser	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	kühle den Ansatz ab und schließe	53	W2_PROVISIONAL_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=8
G734-C03	cheeo	chee	chee#GLOBAL	o	o#GLOBAL	FULLY_DRY_PREPARATION	chee+o	vollständig getrocknet	vollständig getrocknet	20	W1_WEAK_WORKING	0	Neunzehn Cache-Vorkommen sichern den vollständigen Trockenzustand als knappen Ganzwortdefault.	Der schwache o-Wert wählt keinen Patienten; die Zerlegung bleibt Navigation und erhält keinen Kompositionskredit.	O_CARRIER_IDENTITY|DRY_PATIENT	19	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	cheeo#G734	19	15	18	f104r.28|f104r.6|f104r.9|f104v.10|f104v.44|f105r.3|f105v.19|f106r.25	vollständig getrocknet	36	W1_WEAK_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	Ansatzwasser	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=8
G734-C04	otody	o	o#GLOBAL	tody	tody#GLOBAL	COLD_PREPARATION_FINISH	o+tody	kalter, fertiger Ansatz	kalter, fertiger Ansatz	20	W1_WEAK_WORKING	0	Vierzehn Cache-Vorkommen stützen einen kalten fertigen Ganzwortzustand.	Die eindeutige Zerlegung ist semantisch redundant; o fügt keinen sicheren Slot hinzu und die Handlung wird nicht globalisiert.	O_CARRIER_IDENTITY|ACTION_VS_RESULT	14	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	otody#G734	14	13	14	f104r.3|f107v.1|f112r.5|f114r.1|f114v.18|f16r.2|f29v.11|f33v.4	Ansatzwasser	18	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	kalten Ansatz fertigstellen	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=6
G734-C05	chkeey	ch	ch#GLOBAL	keey	keey#1	DRY_HEAT_END	ch+keey	heiß-trocken, Endstufe	heiß-trocken, Endstufe	27	W1_WEAK_WORKING	0	Dreizehn überwiegend nominale Cache-Kontexte stützen den heiß-trockenen Endzustand als Ganzwortdefault.	Context-only ch plus keey beweist weder Imperativ noch Operationsreihenfolge; der Split erhält keinen Kompositionskredit.	OPERATION_ORDER|EXACT_STAGE_NAME|ACTION_PATIENT	13	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	chkeey#G734	13	12	13	f100r.14|f111r.30|f111v.35|f17v.23|f17v.7|f30r.2|f33r.4|f39r.8	trockne	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	heiß am Ende des Grades	43	W2_PROVISIONAL_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=6
G734-C06	qopchy	qo	qo#GLOBAL	pchy	pchy#GLOBAL	DRY_POWDER_COMMAND	qo+pchy	trockenes Pulver nehmen	trockenes Pulver nehmen	49	W2_PROVISIONAL_WORKING	1	Zwölf Cache-Vorkommen und genau die Zweiteilung qo plus pchy verbinden den starken Nehmen-Block mit dem bekannten Trockenpulver-Ganzwert.	Pulver ist eine Arbeitsfamilie, keine identifizierte Substanz; eine nominale Lesung bleibt als Rivale möglich.	POWDER_IDENTITY|COMMAND_VS_NOMINAL	12	PROMOTE_COMPOSITIONAL_WHOLE	1	qopchy#G734	12	11	12	f106r.18|f106v.9|f113r.8|f13r.1|f13r.5|f44r.8|f53v.1|f66r.60	nehmen	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	Pulver, trockene Grundform	43	W2_PROVISIONAL_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C07	shky	sh	sh#GLOBAL	ky	ky#GLOBAL	HOT_SOAK_BEGIN	sh+ky	heiß angefeuchtet, Anfangsstufe	heiß angefeuchtet, Anfangsstufe	32	W1_WEAK_WORKING	0	Zwölf Cache-Vorkommen und die sh/ky-Familie stützen Feuchte, Hitze und Anfangsstufe als nominalen Ganzwortzustand.	Einweichen als Imperativ ist nur lokal denkbar; der Patient fehlt und wird nicht globalisiert.	ACTION_PATIENT|HOT_STATE_VS_ACTION	12	REVISE_ROLE_CONSTRAINED_WHOLE	1	shky#G734	12	11	12	f103r.16|f106v.47|f108r.4|f116r.47|f39v.4|f44v.4|f46r.5|f46r.9	einweichen	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	heiß am Anfang des Grades	71	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=6
G734-C08	sheod	she	she#GLOBAL	od	od#GLOBAL	MOIST_PREPARATION_MEASURE	she+od	vom feuchten Ansatz abmessen	vom feuchten Ansatz abmessen	59	W2_PROVISIONAL_WORKING	1	Elf Cache-Vorkommen und genau die Zweiteilung she plus od verbinden den stabilen Feuchtwert mit dem bekannten Abmessblock.	Ansatz ist der praktisch beste Patient, aber nicht unabhängig als Stoff oder Gefäßinhalt identifiziert.	ACTION_PATIENT|SOURCE_VS_PRODUCT	11	PROMOTE_COMPOSITIONAL_WHOLE	1	sheod#G734	11	11	11	f100r.12|f103r.34|f105v.36|f111r.27|f114r.12|f115r.4|f40v.15|f53v.11	feucht, attributiv gebunden	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	miss vom Ansatz ab	53	W2_PROVISIONAL_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
G734-C09	chcphy	ch	ch#GLOBAL	cphy	cphy#1	DRY_MIXTURE_COMMAND	ch+cphy	trockene Mischung	trockene Mischung	32	W1_WEAK_WORKING	0	Zehn Cache-Vorkommen und die ch/cphy-Familie stützen eine trockene Mischung als nominalen Ganzwortwert.	Context-only ch lizenziert keinen universellen Imperativ; Mischung gegen Arzneikompositum bleibt offen.	MIXTURE_IDENTITY|ACTION_PATIENT	10	REVISE_ROLE_CONSTRAINED_WHOLE	1	chcphy#G734	10	10	10	f105r.1|f112r.1|f115r.35|f115v.6|f116r.43|f20v.5|f21r.2|f23v.1	trockne	31	W1_WEAK_WORKING	GLOBAL_V48_KNOWN_CONTEXT_LICENSED_NO_UNCONDITIONAL_EXPORT	Mischung, Grundform	42	W2_PROVISIONAL_WORKING	ACTIVE_WORKING_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=6
G734-C10	cheeody	chee	chee#GLOBAL	ody	ody#GLOBAL	FULLY_DRY_FINISHED_PREPARATION	chee+ody	vollständig getrockneter, fertiger Ansatz	vollständig getrockneter, fertiger Ansatz	42	W2_PROVISIONAL_WORKING	0	Zehn Cache-Vorkommen und genau die Zweiteilung chee plus ody verbinden zwei bereits gespeicherte kompatible Resultatzustände.	Zwei Resultatwörter können auch eine feste Ganzform bilden; Ansatz gegen Zubereitung bleibt offen.	PRODUCT_HEAD_IDENTITY|COMPOSITION_VS_LEARNED_WHOLE	10	PROMOTE_COMPOSITIONAL_WHOLE	1	cheeody#G734	10	7	10	f104r.6|f104v.30|f104v.8|f107r.19|f113r.4|f113r.46|f113r.50|f115v.24	vollständig getrocknet	36	W1_WEAK_WORKING	GLOBAL_V48_EXACT_WHOLE_DEFAULT	fertiggestellter Ansatz	76	W3_SOLID_WORKING_THEORY	GLOBAL_V48_EXACT_WHOLE_DEFAULT	1	1	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	H0_NONE	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6
