repair_id	surface	reading_id	cache_occurrences_repaired	page_count	locus_count	v99r4_semantic_default_de	v99r7_spoken_default_de	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	unconditional_global_export_allowed	gdt734_renderer_decision	gdt734_renderer_blocker_status	component_export_allowed	repair_basis
G734-R001	ytedy	ytedy#1	23	16	20	hiervon bis zur Mittelstufe abkühlen und abschließen	bis zur Mittelstufe abkühlen und abschließen	46	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT689: gebundener dy-Schwestervergleich und Endpunkt-Dispatch; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_DEICTIC_SOURCE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R002	os	os#1	22	20	22	Zubereitung	Zubereitung	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	HOLD_UNCHANGED	GENERIC_BLOCKER	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R003	aiir	aiir#1	19	14	19	Anteil III	Anteil III	38	W1_WEAK_WORKING	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 waehlt fuer die exakte AIIR-Zelle den indexierten Anteil III und bindet P136 als R-Share; GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: AIIR benennt keinen Drogenstoff; die trockene Zubereitung stammt nur aus dem unmittelbaren CHOS-Kontext und bleibt eine lokale Referenz. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R004	odar	odar#1	19	17	18	Anteil I des Ansatzes abmessen	Anteil I abmessen	42	W2_PROVISIONAL_WORKING	2 aktive exakte Positionen auf 2 Seiten und 2 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 2 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; lebender Rivale: erste Auszugsfraktion abmessen	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_PATIENT	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R005	olchey	olchey#1	19	17	19	Holzansatz, bis Mittelstufe getrocknet	Holzansatz, bis Mittelstufe getrocknet	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R006	ckhol	ckhol#V84_1	16	13	16	Mischgut	Mischung	43	W2_PROVISIONAL_WORKING	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || CKH/CPH-Raster stützt einen zusammengesetzten Materialkopf.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Arznei, Zutaten und freie CKH-Bedeutung sind unbelegt; nur exakte Familienkarte.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_IDENTITY	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R007	ls	ls#1	11	10	11	eine Charge Holz	ein Posten Drogenholz	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT690: Nomenordinal-, Kopf- und Rivalenapparat; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_UNIT	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R008	da	da#1	10	10	10	eine Teilmenge abmessen	eine Teilmenge abmessen	31	W1_WEAK_WORKING	GDT725 audit: Die wiederholte exakte Kurzkarte trägt Abmessen plus Teilmenge; nur der heiße Patient wird lokal ergänzt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT725 Grenze: Einige Quellstellen können Dosisetiketten statt Imperative sein; keine freie D- oder A-Zerlegung. || Keine historische Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R009	oteor	oteor#1	9	8	9	kalte Portion, Mittelstufe	kalte Portion, Mittelstufe	39	W1_WEAK_WORKING	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT678 belegt O-T-E-OR an zehn Stellen; Zubereitungsrahmen, Kälte, Mittelstufe und Portion sind sichtbar. Ein anderer Beleg erscheint reader-bestaetigt als oteor y, ohne den Kern zu aendern. Die Core/Context-Umsortierung verdient keine neuen Punkte. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: Inhalt der Portion und die genaue O-Funktion bleiben offen; die aktive f86v6-Stelle besitzt kein angehaengtes y. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R010	qodar	qodar#1	9	8	8	Anteil I abmessen	Anteil I abmessen	38	W1_WEAK_WORKING	GDT716 bindet die indexierte Anteilsleiter und trennt den lokalen Referenten: GDT693 bindet QODAR als exakte Messaktion auf Anteil I und bewahrt den Verbordinal; GDT711 liefert genau einmal F_R. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT716 Gegenbeleg: QO und D bleiben gebunden; der heiße Holzanteil stammt nur aus dem unmittelbar vorstehenden OLKAR-Kontext und ist keine QODAR-Wortbedeutung. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R011	chotar	chotar#1	8	8	8	abgekühlter trockener Anteil I	abgekühlter trockener Anteil I	30	W1_WEAK_WORKING	GDT724 audit: GDT678 trennt CHOT als kalten Trockenrahmen von CHOTAR als dessen ausgewaehltem Anteil I; die aktiven Signale sind kalt, trocken und Menge. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT694: Migration der restlichen Anteilslesungen; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT724 Grenze: Ansatz und Trockenextrakt konkurrieren als Produktkopf; CHOT oder AR werden nicht als freie Woerter exportiert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R012	keeey	keeey#1	8	7	8	stark erhitzt, Endstufe III	stark erhitzt, Endstufe III	39	W1_WEAK_WORKING	GDT712 trennt erneut Wortkern und lokale Realisierung: Die aktive Ganzform traegt STATE_HOT und VALUE_GRADE und besitzt bereits eine konkrete gelernte Ganzwortlesung. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT712 Gegenbeleg: EEE liegt ausserhalb der direkten GDT647-EE-Zelle; eine scheinbare K+EEE+Y-Zerlegung wuerde mehr behaupten als der Atlas. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	INHERITED_UNCHANGED	NONE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R013	oram	oram#1	7	7	7	Maßportion	ein Maß	45	W2_PROVISIONAL_WORKING	GDT713 trennt erneut Wortkern und lokale Realisierung: GDT681 deklariert OR+AM als produktive Portion-plus-Mass-I-Ganzwortfamilie; die aktive Stelle traegt Material- und Mengensignale. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT713 Gegenbeleg: Nur eine aktive Position; eine O+R+AM-Rivalensegmentierung bleibt offen, und weder Inhalt noch historische Einheit sind identifiziert. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_UNIT	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R014	qopaiin	qopaiin#1	6	6	6	drei Teile Pulverzubereitung	drei Teile Pulver	30	W1_WEAK_WORKING	GDT722 schließt die Form als konkreten gebundenen, nicht zerlegten Rendererwert: Die einzige aktionslizenzierte Position bewahrt drei Teile und Pulverzubereitung; GDT691 verbindet op und qopaiin auf derselben Zeile. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 1 aktionslizenzierte und 1 identitaetssignalisierte Positionen	GDT722 Grenze: Nehmen ist nur an P158 lizenziert und darf nicht als freier q-, op- oder aiin-Wert exportiert werden; die innere Zerlegung bleibt unbewiesen. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_UNIT	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R015	aror	aror#1	5	4	5	eine Portion des Drogenanteils I	ein Teil aus Anteil I	44	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT693: AR-Kopf-Semantiktournament; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_MATERIAL	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R016	ofchedy	ofchedy#1	5	5	5	Blütenmaterial; vollständig getrocknet	vollständig getrockneter Blüten-/Fruchtstand	30	W1_WEAK_WORKING	GDT723 trennt portablen Kern und exakte Fundstellenausgabe: Die aktive Stelle traegt IDENTITY_FLOWER_FRUIT, MATERIAL_ROLE, STATE_DRY und STATE_FINISHED; GDT691 bewahrt die Blütenidentitaet und den terminalen Trockenzustand. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 1 identitaetssignalisierte Positionen	GDT723 Grenze: Masse, Trockenextrakt und Rueckstand sind konkurrierende Produktkoepfe; die breite FLOWER_FRUIT-Klasse und das Singleton tragen keine freie Teilmorphologie. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	FLOWER_FRUIT_RIVAL	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R017	oteed	oteed#1	5	4	5	vollständig abgekühlt; abgezogen	vollständig abgekühlt; entnommen	30	W1_WEAK_WORKING	GDT718 trennt den portablen Zustandskern vom lokalen Workflow-Produktkopf: GDT679 bindet oteed an sechs exakte Fundstellen auf fünf Seiten mit vollständig abgekühltem und abgezogenem Ganzwortkern; GDT691 liefert Auszug nur als konkrete lokale Kopfwahl. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT691: Rollen-Dispatch der Zubereitungskoepfe; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT718 Gegenbeleg: Abgeschlossen bleibt GDT679s stärkster Rivale; d oder eed sind nicht frei segmentiert, und weder Auszug noch ein bestimmter Abziehmechanismus ist historisch bestätigt. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_SOURCE	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
G734-R018	qockhol	qockhol#V84_1	5	5	5	Mischgut zugeben	Mischung zugeben	49	W2_PROVISIONAL_WORKING	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || Exakte Aktionslizenz bewahrt zugeben; CKH/OL liefert nur das Mischgut.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Arznei und Zutaten sind unbelegt; C021/Relationskanten geben null Wortpunkte.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	RENDERER_REVISE	OPEN_PATIENT	0	GDT733_OMITTED_ACTIVE_WORKING_DEFAULT_LAYER
