change_id	cell_id	page	locus	token_ordinal	surface	v99r6_before_de	v99r7_semantic_de	v99r7_spoken_de	dispatch_class	authority_id	working_model_score_0_100_not_probability	working_model_level	positive_evidence_de	counterevidence_de	semantic_scope	global_export_scope	exact_whole_surface_default_allowed	component_global_export_allowed	candidate_decision	composition_semantic_credit	score_formula	editorial_decision	editorial_blocker_status
G734-P0001	G733-C00005	f100r	f100r.12	2	sheod	[sheod:?]	vom feuchten Ansatz abmessen	vom feuchten Ansatz abmessen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	sheod#G734	59	W2_PROVISIONAL_WORKING	Elf Cache-Vorkommen und genau die Zweiteilung she plus od verbinden den stabilen Feuchtwert mit dem bekannten Abmessblock.	Ansatz ist der praktisch beste Patient, aber nicht unabhängig als Stoff oder Gefäßinhalt identifiziert.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0002	G733-C00008	f100r	f100r.12	5	da	[da:?]	eine Teilmenge abmessen	eine Teilmenge abmessen	ACTIVE_WHOLE_EXPORT_REPAIR	da#1	31	W1_WEAK_WORKING	GDT725 audit: Die wiederholte exakte Kurzkarte trägt Abmessen plus Teilmenge; nur der heiße Patient wird lokal ergänzt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT725 Grenze: Einige Quellstellen können Dosisetiketten statt Imperative sein; keine freie D- oder A-Zerlegung. || Keine historische Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	NONE	NONE
G734-P0003	G733-C00023	f100r	f100r.14	2	chkeey	[chkeey:?]	heiß-trocken, Endstufe	heiß-trocken, Endstufe	UNIQUE_SPLIT_EXPLORATORY_WHOLE	chkeey#G734	27	W1_WEAK_WORKING	Dreizehn überwiegend nominale Cache-Kontexte stützen den heiß-trockenen Endzustand als Ganzwortdefault.	Context-only ch plus keey beweist weder Imperativ noch Operationsreihenfolge; der Split erhält keinen Kompositionskredit.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=6	NONE	NONE
G734-P0004	G733-C00060	f100r	f100r.23	6	qockhol	[qockhol:?]	Mischgut zugeben	Mischung zugeben	ACTIVE_WHOLE_EXPORT_REPAIR	qockhol#V84_1	49	W2_PROVISIONAL_WORKING	GDT711 trennt den kompakten Wortkern von der positionsgebundenen Satzrealisierung. || Exakte Aktionslizenz bewahrt zugeben; CKH/OL liefert nur das Mischgut.	Historisch unbestätigte Arbeitstheorie; keine Klartextidentifikation. || Arznei und Zutaten sind unbelegt; C021/Relationskanten geben null Wortpunkte.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	RENDERER_REVISE	OPEN_PATIENT
G734-P0005	G733-C00119	f100v	f100v.14	3	qoteody	[qoteody:?]	abgekühlten, fertigen Ansatz nehmen	abgekühlten, fertigen Ansatz nehmen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	qoteody#G734	59	W2_PROVISIONAL_WORKING	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teody verbinden Nehmen mit einem kalten fertigen Ansatz.	Die Fassung behauptet keine serielle Abkühl- oder Abschlussaktion; derselbe Patient bleibt eine Arbeitshypothese.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0006	G733-C00235	f102r1	f102r1.14	6	qoteol	[qoteol:?]	abgekühlten Drogenstoff nehmen	abgekühlten Drogenstoff nehmen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	qoteol#G734	59	W2_PROVISIONAL_WORKING	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teol verbinden den starken Nehmen-Block mit einem bereits konkreten gekühlten Drogenstoff.	Drogenstoff bleibt eine Stoffklasse; die genaue Kühlstufe wird im portablen Renderer nicht als historisch identifiziertes Maß gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0007	G733-C00248	f102r1	f102r1.15	8	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0008	G733-C00267	f102r1	f102r1.3	1	polaiin	[polaiin:?]	Pulver, Wert III	Pulver, Wert III	UNIQUE_SPLIT_EXPLORATORY_WHOLE	polaiin#G734	37	W1_WEAK_WORKING	Acht Cache-Vorkommen und genau die Zweiteilung pol plus aiin werden durch die cth/p/s-Kreuzmatrix als Pulverkopf plus dritter Wert gestützt.	Wert III entscheidet nicht zwischen Menge, Form, Charge oder Grad; deshalb wird keine konkrete Einheit erfunden.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0009	G733-C00269	f102r1	f102r1.3	3	qoteol	[qoteol:?]	abgekühlten Drogenstoff nehmen	abgekühlten Drogenstoff nehmen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	qoteol#G734	59	W2_PROVISIONAL_WORKING	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teol verbinden den starken Nehmen-Block mit einem bereits konkreten gekühlten Drogenstoff.	Drogenstoff bleibt eine Stoffklasse; die genaue Kühlstufe wird im portablen Renderer nicht als historisch identifiziertes Maß gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0010	G733-C00302	f102r1	f102r1.8	7	qoteol	[qoteol:?]	abgekühlten Drogenstoff nehmen	abgekühlten Drogenstoff nehmen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	qoteol#G734	59	W2_PROVISIONAL_WORKING	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teol verbinden den starken Nehmen-Block mit einem bereits konkreten gekühlten Drogenstoff.	Drogenstoff bleibt eine Stoffklasse; die genaue Kühlstufe wird im portablen Renderer nicht als historisch identifiziertes Maß gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0011	G733-C00366	f102v1	f102v1.19	6	qoteol	[qoteol:?]	abgekühlten Drogenstoff nehmen	abgekühlten Drogenstoff nehmen	UNIQUE_SPLIT_EXPLORATORY_WHOLE	qoteol#G734	59	W2_PROVISIONAL_WORKING	Zehn Cache-Vorkommen und genau die Zweiteilung qo plus teol verbinden den starken Nehmen-Block mit einem bereits konkreten gekühlten Drogenstoff.	Drogenstoff bleibt eine Stoffklasse; die genaue Kühlstufe wird im portablen Renderer nicht als historisch identifiziertes Maß gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	PROMOTE_COMPOSITIONAL_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_CAP59;RECURRENCE_BONUS=6	NONE	NONE
G734-P0012	G733-C00393	f102v1	f102v1.22	7	oteody	[oteody:?]	abgekühlter, fertiger Ansatz	abgekühlter, fertiger Ansatz	UNIQUE_SPLIT_EXPLORATORY_WHOLE	oteody#G734	20	W1_WEAK_WORKING	Zwanzig nominale und gemischte Cache-Kontexte stützen einen kalten fertigen Ganzwortzustand.	Die eindeutige Zerlegung ist semantisch redundant, weil teody den Kern bereits trägt; sie erhält keinen Kompositionskredit und keine globale Aktion.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	LEARNED_WHOLE_NO_COMPOSITIONAL_CREDIT	0	MIN_COMPONENT_PLUS_RECURRENCE_MINUS10_FLOOR20_CAP35;RECURRENCE_BONUS=8	NONE	NONE
G734-P0013	G733-C00424	f102v1	f102v1.8	6	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0014	G733-C00478	f102v2	f102v2.20	4	okeeey	[okeeey:?]	stark erhitzt, Endstufe	stark erhitzt, Endstufe	UNIQUE_SPLIT_EXPLORATORY_WHOLE	okeeey#G734	21	W1_WEAK_WORKING	Zwanzig Cache-Vorkommen und die eindeutige o-plus-keeey-Route stützen die stark erhitzte Endstufe als Ganzwortkern.	Der schwache o-Wert identifiziert keinen Patienten; Ansatz, Wasser oder Zubereitung werden deshalb nicht gesprochen.	EXPLORATORY_EXACT_WHOLE_READING	GDT734_EXPLORATORY_EXACT_WHOLE_DEFAULT	1	0	REVISE_ROLE_CONSTRAINED_WHOLE	1	MIN_COMPONENT_PLUS_RECURRENCE_MINUS5_CAP39;RECURRENCE_BONUS=8	NONE	NONE
G734-P0015	G733-C00493	f102v2	f102v2.21	7	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0016	G733-C00511	f102v2	f102v2.22	11	keo	[keo:?]	heiße Zubereitung, Mittelstufe	erhitzter Ansatz, Mittelstufe	ACTIVE_WHOLE_EXPORT_REPAIR	keo#1	31	W1_WEAK_WORKING	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT678 auditiert fuenf K-E-O-Kontexte: zwei behalten die heiße Zubereitung, drei keo-r-Stellen werden vom bekannten keor-Ganzwort gerendert. GDT711 stuetzt Zustand, Stufe und O-Rahmen. Die reine Kernkompression verdient keine neuen Punkte. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: Die aktive f7r-Stelle ist gebunden; E und Inhalt der Zubereitung bleiben offen. Der lokale Join erlaubt kein globales keo+r-Gesetz. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	RENDERER_REVISE	BOUND_SPAN_PRECEDENCE
G734-P0017	G733-C00528	f102v2	f102v2.29	1	os	[os:?]	Zubereitung	Zubereitung	ACTIVE_WHOLE_EXPORT_REPAIR	os#1	16	W0_PLACEHOLDER_OR_SEMANTICALLY_EMPTY	GDT714 trennt erneut Wortkern und lokale Realisierung: GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt. || 1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 0 aktionslizenzierte und 0 identitaetssignalisierte Positionen	GDT714 Gegenbeleg: S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0. || Historisch unbestaetigte Arbeitstheorie; keine Klartextidentifikation.	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	HOLD_UNCHANGED	GENERIC_BLOCKER
G734-P0018	G733-C00535	f102v2	f102v2.30	6	qokeod	[qokeod:?]	heißen Auszug bereiten und abschließen	Ansatz erhitzen und abschließen	ACTIVE_WHOLE_EXPORT_REPAIR	qokeod#1	49	W2_PROVISIONAL_WORKING	1 aktive exakte Positionen auf 1 Seiten und 1 Zeilen; letzte semantische Entscheidung GDT684: V57-Positionsaudit des geerbten Wortwerts; 1 aktionslizenzierte und 0 identitaetssignalisierte Positionen	historisch unbestaetigt; Score bewertet nur die interne Arbeitstheorie; aktuelle GDT684-Schuld: NONE	ACTIVE_EXACT_WHOLE_READING	ACTIVE_WORKING_DEFAULT	1	0	NONE	0	INHERITED_SCORE_UNCHANGED	RENDERER_REVISE	EXTRACTION_UNSUPPORTED
